Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Civic Center/UN Plaza,"2,118","2,069","2,169","3,030","1,350",984,411,"1,831","1,275","5,039",377,"2,170","1,843","1,940",652,"3,672","1,402",970,"2,910","1,001",649,"4,626","2,058",924,442,"1,924","2,342",964,287,718,632,460,114,290,"3,960",410,"1,280",706,"2,039",797,"1,125",755,"1,712","1,061","1,132",821,"1,036",435,"1,507",151,"72,570"
Coliseum,"1,104","1,037",742,993,294,400,188,"1,323",670,418,"2,154",292,90,238,282,428,611,"1,797",635,234,445,"1,671",319,"1,059",57,873,857,65,95,"1,778",229,41,209,28,669,136,125,"2,964",644,135,134,546,"1,087",206,64,410,186,287,255,282,"29,786"
Colma,315,928,211,969,194,29,10,87,68,559,"1,689",52,82,82,20,270,55,"1,047",224,36,50,61,357,44,23,61,141,328,9,"1,125",26,24,5,10,144,78,64,"2,769",149,31,375,35,87,820,118,65,67,5,169,23,"14,190"
Concord,656,731,522,726,880,118,65,154,219,274,"2,191",246,120,231,11,194,56,"1,754",225,99,72,360,298,170,819,120,612,127,55,"1,625",70,263,170,277,175,886,536,"2,787",212,401,214,60,137,639,124,73,"1,476",44,"1,171",23,"23,468"
Castro Valley,79,330,49,134,15,37,17,272,89,65,608,297,17,15,75,101,655,770,31,45,122,366,73,97,8,528,101,16,17,796,26,2,19,8,80,6,3,954,29,7,50,83,388,90,24,148,27,560,11,33,"8,373"
Daly City,451,"2,398",344,"2,048",332,106,85,265,239,587,"3,840",435,209,183,75,272,339,"2,847",388,75,100,501,431,157,41,312,297,768,76,"3,199",135,72,41,34,335,89,117,"7,784",304,58,814,99,312,"1,175",361,87,182,83,221,62,"33,765"
Dublin/Pleasanton,187,463,167,316,43,75,135,"1,056",175,159,"1,539",551,67,62,605,377,254,"1,794",225,47,269,"1,266",140,392,21,739,233,23,121,"1,495",36,8,248,10,195,10,38,"1,975",82,40,50,293,732,431,54,280,23,185,41,85,"17,812"
Embarcadero,"2,371","1,956","2,415","2,941","1,694","1,047",394,"2,079","1,715","3,736",994,"2,130","1,066","2,002",943,"2,908","2,239",307,"3,360","1,180",813,"3,666","1,693","1,463",694,"2,122","2,265",407,213,185,897,509,187,599,"5,407",535,"1,971",948,"2,391",965,672,"1,180","2,786",722,695,911,"1,306",646,"2,086",206,"76,617"
El Cerrito del Norte,"1,579","1,597",976,"1,698",106,792,128,359,"2,540",726,"3,390",637,260,243,60,384,207,"3,303",238,447,226,"1,020",527,321,56,482,"1,227",243,138,"3,060",453,45,179,54,312,83,129,"5,087",810,123,203,190,451,554,173,210,218,53,189,116,"36,602"
El Cerrito Plaza,887,510,551,396,35,475,48,126,"2,057",150,"1,087",207,44,84,31,85,36,"1,160",476,89,75,486,123,85,58,225,617,97,40,"1,143",379,22,67,22,107,22,82,"1,421",812,115,38,122,192,226,56,105,102,27,73,21,"15,494"
Fremont,413,347,218,203,54,43,413,664,205,110,642,534,44,93,129,119,263,728,242,97,145,836,57,"1,281",6,423,324,13,490,694,58,8,71,22,97,24,81,833,174,19,64,627,540,91,25,"1,129",24,58,68,290,"14,133"
Fruitvale,841,"1,990",687,"1,951",253,790,344,"2,169","1,372",591,"4,419","1,845",72,357,505,447,"1,335","3,163",958,448,807,511,452,"1,626",193,979,"1,033",104,209,"2,775",443,21,118,243,920,99,137,"6,047",849,326,213,882,"2,211",276,78,737,299,638,227,561,"48,551"
Glen Park,385,"1,175",352,"1,146",265,124,34,200,171,312,"1,937",295,349,240,65,423,102,"1,538",488,100,47,406,179,173,45,294,355,242,29,"2,550",107,58,35,37,313,63,164,"4,543",394,162,491,155,302,292,176,61,70,74,178,42,"21,738"
Hayward,790,548,598,455,117,170,292,824,393,200,"1,051","1,091",52,169,131,220,468,"1,173",342,64,"1,260","1,588",225,159,74,772,429,81,320,911,175,38,40,28,301,60,90,"1,782",259,105,107,687,"1,244",130,63,"1,095",90,190,84,619,"22,154"
Lafayette,181,113,200,215,100,25,11,32,97,39,556,72,25,903,5,43,5,605,32,55,12,170,47,31,55,36,194,28,17,796,17,49,59,50,29,102,407,547,87,183,15,13,66,150,6,42,397,1,211,11,"7,142"
Lake Merritt,142,"1,104",97,675,101,211,199,"1,413",429,481,"2,289","1,244",40,102,523,308,840,"2,047",486,235,438,"1,147",300,888,28,154,241,33,224,"1,862",180,51,140,13,258,50,103,"3,355",295,85,49,570,"1,634",158,33,480,108,371,117,287,"26,618"
MacArthur,625,"1,531",470,926,537,518,150,507,945,246,"2,384",857,190,539,103,270,205,"2,005","1,254",555,302,"1,215",340,388,173,257,213,112,117,"1,666",432,109,86,110,392,409,469,"2,910","1,111",232,99,266,591,374,80,283,589,64,660,126,"28,992"
Millbrae,178,540,128,435,99,63,2,88,200,596,936,84,283,132,10,729,24,309,233,92,17,91,245,87,30,48,142,119,4,615,33,16,18,18,103,12,36,933,132,46,115,47,31,905,116,11,59,3,59,3,"9,255"
Milpitas,91,83,157,70,46,47,145,194,105,28,308,121,18,45,27,76,120,214,126,41,441,197,26,278,21,186,108,4,108,212,50,2,40,3,22,14,17,285,53,16,25,211,144,42,7,300,16,49,19,236,"5,194"
Montgomery St,"2,636","2,591","2,405","3,685","1,489","1,055",401,"2,487","1,339","7,045",838,"2,176","1,578","2,054",881,"3,860","1,618",215,"3,638","1,242",851,"3,617","2,822","1,247",808,"2,064","2,040",616,275,364,751,589,160,667,"4,785",510,"1,831",474,"2,740",977,"1,163","1,120","3,072",898,977,937,"1,395",403,"2,081",286,"83,753"
North Berkeley,353,434,378,339,33,206,41,141,310,108,666,222,27,63,34,117,39,766,469,407,77,486,97,181,14,134,445,39,41,597,84,21,64,10,66,6,92,748,562,13,19,56,180,133,19,20,106,5,55,54,"9,577"
North Concord/Martinez,116,149,153,147,162,18,11,37,37,44,492,28,20,219,1,74,12,346,49,22,9,24,61,28,50,51,88,19,3,490,26,31,48,10,18,185,121,681,16,66,38,4,29,270,57,1,169,1,267,6,"5,004"
Oakland International Airport,60,82,78,54,106,53,25,28,158,65,138,119,3,119,28,24,177,158,119,46,46,71,34,28,44,75,60,8,21,132,52,29,22,7,34,20,110,214,38,30,18,50,37,101,8,48,88,45,105,15,"3,230"
Orinda,215,198,140,95,26,34,13,47,54,28,330,18,10,241,12,36,10,486,36,23,25,213,34,17,57,22,135,21,5,585,10,35,42,39,27,45,166,439,98,156,30,6,42,173,16,10,281,1,55, -   ,"4,837"
West Oakland,517,"1,780",250,"1,235",125,198,54,479,376,509,"3,793",680,130,189,67,310,203,"4,917",283,73,75,865,344,287,24,214,366,118,20,"3,993",63,20,58,24,214,114,75,"5,923",215,126,222,175,372,481,139,100,149,47,138,49,"31,178"
Pittsburg Center,224,296,190,244,273,22,16,39,42,54,506,86,58,756,6,98,9,495,71,57,17,117,115,49,93,46,368,13,14,332,7,113,26,62,71,65,286,700,81,104,62,47,97,137,58,19,459, -   ,128,5,"7,233"
Pleasant Hill/Contra Costa Centre,624,620,512,363,309,97,45,97,182,88,"1,447",130,58,626,1,117,34,"1,689",117,56,75,117,207,69,327,124,528,57,21,"1,627",63,130,144,146,91,366,108,"2,070",73,345,131,28,126,496,42,22,517,9,552,40,"15,863"
Powell St,"3,110","4,463","2,283","6,375","1,568","1,139",389,"2,517","1,543","9,547",913,"2,648","2,331","2,268",913,"6,249","1,701","1,134","4,013","1,179",682,"4,712","4,201","1,465",508,"2,812","2,542",891,206,411,645,618,208,353,"5,715",677,"1,776",667,"2,973",764,"1,483",922,"2,900","1,706","1,520",779,"1,313",601,"2,208",251,"102,792"
Richmond,863,"1,639",635,"1,642",94,605,67,254,"1,993",521,"2,242",600,170,212,34,315,95,"2,093",744,726,151,903,463,219,54,292,889,129,60,"2,015",550,17,95,74,255,94,64,"3,607",250,128,258,192,327,272,109,119,159,30,120,104,"27,543"
Rockridge,404,389,330,256,242,39,35,84,63,113,829,137,28,372,6,69,57,926,142,135,32,450,132,102,186,105,241,55,17,919,32,88,36,229,128,92,448,989,215,92,38,44,133,229,39,70,431,4,291,12,"10,535"
San Bruno,211,930,135,"1,079",151,82,13,132,98,"1,013","1,185",151,367,209,36,959,56,560,198,46,78,165,476,95,13,88,111,150,37,908,18,60,18,25,229,53,107,"1,717",271,56,102,85,112,313,215,24,114,7,198,2,"13,458"
South Hayward,375,372,279,372,88,62,221,702,226,91,853,530,45,94,116,88,259,958,152,109,660,787,136,685,18,439,276,49,199,997,64,13,60,13,214,37,24,"1,127",181,30,43,132,728,90,74,403,38,206,73,457,"14,245"
San Leandro,"1,148","1,015",617,837,130,330,216,"1,102",515,303,"2,039","1,167",79,120,380,325,867,"2,309",403,204,465,"2,342",297,"1,115",70,"1,678",577,49,154,"2,464",127,29,83,46,464,105,124,"3,436",393,164,60,843,216,225,112,528,96,435,103,355,"31,261"
San Francisco International Airport,345,683,247,386,593,102,14,152,247,676,937,161,642,604,54,983,310,451,500,157,55,195,219,117,156,125,345,739,20,525,97,188,64,127,331,126,407,"1,601",202,192,242,61,197,268,299,69,421,76,650,20,"16,378"
South San Francisco,239,635,77,835,185,25,5,108,83,336,"1,193",90,112,101,16,390,50,720,179,48,26,88,166,68,7,57,99,185,8,823,20,36,8,18,130,36,75,"1,737",132,37,190,52,85,429,96,35,54,7,130,20,"10,281"
Union City,481,311,345,247,52,163,277,436,303,68,919,494,33,91,106,93,290,831,214,110,622,714,46,917,30,450,292,23,330,728,33,3,61,4,90,31,22,902,155,66,21,431,570,108,24,146,37,165,70,579,"13,534"
Walnut Creek,557,503,485,325,597,73,57,122,234,121,"1,077",159,59,"1,761",24,212,28,"1,132",174,107,32,246,72,110,337,110,566,59,15,"1,340",113,232,123,259,122,475,594,"1,490",198,439,90,49,91,507,60,34,136,8,992,23,"16,729"
West Dublin/Pleasanton,68,169,73,135,10,23,54,664,78,81,497,253,3,54,578,96,275,572,35,30,87,566,110,198,5,406,62,7,65,400,12,9,80,2,40, -   ,9,705,41,8,15,215,489,89,9,131,16,81,6,30,"7,641"
Pittsburg/Bay Point,594,906,516,852,332,59,50,90,258,303,"1,861",175,146,"1,397",12,324,46,"1,654",177,36,72,219,188,76,183,103,796,61,23,"1,590",66,260,120,91,177,127,543,"2,754",95,252,175,78,119,659,130,76,945,5,220,47,"20,038"
Warm Springs/South Fremont,211,105,143,87,27,96,337,334,97,51,196,330,29,26,46,68,96,211,103,22,254,456,36,420,8,279,75,1,183,260,56,2,21,3,42,5,36,239,125,8,2,408,328,42,17,540,7,47,51,76,"6,642"
Entries,"33,633","47,072","27,272","46,201","15,923","14,219","6,752","28,369","26,872","43,112","77,532","30,823","14,513","23,503","8,645","32,740","18,128","67,892","35,140","14,695","13,331","48,055","22,475","21,214","6,830","25,270","29,069","9,665","5,162","67,662","9,660","5,258","4,222","4,960","32,975","7,559","15,752","119,291","28,299","9,669","12,793","14,674","30,941","20,060","9,983","14,037","16,083","7,134","19,738","7,127","1,251,984"
