Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Civic Center/UN Plaza,"1,721","1,938","1,239","2,398",988,543,,"1,422",817,"3,690",307,"1,699","1,010",990,364,"2,806",912,547,"2,162",378,408,"3,555","1,555",794,191,"1,261","1,467",577,,523,382,381,56,198,"2,681",384,882,362,"1,690",329,707,621,"1,217",461,726,444,445,282,"1,020",237,"49,767"
Coliseum,"1,147",823,637,695,253,391,,"1,186",539,336,"1,799",175,81,117,292,229,482,"1,185",596,190,338,"1,703",190,869,16,892,771,55,,"1,347",165,57,88,45,777,143,90,"1,364",646,123,105,532,937,104,101,392,62,169,178,324,"23,736"
Colma,125,520,104,606,128,24,,54,46,219,901,67,62,31,5,84,36,477,88,12,29,64,203,54,1,34,94,211,,616,25,8,3, -   ,70,37,17,999,71,17,188,48,30,559,77,17,32,3,113,15,"7,224"
Concord,447,346,309,440,531,46,,119,141,150,"1,132",125,52,157,6,127,32,996,142,69,51,265,160,108,690,87,477,61,,951,52,239,44,168,177,622,485,"1,078",144,194,129,53,88,267,73,66,974,16,950,58,"14,094"
Castro Valley,59,171,49,119,6,79,,294,30,39,396,257,11,16,33,69,522,426,19,28,84,449,40,88,3,333,60,9,,503,16,1,16,3,89,3,1,286,19,10,32,86,288,44,20,82,18,337,6,23,"5,572"
Daly City,355,"1,920",269,"1,361",203,30,,142,129,454,"2,883",256,95,100,62,149,125,"1,554",230,15,76,351,324,106,13,163,186,286,,"1,936",81,19,18,28,294,82,59,"3,216",190,51,470,81,164,553,255,108,78,32,110,69,"19,731"
Dublin/Pleasanton,135,270,128,133,32,42,,701,69,127,"1,032",444,50,29,464,197,103,753,128,17,186,987,95,243,4,488,177,28,,815,30,4,78,15,177,46,29,696,75,7,32,185,445,125,31,166,48,128,33,144,"10,371"
Embarcadero,"1,288","1,098","1,093","1,656","1,094",602,,"1,192",768,"2,057",594,"1,260",562,"1,118",542,"1,499",878,235,"2,260",543,366,"2,509","1,062",904,142,"1,097","1,173",167,,102,381,378,66,162,"2,697",309,753,378,"1,657",440,316,590,"1,775",205,378,347,467,261,"1,114",264,"40,799"
El Cerrito del Norte,"1,009","1,081",751,868,73,616,,235,"1,594",418,"2,558",548,151,131,35,240,102,"2,069",185,364,225,769,306,210,22,316,970,129,,"1,963",407,51,69,52,333,47,73,"2,228",736,72,152,183,294,269,171,172,173,29,81,154,"23,684"
El Cerrito Plaza,506,280,403,173,25,312,,100,974,81,496,118,29,58,40,24,26,519,359,52,51,293,45,59,6,91,381,48,,508,201,17,24,16,84,22,46,563,543,75,40,63,148,48,23,102,25,2,65,41,"8,205"
Fremont,236,177,198,89,28,48,,475,84,73,455,376,35,43,106,82,214,287,201,50,69,561,69,913,4,274,184,26,,332,92,8,35,25,50,23,44,342,164,18,7,513,419,28,7,842,19,20,38,420,"8,803"
Fruitvale,852,"1,550",587,"1,157",155,595,,"1,610",860,416,"3,692","1,859",61,251,526,313,"1,042","2,111",710,311,541,225,271,"1,389",80,722,967,55,,"1,753",407,48,67,116,875,113,184,"2,948",717,322,177,785,"2,011",129,50,505,141,321,128,467,"35,172"
Glen Park,285,868,187,830,148,68,,179,104,397,"1,552",241,152,118,34,313,57,"1,008",298,44,21,212,140,125,26,125,268,152,,"1,375",37,16,13,8,204,63,87,"1,783",316,76,278,60,171,136,124,34,43,48,147,38,"13,009"
Hayward,603,289,444,271,91,139,,644,224,157,822,829,37,87,91,113,345,695,222,51,967,"1,353",157,99,21,511,429,63,,492,97,16,16,17,204,52,21,757,162,61,48,588,968,67,18,877,85,94,39,504,"14,937"
Lafayette,58,44,75,39,85,13,,27,47,37,206,16,4,836,5,14,5,111,33,33,5,115,11,13,21,23,163,5,,192,14,63,11,40,30,57,241,94,37,95,17,3,26,22,3,3,263,2,272,1,"3,530"
Lake Merritt,161,568,82,459,58,157,,963,253,213,"1,529","1,252",19,78,298,156,596,999,296,125,305,"1,018",150,576,5,96,184,12,,907,136,6,61,9,228,54,75,"1,351",243,63,29,442,"1,092",51,9,334,72,220,46,257,"16,293"
MacArthur,671,724,357,623,472,349,,544,638,193,"1,566",731,109,477,82,171,181,"1,210",977,371,177,"1,007",292,392,136,192,199,73,,803,273,108,45,72,309,370,272,"1,188",874,167,75,271,515,152,57,251,364,58,495,169,"19,802"
Millbrae,96,294,54,226,41,20,,22,86,362,562,52,213,65,3,337,29,166,165,53,35,43,139,66,5,17,79,84,,339,12,1,3,8,48,7,15,411,87,5,90,35,40,409,104,5,14,3,43,3,"4,996"
Milpitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery St,"1,140","1,425","1,099","2,036",756,452,,"1,358",544,"3,909",550,"1,616",852,"1,009",508,"2,256","1,036",155,"2,093",599,384,"2,160","1,611",612,145,"1,054",953,349,,167,269,351,44,227,"2,053",295,711,202,"1,772",382,464,601,"1,618",211,498,519,563,155,"1,360",296,"43,419"
North Berkeley,203,157,231,182,5,111,,78,166,43,354,169,35,33,54,68,23,369,355,219,96,466,50,108,19,150,218,13,,186,49,4,18,9,44,6,40,282,478,14,30,31,146,28,15,26,25,6,70,43,"5,525"
North Concord/Martinez,98,82,122,86,92,5,,25,18,20,340,18,3,223,2,24,5,323,44,22,10,32,28,13,48,13,90,7,,287,5,28,17,3,14,102,103,199,14,20,31,6,27,107,13,5,134, -   ,130,9,"3,047"
Oakland International Airport,28,32,22,32,36,8,,10,42,34,60,34,1,32,12,13,45,49,53,10,15,62,10,15,6,41,18,6,,33,17,8,10,3,12,4,43,38,16,7,3,31,12,43,3,18,28,20,52,8,"1,135"
Orinda,108,68,63,29,28,14,,37,14,16,214,39, -   ,144,1,25,5,169,54,36,22,114,12,14,30,12,96,9,,210,18,5,5,17,8,47,143,116,63,87,29,6,21,36, -   ,8,115,4,50,6,"2,367"
West Oakland,506,"1,113",220,781,134,114,,346,186,379,"2,625",656,107,179,79,267,170,"2,680",213,70,65,798,267,123,29,193,274,67,,"1,682",55,32,15,17,115,91,81,"2,280",182,103,152,127,435,191,110,76,83,18,101,36,"18,623"
Pittsburg Center,157,220,154,121,229,14,,41,15,42,434,125,22,547,4,77,26,300,35,28,9,147,49,46,52,35,351,6,,190,11,70,7,52,46,80,192,374,97,76,77,41,94,42,34,27,282, -   ,131,9,"5,218"
Pleasant Hill/Contra Costa Centre,398,274,392,147,128,50,,37,77,69,983,85,21,469,1,106,23,656,104,55,40,152,96,34,201,81,341,16,,662,48,149,54,158,81,196,97,605,42,212,95,6,38,88,32,47,291,1,342,49,"8,329"
Powell St,"1,687","1,984",967,"2,683",625,465,,"1,077",534,"3,572",415,"1,347",842,835,251,"2,474",538,423,"1,779",440,322,"2,485","1,456",648,81,"1,132","1,062",378,,190,257,195,66,90,"2,123",442,441,274,"1,632",215,506,433,"1,320",477,561,311,355,166,760,145,"41,461"
Richmond,638,"1,224",487,"1,163",104,508,,98,"1,341",394,"1,902",647,73,164,31,233,75,"1,490",698,507,149,647,320,158,30,240,847,121,,"1,350",481,16,26,40,229,104,33,"1,839",182,82,214,195,279,110,72,78,74,20,119,82,"19,914"
Rockridge,228,203,177,141,146,14,,70,43,72,401,151,16,209,6,56,13,411,108,97,32,359,76,63,101,128,205,8,,345,19,26,22,153,158,96,255,299,105,58,25,24,128,85,24,13,180,3,182,12,"5,746"
San Bruno,141,576,103,602,119,103,,48,39,489,724,82,170,133,48,477,23,292,174,41,15,170,283,44,3,32,79,81,,428,24,23,2,27,119,97,73,533,185,24,50,38,64,131,135,12,27,5,90,15,"7,193"
South Hayward,217,190,157,262,28,41,,597,118,85,695,499,77,84,120,91,170,453,202,78,462,728,69,494,9,441,261,27,,532,28,5,35,5,163,19,16,527,179,15,31,88,600,40,32,334,54,131,30,440,"9,959"
San Leandro,960,666,601,430,124,287,,865,351,215,"1,479","1,020",36,121,267,201,487,"1,345",329,149,397,"1,880",202,872,34,"1,021",476,50,,"1,406",146,12,33,24,398,72,55,"1,475",259,118,63,738,90,137,56,405,60,222,67,318,"21,019"
San Francisco International Airport,113,271,71,211,272,32,,97,109,440,425,85,415,259,39,439,101,135,207,19,16,105,141,35,26,60,138,362,,186,31,85,31,37,177,57,114,477,153,61,149,32,164,106,160,25,117,17,265,9,"7,076"
South San Francisco,123,468,103,531,117,17,,55,23,259,713,70,102,41,20,271,33,399,151,29,22,45,88,20,5,26,74,134,,402,20,4,1,2,91,27,58,655,63,10,116,39,44,205,49,29,12,5,83,4,"5,858"
Union City,338,191,199,211,32,135,,528,133,66,610,420,32,63,86,75,182,323,178,82,533,587,21,644,4,282,250,7,,375,27,3,27,7,48,30,45,345,76,18,23,357,471,43,23,80,17,92,41,457,"8,817"
Walnut Creek,362,131,236,148,322,40,,54,46,50,500,55,31,"1,105",12,57,38,401,145,31,10,144,41,77,234,71,328,16,,476,32,163,36,120,96,311,423,412,79,192,38,35,51,128,24,10,76,4,494,21,"7,906"
West Dublin/Pleasanton,21,57,62,86,3,13,,265,13,24,303,176,1,28,328,32,141,206,20,5,36,304,65,123,2,220,55,4,,130,4,1,35,1,16,1,3,204,23,3,10,102,212,33,2,55,9,42,2,61,"3,542"
Pittsburg/Bay Point,424,443,281,479,251,38,,56,121,165,"1,232",133,115,959, -   ,174,20,873,93,36,41,139,120,63,209,41,511,27,,"1,063",73,146,62,51,135,118,354,"1,157",108,143,72,42,91,260,83,58,488,4,107,81,"11,740"
Warm Springs/South Fremont,201,88,218,94,82,61,,244,106,66,287,339,34,59,28,74,196,265,162,27,453,413,43,447,2,240,147,9,,259,56,6,28,12,41,20,40,182,89,23,11,460,336,12,4,417,24,53,87,82,"6,627"
Entries,"22,685","28,693","16,251","27,046","9,857","8,953",,"19,023","14,528","25,346","54,046","23,727","7,868","13,991","5,624","19,329","10,696","36,518","23,050","8,090","8,543","34,996","13,394","14,362","3,088","15,075","19,576","4,849",,"35,985","5,712","3,313","1,626","2,425","19,396","5,702","8,360","48,385","20,183","5,009","7,301","10,360","21,140","7,814","5,945","9,200","7,805","3,465","11,693","6,567","736,590"
