Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Colma,"2,693","4,184","1,718","3,378",429,194,,233,733,"2,004","10,726",139,303,586,88,802,385,"19,017",617,114,90,238,"1,105",119,123,231,672,"2,156",,"22,042",120,94,50,41,365,163,246,"15,191",354,111,"1,172",119,197,"4,193",446,145,342,51,370,92,"98,981"
Concord,"6,804","3,423","6,585","2,026","2,609",530,,428,"2,294","1,177","11,064",875,553,784,93,"1,400",234,"17,897",731,373,418,941,"1,303",674,"1,964",704,"3,145",629,,"17,900",473,"1,162",686,855,504,"2,132","2,399","11,759",577,"1,818",584,268,578,"3,487",444,402,"5,211",110,"3,699",404,"125,110"
Castro Valley,"2,400","2,168","1,933",705,43,228,,"1,081","1,127",545,"6,144",782,104,128,238,597,"2,207","11,326",207,163,565,"1,272",396,398,26,"2,714",600,153,,"12,044",162,38,166,70,206,22,41,"6,682",95,156,140,335,"1,050",487,107,400,92,"1,710",28,390,"62,671"
Daly City,"4,428","9,687","3,171","7,579","1,040",828,,"1,045","2,048","2,874","19,858","1,310",955,"1,384",584,789,"1,834","29,962","2,275",870,797,"1,982","1,565","1,059",334,"1,569","1,782","5,234",,"38,122",652,600,263,276,"1,341",346,"1,320","37,014","1,478",715,"3,164",646,"1,720","6,928","1,634",829,"1,171",768,"1,136",603,"207,569"
Dublin/Pleasanton,"6,303","5,959","5,061","2,010",61,609,,"3,309","2,574","1,377","16,851","2,172",375,190,"2,291","1,970",867,"44,436",545,305,"1,144","3,117","1,518","1,496",26,"4,271","1,380",395,,"38,766",318,23,"1,586",44,670,83,105,"17,762",287,225,301,867,"2,327","3,118",573,"1,341",185,"1,099",85,"1,037","181,414"
Embarcadero,"40,607","27,070","47,772","43,828","10,615","20,054",,"20,070","23,709","36,370","13,558","13,738","19,946","23,033","14,247","31,208","52,946","4,977","23,371","15,755","31,397","25,994","28,968","14,098","23,148","28,295","33,091","23,710",,"2,663","16,272","8,433","3,222","20,705","53,102","3,474","44,250","10,126","12,223","28,276","13,059","12,042","22,813","9,150","14,399","21,627","36,417","21,088","13,581","19,552","1,078,049"
El Cerrito del Norte,"12,714","6,607","9,792","5,120",325,"3,119",,920,"17,222","2,421","17,450","1,857",761,671,212,"2,207",526,"20,617",593,"2,265",761,"2,303","1,923","1,374",229,"1,961","5,912","1,436",,"20,624","2,118",112,849,232,895,145,511,"21,840","3,204",824,906,579,"1,291","3,464",684,710,667,255,330,"1,033","182,571"
El Cerrito Plaza,"7,903","3,253","6,711","1,841",158,"2,010",,421,"16,202",884,"9,918",689,135,388,110,853,302,"12,923","2,114",328,587,"1,163",774,520,169,"1,377","3,310",806,,"13,577","1,530",104,634,185,359,93,464,"10,233","2,367",755,311,175,686,"2,010",188,392,590,165,181,665,"111,513"
Fremont,"6,076","2,819","5,489",873,230,751,,"2,696","2,835",476,"8,068","1,235",136,413,540,760,"1,138","27,396",811,607,767,"2,282",377,"4,762",104,"2,380","1,791",101,,"22,529",467,79,413,131,306,125,307,"8,870",552,341,178,"2,350","2,247",913,90,"5,232",212,525,228,"2,323","124,331"
Fruitvale,"5,872","7,955","4,824","5,470",521,"2,502",,"5,092","6,340","2,199","18,596","4,745",221,886,"1,338","1,970","3,017","20,578","2,160","1,251","2,113",644,"1,521","4,623",336,"3,780","3,990",511,,"20,891","1,631",125,385,539,"2,208",355,531,"20,534","2,085","1,281",511,"1,831","5,519","1,650",316,"1,889",926,"1,589",543,"2,056","180,450"
Glen Park,"3,922","8,512","3,641","7,147",728,816,,777,"2,661","2,899","15,982","1,061","1,192","1,130",349,"1,679","1,275","25,609","1,688",677,297,"1,476",844,600,506,"1,259","2,021","3,135",,"31,382",821,422,312,397,"1,663",234,"1,223","29,993","1,131","1,206","1,750",370,918,"3,097",699,277,972,687,848,390,"170,675"
Hayward,"6,099","2,715","4,623","1,410",467,930,,"2,289","2,819",820,"6,717","2,703",122,590,"1,169",930,"1,555","10,940","1,400",531,"4,638","4,501",685,407,139,"3,254","2,229",168,,"11,267",636,170,259,103,716,203,316,"8,185",766,376,303,"2,122","3,595",632,274,"3,785",411,798,398,"2,864","103,029"
Lafayette,"3,693","1,923","3,812",857,362,197,,99,"1,412",312,"6,703",175,89,"2,520",22,371,32,"19,395",244,166,103,355,518,112,440,238,"1,436",305,,"18,925",208,224,478,299,115,336,"1,010","6,791",133,"1,713",228,48,147,"2,362",158,89,"1,330",15,801,129,"81,430"
Lake Merritt,822,"6,510",927,"3,595",524,"1,687",,"6,062","4,864","2,009","14,937","4,272",141,752,"2,741","1,541","4,478","22,077","1,893","1,300","2,245","3,795","1,540","3,296",217,596,"1,720",366,,"24,232","1,200",138,607,198,930,237,565,"16,806",981,679,350,"1,820","7,107",849,274,"2,660",618,"2,296",488,"2,297","160,239"
MacArthur,"6,432","10,326","5,331","5,422","2,410","2,630",,"1,933","8,420","1,889","21,817","2,855",728,"3,159",640,"1,684","1,481","26,471","5,745","3,119","1,848","3,752","2,172","2,231","1,354","1,815","1,242","1,495",,"28,380","2,219",909,771,774,"1,102","1,162","3,585","19,806","3,882","1,761",658,"1,098","2,761","3,354",576,"1,753","3,421",567,"3,233","1,602","211,775"
Millbrae,"3,198","6,093","2,873","4,748",360,825,,246,"2,880","3,487","13,099",213,"2,198",566,131,"4,962",359,"21,468","1,563",738,79,532,"3,025",140,264,384,"1,436","1,119",,"27,662",739,153,82,261,986,103,539,"14,775",571,599,914,130,275,"6,884","1,425",48,518,187,342,32,"134,211"
Milpitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery St,"27,692","35,074","37,339","57,214","8,727","17,520",,"17,667","18,009","59,443","13,005","11,532","24,770","19,019","12,342","44,277","40,007","3,142","20,501","14,003","23,009","22,449","38,079","12,865","17,174","26,003","28,559","32,309",,"4,230","12,999","7,876","1,934","14,542","40,446","2,804","37,344","3,619","11,972","21,858","18,145","9,400","19,686","10,097","17,042","17,214","28,048","15,385","12,066","17,248","1,005,685"
North Berkeley,"6,144","4,077","5,830","2,362",109,"1,435",,447,"4,907",818,"10,991",665,165,429,159,639,335,"13,978","1,932","1,356",427,"1,482",848,611,182,"1,213","2,373",781,,"13,645",323,78,826,214,356,43,523,"9,024","1,737",392,225,237,748,"2,568",147,456,503,93,179,579,"97,591"
North Concord/Martinez,"2,684","1,482","2,520",834,431,165,,138,629,346,"4,404",152,85,"1,017",43,544,22,"6,535",133,81,77,114,363,134,185,143,875,122,,"6,879",95,181,235,83,141,362,788,"4,133",83,456,217,26,183,"1,186",214,31,"1,073",21,478,95,"41,218"
Oakland International Airport,"1,033",414,751,336,340,421,,109,"1,051",165,"1,195",378,43,573,112,229,"1,065","3,022",619,558,309,221,245,176,373,344,517,60,,"2,419",587,166,229,212,135,68,777,"1,693",203,248,85,149,176,389,56,273,641,491,355,225,"24,236"
Orinda,"2,845","1,665","2,572",902,241,169,,99,"1,128",247,"5,529",127,43,742,64,303,45,"17,553",211,187,125,489,687,85,346,169,960,281,,"15,584",207,103,295,460,80,197,683,"5,669",187,"1,199",153,42,201,"1,707",123,60,947,21,267,142,"66,141"
West Oakland,"2,509","9,415","1,631","5,302",462,607,,810,"1,686","1,546","21,359","1,636",367,459,147,"1,082",646,"40,474",696,273,244,"2,083","1,477",630,100,722,"1,113",909,,"35,361",361,144,186,56,784,191,299,"26,404",455,559,659,284,895,"2,861",414,319,381,172,312,311,"169,793"
Pittsburg Center,"1,258",937,"1,160",516,573,119,,102,497,348,"2,097",379,175,"2,045",10,349,36,"2,144",160,85,81,324,304,170,232,242,"1,120",92,,"2,149",63,410,76,150,157,136,864,"2,684",231,387,260,94,122,469,162,59,"1,159",19,408,123,"25,737"
Pleasant Hill/Contra Costa Centre,"10,144","4,741","8,440","1,972","1,410",608,,278,"3,096","1,191","14,958",602,276,"2,311",63,"1,394",121,"35,961",496,483,329,469,"2,145",347,939,577,"3,797",611,,"36,959",504,911,992,800,392,837,769,"15,683",379,"2,838",647,152,461,"4,454",534,286,"2,819",89,"1,806",392,"170,463"
Powell St,"19,414","32,062","19,995","40,475","5,985","8,610",,"11,239","12,709","47,335","7,207","8,200","13,073","9,737","5,305","31,440","15,302","14,706","16,746","8,043","7,278","16,868","25,905","6,772","5,434","14,104","15,875","14,657",,"6,153","7,275","3,812","1,983","4,430","24,691","2,790","11,973","4,117","10,170","10,725","9,149","4,995","11,521","23,336","9,921","6,815","9,679","5,297","8,439","5,974","617,721"
Richmond,"4,309","4,871","3,953","5,337",278,"2,368",,586,"9,630","1,628","8,563","1,377",424,528,111,"1,402",297,"9,987","2,895","2,323",510,"2,089","1,339",702,114,"1,145","3,499",572,,"9,705","1,785",69,310,225,575,255,371,"12,032",543,598,661,451,892,"1,570",406,431,468,186,400,421,"103,191"
Rockridge,"5,594","5,661","5,059","2,927",798,328,,272,"1,215","1,090","15,031",544,99,"1,761",121,752,190,"24,688",850,764,345,"1,314","1,303",355,"1,569",683,"1,747",698,,"23,769",411,481,470,"1,264",578,394,"2,706","13,863",646,607,318,144,528,"4,074",271,263,"3,427",127,838,340,"131,277"
San Bruno,"1,836","3,583","1,411","3,137",576,356,,270,758,"2,777","8,726",396,"1,064",575,129,"3,325",278,"13,084",914,307,191,557,"1,799",285,194,392,605,"1,129",,"16,396",223,231,113,168,687,243,554,"10,808",606,308,417,174,302,"1,734",902,108,454,92,589,92,"83,855"
South Hayward,"3,790","2,025","3,087","1,145",110,429,,"1,552","1,493",435,"6,003","1,380",154,261,362,685,818,"9,435",523,167,"2,089","1,832",433,"1,800",48,"1,698","1,078",107,,"8,489",250,29,181,40,312,62,160,"5,861",453,152,165,314,"1,540",510,148,"1,469",199,496,186,"2,401","66,356"
San Leandro,"7,930","3,987","5,371","2,395",405,"1,269",,"2,722","3,993","1,569","12,774","2,321",217,581,"1,274","1,629","2,461","17,464","1,361",654,"2,289","5,609",968,"3,513",174,"7,170","2,761",295,,"18,265",818,196,220,201,968,164,471,"14,632",930,499,294,"1,574",393,"1,456",340,"1,801",512,"1,301",352,"1,793","140,336"
San Francisco International Airport,"2,725","3,742","2,270","3,211","2,319","1,262",,761,"2,921","3,400","8,331",783,"3,652","3,281",368,"5,321","2,370","7,521","2,834","1,579",584,"1,341","2,171",510,"2,271",800,"2,530","4,837",,"8,837","1,869","1,120",288,"1,745","2,892",574,"3,822","16,583","1,326","2,919","1,174",480,"1,171","1,386","1,419",484,"3,640",696,"2,632",372,"129,124"
South San Francisco,"2,103","3,537","1,487","2,691",478,278,,267,682,"1,744","8,562",312,404,446,116,"1,507",619,"13,772",735,187,68,347,834,255,136,277,531,"1,618",,"15,579",177,190,70,115,551,176,550,"11,217",386,254,868,151,287,"1,935",388,94,444,122,452,63,"78,062"
Union City,"5,212","2,355","4,631","1,104",263,866,,"2,081","2,907",479,"7,679","1,374",128,376,308,849,"1,308","18,256",651,418,"2,437","2,025",320,"3,762",100,"2,639","1,726",79,,"16,503",461,34,371,78,275,61,326,"8,302",485,245,107,"1,499","1,797",636,136,489,394,595,173,"2,489","99,789"
Walnut Creek,"7,691","3,472","7,386","1,671","2,346",502,,287,"2,607","1,050","11,202",501,322,"5,862",88,"1,214",134,"30,522",664,623,247,952,"1,202",399,"1,404",602,"3,606",562,,"29,599",544,"1,078",813,967,382,"1,204","3,052","12,523",513,"3,447",551,197,561,"4,204",507,347,731,45,"2,781",319,"151,483"
West Dublin/Pleasanton,"2,962","2,317","2,525","1,014",57,247,,"1,810",979,710,"6,672",980,86,68,"1,886",803,"1,206","18,714",266,201,512,"1,646",822,838,12,"2,447",594,219,,"16,293",105,30,673,21,170,17,110,"7,059",175,137,87,513,"1,369",989,153,664,52,417,46,365,"80,038"
Pittsburg/Bay Point,"4,857","3,359","3,571","2,436",569,304,,192,"1,533","1,178","8,708",617,378,"3,604",35,"1,238",108,"11,346",355,192,195,546,"1,090",439,759,452,"3,032",351,,"10,244",181,572,361,393,366,410,"1,743","10,654",410,911,556,143,371,"2,842",420,172,"2,677",24,576,321,"85,791"
Warm Springs/South Fremont,"4,580","2,305","4,922",868,296,797,,"1,708","3,738",495,"6,342","1,166",86,410,411,698,"1,010","16,770","1,080",639,"2,198","1,979",436,"2,738",139,"2,288","1,574",35,,"16,701",624,122,272,155,409,151,409,"6,789",453,402,63,"2,154","1,836",649,69,"2,336",339,346,287,662,"94,936"
Entries,"320,423","318,987","316,527","306,711","67,114","119,576",,"125,724","237,367","263,201","571,848","106,255","101,654","126,898","64,207","207,052","184,266","908,171","174,522","109,411","122,456","179,044","182,178","103,886","79,682","161,615","209,625","143,599",,"938,043","95,556","44,676","29,995","66,025","188,393","28,603","169,367","713,549","106,127","123,758","82,708","69,338","138,899","165,176","78,500","102,897","147,213","76,254","84,842","96,888","9,358,806"
