Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Concord,"6,412","3,294","6,505","1,961","2,662",563,,504,"2,438","1,225","10,505","1,045",505,768,113,"2,196",225,"17,522",730,451,427,974,"1,261",850,"2,029",744,"3,123",557,,"17,393",484,"1,173",644,963,501,"2,133","2,360","11,684",542,"1,900",559,247,544,"3,048",439,363,"4,943",108,"3,706",431,"123,754"
Castro Valley,"2,111","2,118","1,777",710,30,203,,"1,048","1,218",507,"5,772","1,181",98,131,298,836,"2,539","10,704",205,156,502,"1,282",388,427,25,"2,531",497,143,,"11,390",134,27,168,48,195,16,32,"6,468",97,168,154,297,943,431,99,318,108,"1,581",20,409,"60,540"
Daly City,"4,651","9,668","3,591","8,213","1,891","1,163",,"1,987","2,910","2,916","19,129","2,695","1,085","2,207",788,748,"2,465","27,688","3,840","1,532","1,367","3,604","1,663","1,832",573,"2,612","2,315","6,446",,"35,290","1,054","1,230",204,466,"2,031",590,"1,912","34,956","2,913",984,"3,298","1,259","2,832","5,812","1,961","1,434","1,494","1,137","2,133","1,172","223,741"
Dublin/Pleasanton,"5,707","5,434","4,624","1,870",62,524,,"3,068","2,752","1,403","15,645","3,216",344,197,"2,358","2,573",893,"40,992",575,340,"1,071","3,037","1,380","1,557",24,"4,154","1,369",298,,"35,762",310,25,"1,323",48,674,69,115,"16,279",306,204,276,780,"2,112","2,362",499,"1,307",153,"1,045",96,978,"170,190"
Embarcadero,"37,849","25,731","45,667","41,284","9,808","19,154",,"18,339","25,275","34,733","12,592","13,183","18,210","22,043","13,415","29,223","49,250","4,961","22,045","14,764","28,200","24,412","26,872","12,984","20,906","26,725","31,087","21,224",,"2,384","15,354","7,730","2,841","18,992","50,518","3,193","40,841","9,494","11,637","26,501","12,163","11,491","21,229","9,097","13,098","20,417","33,387","19,576","12,934","18,089","1,010,902"
El Cerrito del Norte,"11,289","6,449","9,409","4,814",315,"3,062",,854,"18,017","2,708","16,313","1,961",708,620,219,"3,693",514,"18,558",611,"2,103",721,"2,363","1,720","1,692",210,"2,208","5,385","1,338",,"19,023","1,915",112,713,231,810,163,507,"19,691","2,992",739,755,533,"1,170","2,931",703,570,636,245,263,940,"173,496"
El Cerrito Plaza,"7,027","3,130","6,320","1,814",152,"1,934",,399,"17,285",883,"9,834",792,146,455,132,"1,486",318,"12,138","1,899",415,558,"1,205",733,542,149,"1,629","3,139",757,,"12,498","1,419",92,640,152,310,99,407,"9,853","2,293",743,314,160,642,"1,609",202,334,544,131,145,631,"108,489"
Fremont,"5,388","2,687","5,214",863,235,670,,"2,928","3,290",482,"7,343","1,331",129,395,511,"1,288","1,030","24,541",720,557,813,"2,268",434,"4,971",60,"2,370","1,657",96,,"20,962",474,64,348,116,288,112,301,"8,521",533,301,179,"2,314","2,196",585,83,"4,876",179,480,254,"2,483","117,920"
Fruitvale,"5,379","7,944","4,737","5,354",532,"2,468",,"4,999","7,170","2,556","18,058","5,275",196,929,"1,409","3,579","2,916","19,391","2,160","1,255","2,024",828,"1,603","5,149",352,"4,345","4,061",585,,"19,942","1,737",109,375,502,"2,360",340,571,"19,683","2,164","1,272",466,"1,991","5,427","1,495",288,"1,883",888,"1,661",514,"2,030","180,952"
Glen Park,"3,542","7,992","3,632","7,119",749,762,,736,"2,686","2,902","15,778","1,227","1,291","1,086",380,"1,755","1,228","23,603","1,547",649,310,"1,565",797,512,464,"1,246","1,972","3,014",,"28,886",798,335,263,380,"1,639",249,"1,048","27,439","1,017","1,289","1,536",384,863,"2,650",683,314,850,584,759,352,"160,862"
Hayward,"5,687","2,509","4,377","1,332",564,"1,007",,"2,375","3,278",830,"6,291","3,262",160,784,491,"1,616","1,639","9,903","1,686",568,"4,966","4,856",699,503,172,"3,276","2,181",145,,"10,935",745,271,222,89,698,295,416,"7,459",909,388,302,"2,008","3,796",576,280,"4,127",472,809,508,"3,296","103,758"
Lafayette,"3,319","1,838","3,662",813,323,182,,98,"1,500",351,"6,280",256,75,"2,469",17,549,22,"17,100",228,139,70,337,532,155,356,212,"1,306",310,,"17,181",175,226,409,425,123,279,996,"6,445",136,"1,759",193,35,166,"2,142",152,72,"1,352",6,856,151,"75,778"
Lake Merritt,823,"6,633","1,165","3,819",570,"2,075",,"5,851","5,788","2,136","14,996","5,259",143,818,"2,591","2,460","4,482","21,164","2,063","1,545","2,306","4,594","1,499","3,484",205,671,"1,892",382,,"23,009","1,559",143,487,220,"1,104",269,597,"16,201","1,074",814,317,"1,890","6,994",749,274,"2,690",706,"2,222",480,"2,207","163,420"
MacArthur,"5,975","9,998","5,041","5,380","2,131","2,399",,"1,865","8,626","1,965","20,309","3,150",644,"3,010",548,"2,126","1,439","24,832","5,326","2,979","1,709","3,869","2,008","2,076","1,275","2,002","1,261","1,378",,"26,059","2,057",847,701,744,"1,163","1,129","3,064","18,805","3,793","1,631",590,"1,076","2,536","2,554",503,"1,635","3,126",553,"2,841","1,403","200,131"
Millbrae,"2,973","5,597","2,665","4,245",312,739,,209,"3,219","3,324","12,043",193,"2,087",500,99,"6,419",233,"19,010","1,460",663,75,515,"2,933",156,269,367,"1,271","1,041",,"24,659",728,126,64,224,889,86,495,"13,315",546,533,857,108,268,"5,413","1,457",55,485,144,245,26,"123,340"
Milpitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery St,"25,785","32,758","35,804","53,388","8,080","16,508",,"16,688","20,037","55,691","12,312","10,758","23,057","18,255","11,695","41,674","37,065","2,716","19,617","12,953","21,516","21,051","35,106","12,274","15,696","24,648","26,412","29,037",,"4,243","12,522","7,279","1,893","12,892","38,876","2,708","33,907","3,315","11,145","21,064","17,067","8,557","18,316","9,149","15,669","15,921","25,301","14,329","11,079","16,658","942,471"
North Berkeley,"5,577","3,947","5,821","2,345",93,"1,462",,395,"4,835",831,"10,618",775,174,437,133,958,302,"12,926","1,910","1,297",453,"1,606",827,711,195,"1,447","2,234",706,,"12,922",362,80,708,241,328,62,482,"8,630","1,724",353,205,237,735,"1,948",137,455,484,77,186,560,"93,931"
North Concord/Martinez,"2,363","1,403","2,412",754,410,118,,130,662,377,"4,224",240,74,"1,069",33,"1,090",20,"6,162",118,65,61,99,343,162,153,129,814,123,,"6,427",94,174,196,82,102,344,745,"4,305",66,493,221,21,161,"1,044",183,20,"1,034",13,466,91,"39,890"
Oakland International Airport,"1,106",463,715,314,341,398,,108,"1,300",149,"1,256",462,47,547,125,220,"1,056","2,914",627,543,313,221,213,200,344,348,540,51,,"2,364",608,176,157,237,130,62,760,"1,669",178,264,89,154,197,350,41,246,602,499,306,174,"24,184"
Orinda,"2,425","1,497","2,358",826,210,206,,92,"1,135",286,"5,119",209,54,774,61,406,54,"15,865",245,160,116,424,571,65,390,196,882,288,,"13,919",207,101,309,432,94,156,626,"5,248",234,"1,218",171,33,213,"1,710",115,61,857,11,244,143,"61,016"
West Oakland,"2,430","9,333","1,712","5,311",429,604,,761,"2,017","1,729","20,811","1,773",299,448,171,"1,601",674,"38,586",693,273,243,"2,070","1,502",604,101,775,"1,138",819,,"33,492",284,117,210,64,652,227,334,"25,294",539,496,620,312,933,"2,476",448,308,358,183,328,301,"164,883"
Pittsburg Center,"1,152",851,"1,164",480,529,119,,93,518,425,"1,875",418,174,"2,075",10,519,28,"1,948",138,84,76,349,321,230,238,240,"1,098",77,,"2,069",61,366,83,137,189,119,830,"2,718",242,464,204,89,173,374,131,87,"1,204",13,307,117,"25,206"
Pleasant Hill/Contra Costa Centre,"8,947","4,444","7,764","1,686","1,335",566,,214,"2,920","1,210","13,615",606,242,"2,484",51,"1,893",137,"32,266",498,421,334,457,"1,932",444,939,604,"3,164",554,,"33,325",472,896,889,721,323,784,631,"14,226",358,"2,801",550,156,363,"3,710",523,210,"2,387",93,"1,805",377,"155,327"
Powell St,"17,745","29,912","19,321","37,782","5,471","8,061",,"10,294","14,130","44,805","6,708","8,043","12,181","9,254","5,222","29,845","14,261","13,525","15,223","7,640","7,118","16,027","23,775","6,377","5,192","13,040","15,024","13,248",,"5,399","7,126","3,830","1,791","4,215","23,484","2,567","11,361","3,948","9,451","10,360","8,625","4,556","10,730","23,138","8,893","6,347","9,219","5,303","7,821","5,990","583,378"
Richmond,"3,945","4,856","3,869","4,881",285,"2,353",,528,"10,016","1,700","8,201","1,421",434,500,98,"2,634",317,"9,340","2,602","2,246",505,"2,101","1,201",769,131,"1,175","3,395",549,,"8,990","1,648",65,274,219,637,245,296,"11,115",576,531,613,346,799,"1,331",400,414,475,140,403,420,"99,989"
Rockridge,"4,725","5,459","4,839","2,812",841,306,,244,"1,223","1,117","15,183",559,124,"1,823",119,"1,032",187,"23,204",811,783,299,"1,248","1,395",370,"1,711",810,"1,652",651,,"22,166",373,465,345,"1,321",602,430,"2,825","13,304",523,543,315,122,489,"3,165",281,263,"3,460",118,899,308,"125,844"
San Bruno,"1,750","3,686","1,305","3,131",446,318,,278,863,"2,628","8,266",415,982,533,121,"3,584",235,"11,956",737,297,202,460,"1,565",273,170,337,556,"1,110",,"15,284",214,207,86,161,595,252,495,"10,151",591,338,357,167,292,"1,519",779,87,399,85,593,77,"78,933"
South Hayward,"3,399","1,849","2,832",995,112,374,,"1,551","1,715",512,"5,667","1,721",145,248,305,"1,089",764,"8,972",514,172,"2,023","1,922",407,"1,966",38,"1,745","1,059",84,,"7,597",233,27,188,31,335,68,187,"5,339",391,124,161,352,"1,462",438,104,"1,555",147,481,173,"2,636","64,209"
San Leandro,"7,115","3,928","5,247","2,385",380,"1,245",,"2,635","4,357","1,650","11,784","2,966",188,588,968,"2,643","2,294","15,865","1,277",585,"2,143","5,430",995,"3,780",161,"7,134","2,649",260,,"16,863",785,184,210,206,977,164,391,"13,661",788,504,306,"1,521",410,"1,236",332,"1,656",463,"1,256",294,"1,784","134,643"
San Francisco International Airport,"2,655","3,768","2,259","3,180","2,067","1,162",,664,"2,916","3,145","8,682",735,"3,458","2,929",338,"4,982","1,807","7,639","2,554","1,442",410,"1,364","2,001",449,"2,018",825,"2,470","4,613",,"8,932","1,735","1,003",290,"1,640","2,702",470,"3,465","17,958","1,204","2,799","1,086",423,"1,062","1,093","1,283",426,"3,157",538,"2,349",248,"124,395"
South San Francisco,"1,945","3,303","1,433","2,735",447,236,,253,733,"1,860","8,179",341,406,474,100,"1,954",545,"12,619",698,180,75,300,767,259,145,266,511,"1,459",,"14,325",182,161,43,94,535,161,496,"10,066",394,260,800,97,246,"1,769",365,86,383,125,341,57,"73,209"
Union City,"4,609","2,310","4,321","1,058",226,782,,"1,889","3,368",482,"7,335","1,521",94,362,257,"1,425","1,192","17,117",592,339,"2,960","1,961",324,"4,008",82,"2,578","1,648",90,,"15,492",455,30,299,59,268,82,241,"7,629",426,239,100,"1,494","1,695",525,112,478,356,567,199,"2,714","96,390"
Walnut Creek,"6,903","3,321","6,755","1,571","2,205",445,,288,"2,757","1,079","10,556",574,327,"5,564",88,"1,475",103,"27,786",625,589,221,849,"1,107",430,"1,366",719,"3,315",566,,"26,722",517,"1,018",748,891,417,"1,268","2,699","11,381",498,"3,394",471,135,529,"3,462",452,325,564,34,"2,455",312,"139,876"
West Dublin/Pleasanton,"2,585","2,160","2,308",943,48,243,,"1,569",947,686,"6,370","1,252",83,86,"1,870","1,178","1,055","17,276",272,159,468,"1,589",699,896,10,"2,380",556,172,,"15,238",91,23,632,16,212,12,88,"6,856",142,115,100,549,"1,258",769,154,593,46,459,26,379,"75,618"
Pittsburg/Bay Point,"4,414","3,161","3,441","2,409",506,325,,198,"1,626","1,246","8,260",698,374,"3,662",35,"2,132",114,"10,741",309,173,227,517,"1,066",492,796,468,"2,793",305,,"9,713",179,557,315,350,406,337,"1,708","9,936",382,952,549,180,328,"2,532",344,177,"2,453",23,544,310,"82,763"
Warm Springs/South Fremont,"4,300","2,178","4,746",816,285,875,,"1,762","4,737",466,"5,913","1,472",90,409,385,"1,255",934,"15,356","1,021",599,"2,303","1,961",437,"3,122",158,"2,179","1,446",29,,"15,878",581,87,207,158,331,145,391,"6,658",444,362,53,"2,417","1,852",430,54,"2,594",338,369,310,746,"93,639"
Entries,"297,382","308,105","307,182","295,829","63,527","116,041",,"120,657","257,831","257,371","550,548","114,356","95,555","123,419","60,937","222,891","174,066","848,546","168,330","106,498","116,479","178,123","172,045","105,688","74,940","161,960","199,523","133,751",,"876,698","92,695","42,319","26,300","61,061","183,601","27,783","157,529","673,038","103,580","119,824","78,203","66,994","133,974","143,772","73,641","99,115","136,719","72,108","80,467","95,809","8,976,810"
