Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Daly City,"2,292","5,150","1,670","4,423",780,391,,782,"1,179","1,495","10,007","1,014",494,851,297,415,962,"12,209","1,455",530,435,"1,448",870,690,218,"1,039","1,014","2,840",,"15,513",392,392,135,152,864,263,679,"16,050","1,108",358,"1,776",450,"1,145","3,857","1,015",517,584,402,866,410,"101,878"
Dublin/Pleasanton,"2,721","2,307","1,978",888,37,282,,"1,817","1,046",668,"6,776","1,445",195,98,"1,397","1,112",380,"14,081",365,97,526,"1,973",575,878,22,"2,111",785,134,,"12,778",165,9,603,17,407,54,62,"6,045",164,85,130,493,"1,208","1,123",229,690,71,517,62,473,"70,079"
Embarcadero,"15,558","10,478","18,031","16,807","5,100","7,187",,"8,638","8,989","16,334","5,012","6,793","7,905","9,912","5,672","12,854","16,909","1,859","10,916","5,819","9,177","11,977","11,007","5,973","7,463","11,262","12,303","7,179",,859,"5,379","3,287",908,"7,049","21,840","1,754","16,486","3,235","6,309","9,812","4,691","5,218","10,052","3,035","5,600","6,874","12,810","6,578","6,612","5,980","411,482"
El Cerrito del Norte,"6,398","3,817","4,945","2,899",227,"1,825",,578,"8,813","1,400","9,112","1,261",405,377,118,"1,487",293,"9,492",366,"1,206",486,"1,568",988,836,123,"1,194","3,276",708,,"9,599","1,058",85,415,161,611,109,328,"10,344","2,057",405,399,380,775,"1,875",367,364,380,97,194,533,"94,734"
El Cerrito Plaza,"3,382","1,442","2,900",843,65,"1,072",,208,"7,538",404,"4,351",471,63,245,58,538,109,"4,912","1,160",176,286,710,324,277,62,640,"1,679",289,,"5,018",765,55,265,65,208,49,225,"3,824","1,395",343,166,132,361,752,67,198,210,61,100,242,"48,705"
Fremont,"2,391","1,185","2,355",396,140,307,,"1,546","1,247",215,"2,718",776,85,211,306,426,593,"7,818",502,277,308,"1,430",247,"3,104",35,"1,169",804,53,,"6,745",165,34,138,61,132,83,137,"3,071",332,122,98,"1,460","1,240",277,36,"5,736",100,181,112,"1,297","52,201"
Fruitvale,"3,154","4,426","2,605","3,104",347,"1,513",,"3,306","3,608","1,376","10,549","3,428",150,568,911,"1,478","1,939","9,652","1,535",767,"1,298",487,774,"3,225",208,"2,382","2,532",291,,"9,630","1,015",87,171,313,"1,586",258,371,"10,204","1,421",752,288,"1,408","3,834",833,130,"1,100",563,908,343,"1,176","102,004"
Glen Park,"1,685","3,974","1,613","3,322",388,328,,389,"1,083","1,373","7,414",661,624,575,171,870,482,"10,016",820,255,175,759,502,331,183,536,973,"1,314",,"12,674",291,168,90,135,816,171,524,"12,443",625,464,793,230,423,"1,300",405,153,362,299,484,170,"73,836"
Hayward,"3,113","1,348","2,267",734,285,479,,"1,461","1,389",420,"3,548","1,950",81,386,297,633,"1,007","4,629",844,267,"3,117","3,169",373,261,101,"1,879","1,215",88,,"4,636",368,119,108,48,504,149,178,"3,724",514,242,193,"1,315","2,366",342,130,"2,341",258,460,245,"1,698","55,279"
Lafayette,"1,468",657,"1,611",333,216,89,,79,508,145,"2,425",108,37,"1,578",5,198,18,"6,181",135,66,40,205,172,68,157,107,641,112,,"6,392",58,136,188,159,57,179,557,"2,196",87,723,98,4,75,955,50,32,785, -   ,519,56,"30,665"
Lake Merritt,437,"2,889",499,"1,791",326,843,,"3,139","2,311",936,"6,955","2,797",67,392,"1,271",991,"2,260","8,953","1,119",564,"1,157","2,522",645,"2,028",86,306,910,157,,"9,756",588,80,268,83,624,155,290,"7,202",593,390,166,"1,140","3,727",443,153,"1,309",321,"1,065",295,"1,040","76,039"
MacArthur,"3,068","4,248","2,354","2,434","1,371","1,282",,"1,145","3,994",904,"9,020","1,774",341,"1,579",309,961,795,"10,123","3,358","1,633",801,"2,528","1,000","1,202",570,936,786,554,,"10,454",957,440,273,382,733,743,"1,472","8,242","2,383",812,312,766,"1,541","1,290",240,846,"1,546",261,"1,888",724,"95,375"
Millbrae,"1,154","2,238","1,114","1,851",198,377,,146,"1,117","1,544","4,608",166,"1,117",291,59,"2,788",112,"6,686",744,262,52,274,"1,261",110,98,150,523,366,,"8,469",240,61,20,84,424,55,199,"4,464",295,186,441,64,123,"2,650",708,32,157,55,130,16,"48,279"
Milpitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery St,"10,697","13,682","13,683","21,929","4,234","6,343",,"7,955","6,979","27,625","4,649","5,939","9,657","8,461","4,934","18,038","13,511","1,045","9,676","5,236","7,118","10,667","15,276","5,550","5,686","10,739","10,633","10,000",,"1,482","4,475","3,259",720,"4,727","17,060","1,536","13,552","1,322","6,094","7,799","6,656","3,997","9,158","3,231","6,592","5,928","9,378","5,021","5,866","5,491","393,286"
North Berkeley,"2,388","1,567","2,376","1,000",52,728,,274,"2,089",384,"4,032",342,74,198,83,360,152,"4,620","1,083",714,176,996,310,367,67,575,"1,018",227,,"4,713",140,39,265,126,230,36,232,"3,085","1,079",134,92,138,440,815,48,189,206,85,123,229,"38,696"
North Concord/Martinez,"1,272",665,"1,195",442,264,64,,82,286,160,"2,199",91,36,848,16,367,10,"2,605",82,43,35,83,177,63,116,90,463,59,,"2,824",60,87,88,46,62,210,546,"1,862",49,217,110,13,95,601,102,12,736,2,269,39,"19,843"
Oakland International Airport,408,181,252,151,167,144,,45,615,97,490,200,12,256,66,116,418,849,315,208,98,117,88,105,125,138,220,26,,694,210,70,42,76,67,43,284,623,95,113,23,85,90,183,6,126,235,179,165,92,"9,408"
Orinda,"1,081",601,"1,127",358,124,106,,63,393,114,"2,074",116,29,471,20,145,17,"5,857",148,67,58,246,204,48,175,97,443,94,,"5,277",118,55,114,147,49,112,304,"1,904",153,489,63,20,132,657,51,21,402,8,168,48,"24,568"
West Oakland,"1,510","4,211",887,"2,636",331,394,,549,905,903,"9,988","1,341",211,296,150,718,412,"17,061",489,178,123,"1,506",812,443,52,440,754,387,,"14,604",192,71,89,38,369,173,178,"11,297",433,350,360,226,661,"1,263",267,194,204,86,245,124,"79,111"
Pittsburg Center,731,574,627,295,398,84,,55,294,211,"1,270",248,109,"1,333",11,222,26,"1,078",111,49,58,287,256,120,146,155,757,35,,"1,186",43,219,37,100,152,106,527,"1,531",192,287,135,75,167,262,120,45,774,7,208,59,"15,772"
Pleasant Hill/Contra Costa Centre,"4,319","1,959","3,742",841,725,232,,136,"1,238",544,"6,406",299,89,"1,333",30,659,68,"13,001",313,241,151,277,804,190,551,290,"1,531",217,,"13,394",237,611,371,347,186,472,252,"6,140",221,"1,274",297,76,173,"1,724",220,98,"1,288",37,"1,148",186,"68,938"
Powell St,"7,784","12,957","7,903","16,672","2,833","3,237",,"4,945","4,774","21,185","2,724","4,176","5,645","4,517","2,160","13,783","5,045","4,540","7,569","2,988","2,403","8,113","10,576","3,131","1,900","5,603","6,408","4,226",,"2,097","2,559","1,689",588,"1,424","10,543","1,549","4,829","1,741","5,575","3,651","3,426","2,119","5,429","7,632","4,131","2,342","3,463","1,725","4,076","1,862","250,247"
Richmond,"2,274","2,981","2,166","3,044",191,"1,353",,342,"5,480",963,"5,076",971,239,298,55,"1,094",166,"5,204","1,865","1,372",303,"1,379",795,468,82,632,"2,108",274,,"5,049","1,063",45,127,131,533,209,148,"6,365",366,290,426,287,557,804,246,236,270,76,307,231,"58,941"
Rockridge,"2,100","1,986","2,112","1,184",503,131,,154,501,509,"5,799",310,44,950,56,391,101,"8,473",482,376,133,763,466,221,715,365,777,217,,"8,451",178,196,151,574,379,314,"1,299","4,656",306,208,174,56,287,"1,290",137,104,"1,517",33,548,97,"50,774"
San Bruno,881,"1,843",662,"1,675",290,163,,155,324,"1,454","3,688",252,594,280,58,"1,880",132,"4,794",398,148,101,248,865,129,71,169,294,575,,"5,845",86,101,30,55,350,156,246,"3,897",385,168,177,94,163,890,382,55,184,38,383,38,"35,846"
South Hayward,"1,854","1,040","1,579",607,58,204,,"1,143",778,247,"3,158","1,087",104,161,217,425,442,"4,002",354,139,"1,329","1,444",233,"1,199",14,"1,078",732,61,,"3,506",139,23,108,23,238,59,86,"2,526",302,57,89,201,"1,125",277,87,935,97,303,118,"1,384","35,372"
San Leandro,"4,187","2,030","2,926","1,220",263,754,,"1,642","2,088",851,"6,455","1,887",128,387,626,"1,119","1,314","7,681",850,332,"1,199","3,761",453,"2,287",83,"3,750","1,634",133,,"8,126",402,98,140,128,679,172,195,"6,843",554,296,155,"1,203",220,774,170,953,262,620,191,861,"73,082"
San Francisco International Airport,"1,096","1,707",944,"1,518","1,305",536,,486,"1,526","1,973","3,909",493,"2,239","1,508",136,"3,500",783,"2,401","1,567",599,164,692,900,275,713,378,"1,094","2,273",,"3,036",629,509,147,556,"1,224",312,"1,362","6,622",773,"1,171",637,259,656,555,832,202,"1,183",203,"1,549",137,"57,269"
South San Francisco,"1,016","1,710",783,"1,448",256,97,,158,253,947,"4,139",196,244,257,64,"1,031",241,"5,482",359,60,33,169,433,123,56,132,265,729,,"6,003",71,69,21,50,306,101,242,"4,645",227,131,387,71,142,"1,189",188,54,164,58,221,21,"35,042"
Union City,"2,341","1,073","1,902",559,139,415,,"1,172","1,414",230,"3,298",860,92,171,175,491,666,"5,792",370,185,"1,779","1,175",150,"2,347",28,"1,227",889,26,,"5,424",168,13,142,27,150,62,137,"2,896",262,112,55,"1,020","1,023",262,66,207,172,321,124,"1,377","42,986"
Walnut Creek,"3,213","1,387","3,009",679,"1,222",237,,188,"1,074",522,"4,203",308,143,"3,308",38,550,50,"10,522",382,229,122,471,420,240,725,316,"1,697",194,,"10,203",216,775,327,415,227,783,"1,474","4,359",289,"1,513",219,106,308,"1,661",199,165,241,22,"1,614",136,"60,701"
West Dublin/Pleasanton,"1,177",786,945,370,29,83,,913,375,276,"2,482",641,35,39,"1,059",424,621,"5,679",103,64,189,876,355,490,4,"1,156",245,75,,"5,146",77,12,265,9,104,6,48,"2,205",60,52,44,316,607,290,77,284,26,154,13,161,"29,447"
Pittsburg/Bay Point,"2,585","2,074","1,924","1,609",428,210,,104,804,666,"5,089",344,201,"2,430",12,929,73,"5,348",205,98,104,358,598,246,453,266,"1,829",181,,"5,176",108,324,182,227,271,254,"1,107","5,351",253,561,357,112,230,"1,656",249,121,"1,614",21,296,153,"47,791"
Warm Springs/South Fremont,"1,809",870,"2,003",343,169,366,,976,"1,695",249,"2,211",767,38,227,195,457,463,"5,104",559,213,"1,180","1,094",184,"1,581",61,"1,064",632,13,,"5,282",268,29,101,59,168,77,186,"2,172",215,126,29,"1,282",922,189,19,"1,330",143,151,173,324,"37,768"
Entries,"142,215","143,150","135,162","137,086","36,404","50,987",,"64,785","108,043","128,549","262,439","64,188","45,772","63,464","28,428","102,171","70,742","344,705","89,918","47,085","48,353","99,641","77,770","55,824","29,528","74,791","94,034","51,182",,"358,634","37,643","20,831","11,118","24,189","87,077","17,186","69,029","294,871","60,158","47,615","35,580","36,795","72,541","67,239","34,855","46,732","58,333","28,195","46,102","38,657","4,089,796"
