Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Civic Center/UN Plaza,"2,080","2,239","1,874","3,127","1,206",803,138,"1,801",997,"4,808",381,"2,033","1,459","1,598",564,"3,573","1,296",851,"2,829",735,593,"4,127","2,039",927,260,"1,858","1,898",822,100,641,547,524,74,271,"3,330",494,"1,215",528,"1,900",580,974,905,"1,641",682,962,689,659,435,"1,546",219,"65,832"
Coliseum,"1,177","1,041",726,963,264,436,101,"1,245",622,348,"2,132",214,91,200,284,308,564,"1,628",678,211,424,"1,940",364,"1,035",32,"1,098",897,75,55,"1,611",242,36,156,71,887,154,170,"2,070",728,171,113,679,960,119,105,414,81,200,204,388,"28,712"
Colma,203,783,113,893,204,32,5,62,73,415,"1,427",65,83,34,20,152,46,870,171,35,20,92,278,70,5,52,103,334,4,"1,002",29,14,4,7,78,77,32,"1,876",100,8,297,60,74,591,108,71,37,11,134,24,"11,278"
Concord,552,645,496,544,734,93,31,143,160,249,"1,874",206,65,184,6,178,41,"1,544",191,86,51,276,248,155,794,154,670,83,15,"1,647",64,311,89,245,171,710,558,"1,686",184,274,166,72,143,389,107,64,"1,267",17,"1,211",61,"19,904"
Castro Valley,74,239,80,150,6,59,22,396,54,59,556,289,29,10,51,92,656,782,41,40,102,510,67,126,3,426,71,10,3,730,9,5,21,5,101,2,6,662,19,18,46,109,320,50,21,99,31,404,11,37,"7,709"
Daly City,523,"2,636",240,"1,899",282,61,46,195,184,471,"3,850",283,208,143,68,184,213,"2,435",381,56,86,434,389,172,23,294,253,486,34,"2,862",100,44,35,42,393,75,82,"5,377",316,61,585,95,194,720,359,111,221,58,201,68,"28,528"
Dublin/Pleasanton,207,536,157,282,42,51,88,860,129,166,"1,463",579,48,36,594,304,131,"1,493",185,32,216,"1,266",155,311,10,609,206,40,29,"1,308",40,13,159,11,154,39,35,"1,337",85,32,43,196,568,233,38,208,56,148,17,161,"15,106"
Embarcadero,"1,903","1,715","1,780","2,390","1,537",881,315,"1,776","1,198","2,930",888,"1,872",898,"1,760",917,"2,451","1,828",306,"3,506",910,663,"3,486","1,630","1,213",417,"1,968","1,849",285,154,199,635,570,128,343,"4,242",498,"1,673",592,"2,386",893,416,965,"2,431",416,583,614,"1,089",578,"1,833",299,"64,809"
El Cerrito del Norte,"1,395","1,696","1,048","1,319",79,829,78,262,"2,304",627,"3,510",708,234,173,49,415,168,"3,217",231,585,264,977,494,289,36,423,"1,224",181,66,"2,732",437,50,129,58,357,61,126,"3,678",945,109,235,187,452,365,230,207,193,33,131,178,"33,774"
El Cerrito Plaza,683,399,510,284,27,447,40,106,"1,421",117,865,184,53,104,54,52,35,930,553,85,78,452,73,98,27,160,541,92,28,919,301,24,44,30,119,41,57,866,715,72,60,58,181,110,18,142,76,18,65,42,"12,456"
Fremont,345,270,276,146,55,52,305,566,128,81,648,458,26,53,114,99,214,476,244,76,113,728,68,"1,118",12,351,251,25,197,561,68,12,58,26,69,14,72,560,187,28,21,583,490,54,23,"1,470",22,41,57,407,"12,318"
Fruitvale,"1,073","1,913",755,"1,420",222,786,182,"1,900","1,191",481,"4,276","2,040",93,215,601,382,"1,246","2,898",943,442,654,270,355,"1,616",115,964,"1,122",76,106,"2,345",505,44,114,210,"1,028",118,238,"4,546",866,394,157,"1,045","2,152",155,70,602,219,534,154,474,"44,307"
Glen Park,407,"1,316",283,"1,105",226,102,13,189,158,407,"2,098",395,242,197,57,357,105,"1,392",459,67,37,332,136,219,36,227,344,216,30,"1,989",66,42,15,26,265,88,164,"3,028",372,89,357,116,213,191,170,38,70,66,189,44,"18,750"
Hayward,818,408,581,379,101,169,185,700,329,192,"1,020",971,54,166,106,149,401,962,319,78,"1,073","1,638",221,137,34,667,440,47,112,806,150,19,27,17,253,32,60,"1,208",214,100,65,741,"1,044",82,22,927,83,113,74,499,"18,993"
Lafayette,124,109,162,121,109,16,5,30,71,53,298,33,9,954,1,34,10,344,31,30,2,149,19,18,45,36,162,18, -   ,401,14,57,25,54,42,57,325,267,52,109,13,10,53,80,5,2,361,1,268,1,"5,190"
Lake Merritt,159,923,79,752,119,231,161,"1,101",406,354,"2,136","1,270",39,145,398,269,800,"1,787",403,183,376,"1,253",248,735,24,147,260,56,86,"1,453",182,18,105,9,337,48,79,"2,232",317,94,64,579,"1,456",83,29,383,91,335,70,303,"23,167"
MacArthur,793,"1,200",464,782,622,446,109,590,832,271,"2,002",839,137,653,72,213,177,"1,687","1,252",511,237,"1,190",397,402,119,270,246,93,57,"1,311",397,134,99,87,398,422,436,"1,926","1,066",202,72,343,560,206,79,252,468,71,608,152,"25,952"
Millbrae,177,518,132,422,89,36,3,51,153,490,821,74,402,96,10,593,42,273,210,101,25,74,168,71,15,65,126,147,6,535,28,2,11,17,103,8,32,661,145,28,115,51,28,639,152,8,32,10,43,4,"8,042"
Milpitas,57,42,60,36,7,15,377,81,45,32,114,50,16,13,13,31,35,136,57,19,183,100,28,124,2,80,57,4,87,141,18,2,3, -   ,15,11,18,133,27,4,16,106,73,3,4,107,11,14,24,128,"2,759"
Montgomery St,"1,824","2,160","1,733","2,953","1,121",794,259,"1,989",886,"5,598",700,"2,067","1,402","1,873",820,"3,412","1,543",196,"2,950",919,591,"2,983","2,288","1,009",342,"1,697","1,566",620,152,226,500,612,76,446,"3,352",417,"1,350",272,"2,478",720,783,947,"2,378",343,762,928,909,341,"1,980",354,"66,621"
North Berkeley,347,355,336,300,5,182,25,109,254,63,580,199,43,47,26,99,43,587,464,293,60,509,68,149,10,209,330,23,14,402,36,6,43,22,64,11,58,485,582,19,20,13,189,77,36,29,60,9,68,76,"8,034"
North Concord/Martinez,93,143,164,130,71,12,5,51,30,29,543,40,8,284,6,45,11,439,54,23,11,21,61,12,41,19,92,8,2,519,8,45,35,5,22,129,111,505,25,75,21,14,35,160,20,4,161,2,164,10,"4,518"
Oakland International Airport,40,39,40,47,61,33,6,50,49,63,72,84,6,71,10,27,95,87,105,41,33,50,17,33,23,60,52,4,4,67,27,23,10,9,18,13,90,90,38,11,12,40,41,91,3,20,69,53,99,13,"2,139"
Orinda,206,137,135,97,22,26,11,39,36,32,288,50,3,235,8,44,11,301,50,44,21,178,21,10,62,16,136,23, -   ,436,19,10,18,37,9,59,172,208,77,111,19,8,35,77,4,11,250,3,72,7,"3,884"
West Oakland,638,"1,753",267,"1,126",150,200,39,349,262,411,"3,376",874,146,184,96,359,168,"4,084",267,118,83,"1,039",322,182,39,273,358,117,19,"2,707",51,34,36,15,175,89,96,"3,769",232,124,223,217,477,284,146,105,117,39,125,51,"26,411"
Pittsburg Center,189,261,197,196,173,19,8,33,26,55,571,148,31,714,5,81,12,439,41,21,10,164,92,33,66,40,383,10,14,311,10,121,26,64,73,69,244,530,108,121,96,34,104,62,52,31,400,2,177,19,"6,686"
Pleasant Hill/Contra Costa Centre,478,469,452,262,177,51,21,72,148,81,"1,372",174,30,600,6,127,31,"1,457",120,75,51,199,203,62,269,108,491,38,17,"1,256",80,159,90,197,96,287,108,"1,347",73,344,120,14,28,216,56,39,421,5,427,54,"13,058"
Powell St,"2,270","3,182","1,694","4,345","1,053",827,189,"1,629",904,"6,155",599,"1,866","1,530","1,520",545,"4,289","1,136",608,"2,879",728,495,"3,738","2,556",991,230,"1,865","1,627",610,130,277,469,459,105,143,"3,611",526,"1,055",416,"2,302",488,893,744,"1,840",826,"1,007",441,640,331,"1,310",169,"68,242"
Richmond,756,"1,628",670,"1,572",92,616,34,191,"1,731",571,"2,235",753,129,192,23,346,73,"2,211",935,660,149,841,392,230,34,354,974,139,26,"1,871",606,30,61,83,244,128,71,"2,718",219,83,235,177,359,200,139,84,128,27,137,121,"26,278"
Rockridge,356,319,275,185,147,25,14,102,132,66,701,170,12,270,12,76,29,782,121,91,43,454,96,100,130,112,256,38,3,653,38,74,31,183,137,106,358,619,144,94,19,23,205,104,46,25,336,5,256,9,"8,582"
San Bruno,176,818,154,738,143,105,8,64,48,687,"1,032",86,273,178,35,715,29,408,245,65,35,182,376,53,8,58,59,139,17,751,16,35,13,20,147,87,91,974,235,27,89,64,111,192,153,29,39,6,172,15,"10,200"
South Hayward,277,328,234,368,55,68,170,571,207,116,"1,030",631,64,98,130,96,216,739,190,82,624,904,122,665,17,558,353,42,112,810,15,18,38,11,212,22,24,826,188,12,48,85,740,79,55,377,54,168,80,440,"13,369"
San Leandro,"1,152",803,675,696,168,297,96,924,505,289,"1,914",992,83,109,320,249,680,"1,996",500,161,440,"2,183",236,981,45,"1,448",521,47,64,"1,954",156,23,69,48,519,80,43,"2,155",318,173,82,850,138,223,67,549,93,279,111,332,"26,836"
San Francisco International Airport,131,443,153,298,450,63,6,119,127,570,662,118,483,404,56,564,157,282,335,53,25,143,146,48,71,84,182,530,3,243,73,127,66,95,303,78,212,765,198,91,177,42,190,189,178,35,242,31,385,8,"10,434"
South San Francisco,157,703,108,746,141,30,7,77,46,337,990,81,127,72,20,328,41,621,203,12,28,92,145,44,5,36,101,160,4,623,42,8,7,7,136,51,66,"1,158",116,22,160,45,50,223,87,22,28,7,108,3,"8,431"
Union City,442,266,276,291,47,133,193,552,251,83,883,498,34,66,102,98,274,495,206,98,683,592,50,742,5,367,264,10,121,678,32,2,30,8,60,25,39,573,89,30,43,379,616,42,38,105,37,133,54,628,"11,763"
Walnut Creek,473,299,327,220,438,37,20,70,130,91,781,96,51,"1,442",15,179,57,919,193,87,24,210,74,117,301,94,471,25,11,803,58,237,80,207,143,418,457,807,137,395,52,52,64,244,42,30,110,11,683,21,"12,303"
West Dublin/Pleasanton,75,141,82,130,6,13,27,327,55,63,466,209,16,42,416,72,185,511,24,18,63,567,78,162, -   ,303,61,9,22,345,13, -   ,42,1,31,1,8,368,29,9,6,167,343,48,5,91,10,45,6,65,"5,776"
Pittsburg/Bay Point,556,766,428,700,306,77,20,56,184,272,"1,886",148,155,"1,211",8,274,31,"1,441",143,57,60,201,164,74,268,59,618,29,17,"1,525",62,173,103,89,152,134,413,"1,887",145,236,144,83,99,374,119,70,669,4,144,93,"16,927"
Warm Springs/South Fremont,138,84,179,78,60,61,236,273,124,76,256,380,22,41,34,72,196,272,159,34,425,414,59,441,2,272,128,1,109,299,75,12,29,8,34,21,57,180,108,9,15,422,320,27,10,469,20,52,79,92,"6,964"
,"29,952","42,562","23,267","38,930","13,301","12,655","4,503","23,723","21,542","35,653","72,666","28,898","12,076","19,929","7,613","27,771","15,404","57,381","32,198","11,917","11,367","44,492","19,141","18,627","4,702","22,213","25,939","7,813","2,709","55,107","8,288","5,005","2,877","3,951","27,122","6,919","12,782","79,071","26,389","7,931","10,086","13,793","26,805","11,788","8,594","12,464","12,028","5,472","16,843","7,470","1,049,729"
