Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Colma,116,509,86,550,85,7,,41,55,224,767,46,37,31,4,113,39,429,83,10,16,75,155,23,2,12,95,209,,465,25,9, -   , -   ,47,27,5,854,44,11,177,40,30,525,55,25,38,3,92,13,"6,304"
Concord,423,316,318,324,428,79,,118,114,142,"1,171",131,37,95,4,126,17,770,105,68,34,208,175,72,446,77,393,82,,821,40,322,27,143,170,487,448,893,170,157,94,49,82,251,62,57,773,15,830,42,"12,206"
Castro Valley,63,173,58,88,7,65,,297,29,19,383,233,5,8,42,25,473,234,19,27,89,377,37,79,1,222,46,16,,387,12,4,10,2,73,2,4,257,13,7,16,106,307,46,11,84,19,246,4,22,"4,747"
Daly City,288,"1,534",184,"1,274",193,24,,122,118,329,"2,601",159,112,84,20,93,98,"1,243",168,21,55,277,271,68,7,143,187,250,,"1,602",49,40,8,13,163,53,53,"2,521",146,20,350,71,129,642,242,87,80,27,108,53,"16,380"
Dublin/Pleasanton,145,237,140,161,10,44,,610,54,56,"1,000",335,41,17,403,157,90,597,113,14,151,804,58,245,5,432,205,31,,677,36,4,33,5,131,29,34,606,68,8,36,180,416,86,42,158,14,121,6,129,"8,974"
Embarcadero,"1,108",944,948,"1,453",868,415,,945,480,"1,825",572,"1,115",508,837,355,"1,142",687,173,"1,939",403,287,"1,880",859,750,102,864,931,151,,123,254,277,47,154,"2,040",338,635,395,"1,533",310,247,525,"1,453",151,305,253,362,219,934,283,"33,379"
El Cerrito del Norte,857,981,673,714,93,685,,247,"1,492",390,"2,319",554,93,77,25,211,89,"1,851",160,374,211,619,291,146,24,308,928,116,,"1,626",322,46,45,44,263,52,83,"2,141",667,87,135,169,279,280,158,105,149,35,86,88,"21,388"
El Cerrito Plaza,446,277,343,130,31,267,,89,917,58,463,150,29,52,34,35,18,404,372,71,30,242,39,56,4,76,367,49,,391,161,24,8,7,73,21,32,450,484,56,36,49,134,73,13,88,13,2,45,20,"7,229"
Fremont,229,143,147,89,35,30,,420,39,30,369,290,27,43,92,47,167,191,171,25,71,490,72,750,2,243,177,28,,271,41,10,15,22,47,21,29,320,154,13,1,420,372,28,2,"1,389",24,19,26,364,"8,005"
Fruitvale,749,"1,075",516,947,74,497,,"1,310",688,331,"3,328","1,437",39,192,412,273,812,"1,550",600,221,467,204,231,"1,052",79,661,740,49,,"1,520",336,26,49,78,732,83,159,"2,539",640,273,105,644,"1,609",126,44,440,131,195,101,282,"28,646"
Glen Park,258,738,173,634,154,65,,173,57,355,"1,413",214,165,122,22,273,67,836,278,27,44,185,145,141,10,111,238,140,,"1,239",15,7,10,3,212,74,81,"1,673",304,51,191,39,92,144,118,36,24,56,171,21,"11,599"
Hayward,496,232,378,204,68,117,,558,185,97,796,749,23,75,83,86,383,546,166,42,752,"1,091",137,75,21,431,337,57,,350,70,20,10,17,181,53,19,512,137,66,65,518,869,70,13,697,56,88,40,307,"12,343"
Lafayette,56,25,40,35,67,25,,42,32,26,177,16,3,538, -   ,5,5,70,42,13,3,96,8,2,14,8,154, -   ,,193,13,41,9,44,12,39,166,31,23,85,9,1,11,17, -   , -   ,225,3,178,1,"2,603"
Lake Merritt,111,399,80,350,79,137,,737,203,136,"1,271","1,035",26,70,239,122,503,719,245,66,275,825,100,482,7,81,157,10,,697,112,12,21,26,226,56,67,"1,158",195,59,29,321,751,40,21,239,72,164,59,126,"12,916"
MacArthur,635,565,360,386,410,337,,467,581,115,"1,465",659,93,396,60,194,191,913,954,384,165,760,258,290,115,196,187,47,,671,199,125,29,71,314,296,253,"1,076",805,153,76,216,421,147,47,187,285,65,540,114,"17,273"
Millbrae,68,276,47,217,51,24,,15,40,224,518,66,201,75,14,304,30,181,160,43,28,49,109,48,1,19,45,56,,261,16,1,4,7,42,13,20,317,80,7,95,32,31,319,86,1,12,7,15,2,"4,277"
Milpitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery St,"1,066","1,362",935,"1,860",679,377,,"1,030",460,"3,376",437,"1,412",672,898,388,"1,938",761,140,"1,839",470,302,"1,968","1,444",487,125,865,726,283,,144,258,275,18,157,"1,710",262,588,261,"1,539",262,386,516,"1,509",171,391,445,455,145,"1,136",168,"37,096"
North Berkeley,181,114,180,97,5,103,,73,181,39,328,135,35,22,39,42,17,200,327,200,42,372,13,57,6,123,172,14,,197,27,4,7,15,44,4,42,224,414,20,16,22,148,26,3,15,15,2,80,40,"4,482"
North Concord/Martinez,78,65,112,82,64,1,,22,12,12,318,25,4,293, -   ,31,4,234,41,23,9,15,26,7,37,21,112,15,,249,8,13,8,4,4,51,172,164,24,12,38,6,16,101,5,8,140,1,132,3,"2,822"
Oakland International Airport,26,26,16,31,35,9,,7,16,17,40,36,1,28,4,5,31,24,38,5,7,43,5,8,5,19,15,1,,14,13,3,3,7,7,13,35,36,12,5,4,25,7,40,4,12,18,6,43,3,808
Orinda,77,68,63,34,43,28,,40,16,10,179,28,1,120, -   ,7,5,140,43,35,23,69,8,18,35,28,76,8,,145,17,14,4,30,11,43,106,100,47,80,5,8,24,30,1,2,89,1,30,7,"1,996"
West Oakland,598,863,198,587,106,89,,273,181,258,"2,367",631,82,160,53,180,126,"1,947",174,53,35,658,194,132,12,172,347,53,,"1,466",56,8,16,18,128,88,77,"2,058",165,95,97,142,375,157,106,69,50,18,134,13,"15,865"
Pittsburg Center,169,213,126,86,175,25,,23,23,39,417,71,14,519,4,34,9,271,40,20,8,101,71,44,35,35,358,14,,205,11,52,2,47,66,57,155,331,116,58,68,29,87,57,40,36,271,1,83,10,"4,726"
Pleasant Hill/Contra Costa Centre,441,249,312,118,144,44,,22,62,65,855,75,15,437,3,87,33,568,92,54,32,99,75,20,139,68,309,16,,579,52,148,42,143,75,141,76,521,36,171,69,8,21,102,39,42,261,1,328,25,"7,314"
Powell St,"1,474","2,106",875,"2,454",572,465,,899,425,"2,807",437,"1,118",730,747,226,"2,110",505,412,"1,537",340,271,"2,198","1,431",477,50,879,955,279,,241,228,136,44,66,"1,950",402,395,261,"1,539",162,388,378,"1,108",438,543,259,240,150,691,128,"36,526"
Richmond,628,933,411,869,72,496,,77,"1,004",219,"1,799",557,40,152,19,171,69,"1,266",675,448,120,615,291,141,15,190,773,91,,"1,225",462,38,23,27,214,107,23,"1,620",164,63,161,153,240,123,84,67,86,11,90,54,"17,176"
Rockridge,163,113,159,85,107,22,,60,50,33,321,71,16,168,9,23,18,286,130,64,17,324,40,65,84,82,160,6,,219,17,12,5,135,111,98,178,191,73,37,20,22,103,25,28,13,162,1,139,2,"4,267"
San Bruno,96,414,88,404,100,85,,33,35,362,685,69,160,84,14,421,28,251,102,38,8,66,234,49,2,21,79,95,,366,14,39,5,2,92,42,59,431,141,20,39,50,60,164,128,12,31,6,72,11,"5,807"
South Hayward,171,173,200,172,36,52,,462,116,50,637,543,48,49,142,44,105,411,162,69,440,575,49,345,3,341,223,29,,469,31,3,16,8,154,20,24,460,131,14,60,74,501,53,44,316,50,120,43,281,"8,519"
San Leandro,899,522,631,289,122,296,,645,274,161,"1,439","1,033",19,68,293,160,503,"1,019",280,144,350,"1,709",115,758,15,687,478,28,,"1,260",129,8,13,32,334,83,31,"1,228",227,92,41,682,65,200,66,362,41,144,53,212,"18,240"
San Francisco International Airport,125,271,66,148,367,10,,126,58,439,429,67,445,252,29,605,71,90,279,32,18,114,117,46,15,66,140,385,,126,18,77,27,35,203,62,94,492,151,19,107,47,184,104,105,30,92,5,305,17,"7,110"
South San Francisco,100,404,109,371,76,13,,36,10,191,700,77,62,32,18,208,46,369,123,14,11,43,79,23,4,25,46,87,,317,7,3,1,3,102,35,61,634,78,19,88,34,50,136,44,30,20,1,52, -   ,"4,992"
Union City,355,163,148,181,14,109,,473,67,21,527,381,42,64,57,52,203,254,117,79,479,528,12,610,5,212,193,7,,344,16,4,25,3,49,33,35,271,83,18,10,272,384,27,31,48,20,86,34,296,"7,442"
Walnut Creek,272,113,208,115,277,29,,57,48,24,441,64,31,910,18,68,8,314,129,39,23,117,27,53,207,60,321,6,,441,30,196,23,74,47,264,340,321,62,156,37,43,45,103,22,12,55,8,494,6,"6,758"
West Dublin/Pleasanton,31,75,44,93, -   ,14,,214,5,7,239,170,2,17,282,29,174,150,21,4,27,186,61,113,4,171,38,7,,131,3,4,19,2,36,1,2,165,23,5,7,91,164,14,1,52,5,20,4,31,"2,958"
Pittsburg/Bay Point,419,461,241,491,274,38,,28,95,123,"1,200",104,98,831,1,131,12,705,96,19,24,116,113,35,135,63,477,17,,920,74,119,35,37,135,101,280,"1,062",76,120,67,48,71,265,50,40,453,1,102,34,"10,437"
Warm Springs/South Fremont,158,40,135,80,36,40,,161,81,27,227,213,14,29,20,50,159,218,103,9,370,235,40,369,3,110,92,7,,151,38,4,8,13,22,7,21,172,48,4,3,305,238,16,3,304,15,28,35,29,"4,490"
Entries,"20,794","24,948","14,430","22,874","8,714","8,157",,"15,860","12,267","20,565","49,342","20,597","6,662","11,889","4,744","16,465","9,390","28,961","20,602","6,953","7,101","28,713","11,710","11,911","2,298","12,072","17,249","4,352",,"30,531","4,634","3,108",961,"2,072","16,626","4,932","7,137","42,265","17,575","4,066","5,728","9,067","18,114","7,314","5,252","8,191","6,539","2,784","10,523","4,332","631,371"
