Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Concord,605,668,494,629,900,122,57,130,161,258,"2,071",215,76,201,18,175,72,"1,612",187,95,72,252,329,116,793,94,581,118,49,"1,412",41,263,117,247,173,795,533,"2,669",204,367,185,46,145,558,117,71,"1,297",26,"1,187",41,"21,644"
Castro Valley,55,261,58,147,10,17,7,310,74,73,602,247,14,11,57,112,622,654,40,38,130,402,61,116,9,499,73,20,13,794,22, -   ,19,10,97,3,4,922,19, -   ,41,128,376,57,25,108,33,497,12,55,"7,954"
Daly City,452,"2,233",295,"2,006",273,76,55,179,241,521,"3,637",433,219,167,67,255,247,"2,677",394,48,127,476,422,186,29,312,217,690,73,"2,861",128,45,31,49,327,105,102,"7,347",314,31,804,76,269,"1,028",399,61,178,93,210,45,"31,510"
Dublin/Pleasanton,153,404,120,251,32,62,93,"1,006",108,175,"1,442",566,55,64,579,249,216,"1,355",170,22,254,"1,192",111,370,18,593,197,57,107,"1,275",36,10,213,3,219,22,39,"1,802",74,38,41,260,729,335,44,257,43,201,40,70,"15,772"
Embarcadero,"2,150","1,600","2,169","2,405","1,744",819,300,"1,911","1,370","3,496",840,"1,983",982,"1,847",866,"2,640","1,715",283,"3,176","1,106",653,"3,296","1,426","1,229",543,"1,758","1,650",331,150,185,722,503,120,454,"4,622",607,"1,648",829,"2,161",765,589,"1,128","2,569",458,706,859,"1,037",518,"1,845",232,"66,995"
El Cerrito del Norte,"1,445","1,486",932,"1,673",109,815,166,343,"2,345",659,"3,291",646,231,234,40,364,148,"3,192",233,411,239,969,474,236,54,413,"1,260",207,117,"2,943",445,30,123,68,273,77,104,"4,722",813,147,202,159,427,478,172,201,191,42,193,128,"34,670"
El Cerrito Plaza,894,413,469,388,36,471,34,108,"1,794",140,"1,057",219,27,77,30,58,30,"1,135",383,78,67,468,92,46,43,214,573,85,28,950,383,20,43,13,91,15,51,"1,399",710,103,32,103,187,156,65,104,60,24,58,28,"14,052"
Fremont,373,322,214,190,49,71,444,662,177,109,608,483,43,78,173,129,253,556,249,83,134,824,66,"1,142",6,378,274,21,450,578,44,3,57,24,84,14,82,760,143,18,83,717,566,101,15,715,26,67,66,321,"13,045"
Fruitvale,804,"1,804",666,"1,953",237,688,326,"2,255","1,170",530,"4,266","1,877",93,250,521,471,"1,232","3,010","1,014",431,743,432,473,"1,677",171,861,"1,023",80,178,"2,680",425,33,99,198,970,104,165,"5,829",713,368,181,851,"2,122",221,80,720,290,651,173,590,"46,699"
Glen Park,305,"1,085",330,"1,156",265,101,19,159,207,388,"1,740",275,276,258,49,362,93,"1,377",468,96,31,451,167,171,60,265,302,206,26,"2,174",56,52,22,27,287,88,114,"4,388",353,127,453,122,255,237,178,37,58,61,169,42,"19,988"
Hayward,744,471,580,414,134,159,278,862,289,176,"1,061",899,55,130,135,208,474,"1,019",268,51,"1,107","1,507",211,200,48,646,435,88,337,846,148,40,41,21,333,60,88,"1,643",239,104,87,632,"1,176",89,50,947,103,182,88,638,"20,541"
Lafayette,131,157,138,177,104,16,6,26,59,38,431,34,13,932,4,29,5,457,38,42,9,167,38,31,54,31,174,22,9,654,17,73,31,51,8,133,321,509,59,123,10,5,46,97,5,26,340, -   ,228,14,"6,122"
Lake Merritt,146,929,116,566,99,194,188,"1,293",331,431,"1,958","1,126",34,79,507,272,744,"1,691",420,229,399,"1,077",276,709,19,139,218,34,195,"1,649",139,35,110,6,256,42,102,"2,989",239,74,41,517,"1,542",111,27,454,107,324,92,251,"23,526"
MacArthur,634,"1,265",427,796,539,457,125,487,879,275,"2,075",790,180,512,52,239,188,"1,605","1,202",540,234,"1,197",341,379,142,233,185,91,107,"1,375",342,106,57,131,356,394,431,"2,821","1,122",185,74,241,633,292,91,279,504,65,663,78,"26,416"
Millbrae,177,490,95,370,86,44,2,94,138,568,799,90,321,128,13,670,47,271,191,77,23,80,214,72,26,33,115,118,1,514,24,7,7,10,96,11,24,815,115,34,95,30,27,713,133,8,67,2,80,3,"8,168"
Milpitas,86,66,125,67,41,36,104,200,86,22,244,114,16,43,30,76,112,129,117,39,407,150,29,328,11,149,104,3,98,243,36,13,25,3,16,16,27,233,67,18,30,186,115,39,5,305,16,42,27,282,"4,776"
Montgomery St,"2,368","2,067","2,036","3,222","1,336",834,244,"2,396",908,"6,316",715,"2,033","1,366","1,851",847,"3,399","1,297",219,"3,625","1,060",695,"3,260","2,593","1,115",668,"1,754","1,716",541,249,268,599,479,111,594,"4,411",422,"1,673",416,"2,483",774,981,"1,064","2,777",558,872,843,"1,253",347,"2,113",234,"74,002"
North Berkeley,311,316,340,288,35,303,41,154,282,98,562,258,22,47,29,118,40,622,427,433,69,442,54,150,9,124,353,35,24,489,73,16,43,11,69,6,77,677,567,15,16,46,157,111,11,16,115,8,73,58,"8,640"
North Concord/Martinez,107,127,126,97,127,5,15,42,35,48,460,37,25,203,1,59,12,352,33,20,3,31,78,34,50,35,114,13,6,426,12,38,43,27,12,132,129,581,8,66,42,6,41,180,47,8,137,2,289,3,"4,524"
Oakland International Airport,65,65,47,39,72,52,24,26,105,47,98,121, -   ,80,11,24,144,122,89,36,42,93,12,28,31,62,42,6,20,77,39,25,23,11,33,21,90,144,54,34,18,40,44,63,7,30,73,41,89,17,"2,576"
Orinda,173,221,112,89,35,20,12,66,30,21,295,15,10,214,6,48,3,417,48,12,23,204,29,16,46,10,142,15,2,480,11,37,32,39,12,41,144,363,78,129,22,10,33,93,12,2,282,1,42,1,"4,198"
West Oakland,527,"1,611",265,"1,231",143,238,39,525,298,431,"3,348",678,132,199,64,327,240,"4,243",247,51,82,917,341,326,9,185,365,118,23,"3,684",59,17,38,8,188,106,71,"5,753",179,109,246,161,349,327,189,89,110,72,152,58,"29,168"
Pittsburg Center,188,268,184,271,223,31,22,36,59,55,523,76,51,747,10,104,9,504,69,32,9,102,127,49,123,24,355,18,17,312,8,100,24,59,58,55,254,672,68,89,68,46,90,161,35,25,462,6,120,6,"7,004"
Pleasant Hill/Contra Costa Centre,636,527,483,310,247,102,38,76,157,87,"1,425",131,54,593,4,95,44,"1,467",112,56,83,169,164,72,308,122,505,43,23,"1,525",72,114,114,158,76,335,127,"1,985",45,334,119,10,91,364,40,19,545,9,520,32,"14,767"
Powell St,"3,087","4,267","2,136","6,301","1,460","1,038",320,"2,348","1,299","9,096",818,"2,744","2,214","2,114",928,"5,818","1,533","1,104","3,725","1,181",631,"4,624","3,974","1,282",420,"2,462","2,392",827,175,328,551,535,128,282,"5,525",686,"1,596",562,"2,779",671,"1,394",947,"2,571","1,125","1,429",686,"1,207",536,"2,116",181,"96,153"
Richmond,926,"1,462",597,"1,578",73,603,61,290,"1,740",490,"2,111",709,159,174,19,330,88,"1,843",737,671,127,719,464,262,35,269,813,114,65,"1,800",526,15,73,54,270,79,59,"3,453",156,131,283,166,357,226,121,139,158,30,107,90,"25,822"
Rockridge,399,304,286,249,150,39,16,86,64,107,748,134,11,320,3,30,59,713,159,140,21,415,101,99,138,77,221,39,10,737,44,94,27,152,106,82,418,841,163,76,27,29,142,136,14,64,344,2,242,5,"8,883"
San Bruno,237,895,125,971,107,108,17,151,54,932,"1,079",123,265,195,43,893,15,495,210,47,79,178,490,78,8,68,71,140,37,801,18,52,17,21,228,76,79,"1,513",283,50,101,50,105,286,232,25,106,6,172, -   ,"12,332"
South Hayward,323,385,254,312,84,62,210,683,177,73,766,482,44,58,138,74,211,900,144,98,671,789,142,549,16,448,283,34,186,913,64,11,48,11,197,41,23,"1,139",186,29,32,117,726,79,47,381,45,203,67,342,"13,297"
San Leandro,"1,137",925,552,786,113,310,155,"1,124",529,263,"1,921","1,253",71,129,361,283,831,"2,014",397,187,457,"2,203",244,"1,097",48,"1,564",637,41,123,"2,213",135,21,65,57,459,106,112,"3,212",379,163,74,820,153,181,131,486,126,396,107,327,"29,478"
San Francisco International Airport,306,556,251,384,633,89,14,143,276,656,763,141,633,525,43,945,265,349,405,125,38,199,216,150,117,97,291,683,22,373,99,170,40,120,294,166,342,"1,233",215,180,264,66,169,254,219,54,328,83,619,12,"14,615"
South San Francisco,239,652,94,803,166,14,6,87,76,393,"1,150",87,120,105,18,381,39,727,201,51,15,90,161,66,2,56,105,202,6,659,10,38,8,12,138,35,49,"1,673",112,10,197,34,107,336,83,9,39,9,103,33,"9,806"
Union City,460,272,274,264,51,139,258,484,282,54,819,445,18,67,76,69,249,805,187,106,633,723,49,886,15,396,281,7,287,608,35,7,42,5,88,38,36,845,141,62,21,386,517,67,11,153,32,171,57,608,"12,586"
Walnut Creek,562,386,361,324,534,58,30,109,158,103,931,158,29,"1,365",29,198,33,915,205,68,15,226,68,112,290,107,495,60,21,"1,135",140,215,88,252,98,481,553,"1,394",164,370,109,59,119,314,44,45,108,9,924,21,"14,592"
West Dublin/Pleasanton,50,145,78,134,19,22,61,687,45,82,416,257,3,32,519,75,301,446,43,28,116,565,108,204,4,328,70,5,51,331,5,10,70,1,59,1,7,625,34,8,5,222,442,78,5,122,14,92,11,43,"7,079"
Pittsburg/Bay Point,504,852,466,797,291,59,44,84,263,252,"1,879",150,134,"1,292",16,276,39,"1,471",176,40,51,170,230,61,159,64,751,57,12,"1,515",68,246,104,94,197,152,511,"2,783",74,252,151,80,137,552,111,74,879,10,134,44,"18,808"
Warm Springs/South Fremont,140,100,113,78,19,96,321,315,64,58,173,346,20,44,48,64,80,208,112,26,245,513,44,400,15,259,72,3,302,196,69, -   ,19,2,33,8,29,165,99,2,5,347,314,27,18,516,17,55,33,63,"6,295"
Entries,"31,380","41,660","24,147","43,046","15,068","12,893","5,701","27,429","22,921","39,712","71,648","29,462","13,102","21,321","8,098","30,167","15,927","59,918","33,111","13,346","12,426","45,784","20,907","19,786","5,777","22,088","26,456","8,689","4,710","59,337","8,481","4,841","3,175","4,423","30,597","7,490","14,196","112,301","26,190","8,387","11,872","13,750","29,081","15,568","9,421","12,541","14,339","6,686","18,637","6,934","1,144,927"
