Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Colma,215,808,142,871,188,34,14,76,105,485,"1,622",43,84,79,13,186,41,954,133,36,35,96,305,37,9,71,86,448,1,"1,036",23,14,9,5,91,81,47,"2,292",122,29,321,63,80,837,86,93,47,8,153,28,"12,682"
Concord,749,704,581,652,754,86,84,203,170,263,"2,061",243,102,244,17,228,79,"1,799",255,131,55,268,271,159,843,163,699,163,17,"1,646",77,267,122,307,131,906,537,"2,400",235,366,154,78,158,487,140,57,"1,580",18,"1,214",24,"22,947"
Castro Valley,67,268,64,134,13,53,12,302,91,87,687,305,26,11,46,75,690,768,34,37,140,516,80,100,10,456,60,25,25,778,19,2,26,4,75,5,13,847,23,10,26,100,385,91,18,86,26,458,7,27,"8,208"
Daly City,547,"2,562",304,"1,727",275,82,67,202,226,598,"3,987",324,207,193,58,252,262,"2,797",396,48,83,484,424,160,33,286,229,639,38,"2,848",152,61,39,43,391,80,131,"6,748",292,62,662,107,278,"1,050",286,108,214,84,205,62,"31,393"
Dublin/Pleasanton,177,534,196,336,21,65,134,"1,011",138,187,"1,577",670,45,87,632,323,175,"1,769",246,39,231,"1,381",157,351,23,625,308,37,58,"1,554",52,7,233,11,231,18,64,"1,691",126,45,53,253,569,316,45,302,58,204,43,71,"17,479"
Embarcadero,"2,384","1,804","2,063","2,415","1,662","1,045",318,"2,199","1,313","3,465",990,"2,078","1,019","2,127",957,"2,765","2,069",331,"3,214","1,045",782,"3,704","1,660","1,196",545,"2,143","2,024",355,167,234,809,520,181,475,"4,897",503,"2,002",744,"2,534",962,549,"1,023","2,752",535,711,770,"1,311",694,"1,987",230,"72,262"
El Cerrito del Norte,"1,472","1,765","1,016","1,484",111,884,152,352,"2,375",638,"3,578",825,237,268,54,419,203,"3,182",203,484,279,"1,024",470,317,87,521,"1,218",236,113,"2,985",466,48,199,58,361,67,126,"4,491",838,143,217,206,457,463,142,242,204,59,185,164,"36,088"
El Cerrito Plaza,727,390,524,340,35,454,53,100,"1,741",132,871,181,35,133,46,54,28,"1,073",528,84,71,462,62,86,25,199,567,90,26,925,342,25,58,31,151,26,49,"1,255",699,91,62,93,171,177,59,115,94,15,71,32,"13,658"
Fremont,395,349,279,187,62,43,412,673,179,84,741,470,48,66,160,98,246,609,277,69,145,786,51,"1,194",23,401,303,23,376,680,58,5,79,24,91,38,67,632,139,20,60,848,543,58,11,"1,305",25,56,52,324,"13,864"
Fruitvale,972,"2,246",850,"1,609",275,837,323,"2,291","1,273",456,"4,207","2,031",76,258,591,443,"1,357","3,215",973,498,728,388,468,"1,511",157,952,"1,083",124,193,"2,592",500,35,106,318,950,116,160,"4,982","1,031",355,237,"1,012","2,340",205,72,666,274,633,236,430,"47,635"
Glen Park,380,"1,137",355,"1,166",235,112,44,203,185,444,"1,973",486,308,224,75,411,139,"1,541",448,91,43,418,169,242,32,260,319,208,25,"2,149",87,45,27,50,262,99,165,"3,715",376,89,426,78,190,282,160,53,81,67,238,33,"20,345"
Hayward,772,480,672,385,89,145,271,711,322,221,"1,052",896,47,156,123,188,436,981,385,85,"1,216","1,557",281,115,44,694,456,78,240,885,164,16,35,29,270,64,73,"1,378",270,115,40,610,992,95,35,"1,006",94,153,68,533,"20,023"
Lafayette,118,119,200,158,121,45,9,35,66,43,462,47,14,"1,041",3,32,26,463,59,31,24,168,27,25,42,41,191,31,10,560,14,60,54,55,35,72,403,413,54,128,9,7,73,131,2,27,364,2,289,3,"6,406"
Lake Merritt,156,"1,089",95,691,119,208,212,"1,331",387,409,"2,230","1,268",44,127,442,304,721,"2,056",477,195,414,"1,131",271,806,32,150,272,31,137,"1,709",153,30,134,23,282,52,85,"2,708",323,108,50,529,"1,645",111,49,482,86,355,74,254,"25,047"
MacArthur,658,"1,357",504,780,552,434,138,587,914,324,"2,306",848,134,704,59,260,237,"1,909","1,322",571,239,"1,264",363,402,140,238,205,135,89,"1,451",364,114,100,112,389,409,442,"2,281","1,220",235,78,371,643,252,82,231,534,86,788,104,"27,959"
Millbrae,225,574,155,470,138,68,2,79,206,641,876,61,406,149,14,722,36,340,226,74,22,134,188,117,27,43,115,137,5,638,43,8,12,11,124,13,39,903,173,27,157,39,79,882,132,4,33,14,54,14,"9,649"
Milpitas,120,43,83,57,15,24,108,136,73,22,196,113,21,11,27,52,52,148,100,23,356,173,27,263,4,116,94,1,83,252,33,2,32,9,13,2,17,177,79,2,20,222,111,16,2,241,14,22,30,194,"4,031"
Montgomery St,"2,177","2,223","2,025","3,056","1,287",831,391,"2,526","1,032","6,376",845,"2,334","1,421","1,923",957,"3,558","1,805",241,"3,404",992,750,"3,458","2,481","1,181",556,"2,086","1,713",707,260,275,576,638,147,586,"4,135",520,"1,545",338,"2,506",726,938,"1,056","2,843",651,898,"1,001","1,255",439,"2,025",305,"75,999"
North Berkeley,337,396,335,334,22,243,24,118,311,91,631,189,22,57,37,139,58,640,524,339,63,503,90,164,16,146,346,41,25,469,44,15,67,17,89,17,96,595,569,24,15,10,216,106,12,48,88,11,77,68,"8,894"
North Concord/Martinez,113,200,191,141,122,9,9,52,43,33,496,25,11,241,3,63,12,367,44,29,4,29,56,17,39,30,109,2,6,568,18,43,49,13,28,138,133,597,17,63,14,11,21,215,50,7,143,1,205,3,"4,833"
Oakland International Airport,50,59,61,60,110,42,16,29,90,56,117,99,4,83,13,13,167,158,136,33,49,65,24,12,30,56,40,6,33,78,45,32,19,8,31,15,117,136,74,18,11,41,46,98,3,19,85,39,110,15,"2,751"
Orinda,227,184,162,67,43,34,9,48,51,33,293,49,8,213,7,38,14,406,41,59,26,305,40,21,46,17,138,19,3,556,27,21,41,35,19,60,185,293,49,127,23,5,30,86,5,10,227,2,84,5,"4,491"
West Oakland,492,"1,669",257,"1,246",141,161,52,414,298,447,"3,430",724,91,155,87,377,235,"4,470",273,133,96,918,287,196,16,177,396,122,19,"3,424",65,39,71,18,149,64,77,"4,876",248,119,235,200,368,376,123,137,118,42,159,53,"28,340"
Pittsburg Center,218,234,205,242,250,20,19,25,43,61,557,107,44,829,6,78,13,454,68,49,18,149,114,68,78,24,392,28,1,320,10,100,38,60,62,71,279,720,104,119,91,37,130,98,35,36,461,2,133,3,"7,303"
Pleasant Hill/Contra Costa Centre,583,601,542,301,259,45,26,75,157,73,"1,482",174,39,665,9,159,55,"1,764",90,73,58,151,199,33,304,123,502,47,14,"1,412",89,161,181,172,120,315,113,"1,734",49,351,142,26,66,329,69,51,507,10,582,34,"15,116"
Powell St,"2,815","3,517","2,008","5,148","1,157",961,258,"2,156","1,207","7,602",687,"1,998","1,838","2,120",667,"5,474","1,472",790,"3,575","1,035",622,"4,010","3,498","1,165",382,"2,190","1,896",838,143,295,516,541,166,228,"4,704",710,"1,490",511,"2,907",583,"1,199",771,"2,347","1,279","1,229",550,"1,069",503,"1,888",170,"84,885"
Richmond,854,"1,753",670,"1,716",62,660,67,213,"2,126",579,"2,279",758,162,214,31,307,120,"2,177",767,632,119,"1,034",424,227,39,350,"1,082",186,70,"1,919",560,15,99,57,283,133,71,"3,097",223,127,285,202,305,199,102,76,185,14,161,49,"27,840"
Rockridge,358,335,270,217,241,46,25,94,81,87,768,185,27,342,10,72,49,806,155,131,35,308,93,123,132,102,225,57,5,669,43,80,20,181,118,120,414,720,152,89,39,34,212,168,52,56,493,2,292,16,"9,349"
San Bruno,221,823,150,712,114,92,6,107,75,933,"1,063",97,257,187,37,737,44,555,221,58,71,185,420,25,6,86,99,179,41,785,27,46,16,16,188,78,126,"1,294",261,41,79,69,45,291,161,42,77,8,183,2,"11,436"
South Hayward,472,374,300,352,76,56,243,609,208,156,960,519,76,100,106,95,244,863,202,111,876,931,91,485,9,452,383,65,231,894,14,16,27,16,201,28,31,946,194,31,53,116,685,66,59,505,57,149,74,475,"14,282"
San Leandro,"1,198","1,103",649,701,137,376,164,"1,077",518,276,"2,012","1,124",113,144,395,326,631,"2,245",459,156,456,"2,410",239,"1,017",83,"1,715",617,90,117,"2,353",197,16,83,44,463,116,84,"2,759",355,200,57,890,168,226,78,598,107,373,83,282,"30,080"
San Francisco International Airport,209,537,180,390,542,53,8,142,170,619,777,115,737,417,62,888,239,363,413,136,18,137,199,74,124,84,252,718,5,406,69,160,54,78,348,72,280,"1,137",178,136,215,33,197,283,218,50,287,65,568,26,"13,468"
South San Francisco,209,679,134,855,191,21,10,79,110,353,"1,101",102,135,130,23,307,54,817,162,51,7,99,179,49, -   ,50,106,202,4,751,16,35,20,10,130,25,87,"1,434",91,36,162,57,73,340,97,47,62,3,100,5,"9,800"
Union City,508,303,320,240,54,160,309,539,336,81,932,474,23,60,107,100,310,652,214,105,758,676,65,704,24,405,267,19,214,758,54,19,42,12,95,36,39,702,82,49,41,425,532,77,55,128,61,192,57,549,"12,964"
Walnut Creek,600,392,419,275,507,76,30,141,236,134,889,149,30,"1,917",31,207,53,"1,196",189,107,39,240,78,86,321,83,521,38,16,"1,163",84,206,102,191,124,480,550,"1,272",203,508,69,36,118,335,83,47,105,10,856,8,"15,550"
West Dublin/Pleasanton,65,184,78,127,8,15,33,569,63,92,577,220,20,53,428,90,228,647,43,10,59,576,81,156,2,354,68,10,27,440,11,3,59,6,31,3,14,510,19,3,12,153,341,49,4,143,21,64,2,36,"6,807"
Pittsburg/Bay Point,593,947,441,792,309,70,31,65,207,293,"1,985",203,146,"1,201",10,337,62,"1,627",186,47,44,258,215,46,210,64,788,72,28,"1,588",85,169,115,90,193,123,601,"2,424",131,247,186,95,95,542,105,71,867,2,183,54,"19,243"
Warm Springs/South Fremont,115,121,133,20,27,79,318,217,76,55,178,332,22,21,53,69,94,196,151,31,244,281,44,418,2,254,71,7,164,243,85,3,16,1,44,4,32,185,52,13,3,437,231,34,3,445,5,32,48,62,"5,771"
Entries,"32,485","45,286","25,697","41,066","14,758","13,428","6,345","27,802","24,487","39,468","75,877","30,249","13,335","23,247","8,371","30,940","17,475","64,364","34,577","13,498","13,052","47,547","21,037","19,138","5,862","23,717","27,834","9,717","3,965","61,890","8,921","5,017","4,040","4,524","30,133","7,653","14,878","97,951","28,623","8,941","11,346","14,575","29,301","16,511","9,279","13,824","14,876","6,711","19,142","6,499","1,169,259"
