Station_Name,Report_Date,Latitude,Longitude,Total_Entering,Total_Exiting,Entering_Percent_Change,Exiting_Percent_Change
Walnut Creek,2021-03-01,37.905809,-122.067316,19360,18626,0.31494939889968077,0.31113613965929887
Walnut Creek,2021-04-01,37.905809,-122.067316,21828,20787,0.12747933884297522,0.1160206163427467
Walnut Creek,2021-05-01,37.905809,-122.067316,25026,24021,0.14650907091808685,0.15557800548419684
Walnut Creek,2021-06-01,37.905809,-122.067316,30578,29923,0.22184927675217775,0.24570167769868032
Walnut Creek,2021-07-01,37.905809,-122.067316,34764,34355,0.13689580744325985,0.14811349129432208
Walnut Creek,2021-08-01,37.905809,-122.067316,37612,36262,0.081923829248648022,0.055508659583757822
Walnut Creek,2021-09-01,37.905809,-122.067316,39532,38541,0.051047538019780923,0.062848160608901887
Walnut Creek,2021-10-01,37.905809,-122.067316,42452,41733,0.073864211271881,0.082820892037051452
Walnut Creek,2021-11-01,37.905809,-122.067316,41991,40766,-0.010859323471214549,-0.023171111590348167
Walnut Creek,2021-12-01,37.905809,-122.067316,39924,39315,-0.04922483389297707,-0.035593386645734193
Warm Springs/South Fremont,2020-01-01,37.50233,-121.93942,94936,96888,,
Warm Springs/South Fremont,2020-02-01,37.50233,-121.93942,93639,95809,-0.013661835341703885,-0.011136570060275783
Warm Springs/South Fremont,2020-03-01,37.50233,-121.93942,37768,38657,-0.59666378325270453,-0.59652015990147067
Warm Springs/South Fremont,2020-04-01,37.50233,-121.93942,4490,4332,-0.88111628892183858,-0.88793750161678353
Warm Springs/South Fremont,2020-05-01,37.50233,-121.93942,6627,6567,0.47594654788418711,0.51592797783933519
Warm Springs/South Fremont,2020-06-01,37.50233,-121.93942,6964,7470,0.050852572808208846,0.13750571037003198
Warm Springs/South Fremont,2020-07-01,37.50233,-121.93942,5980,6663,-0.14129810453762207,-0.10803212851405622
Warm Springs/South Fremont,2020-08-01,37.50233,-121.93942,5771,6499,-0.034949832775919731,-0.024613537445595076
Warm Springs/South Fremont,2020-09-01,37.50233,-121.93942,6062,6978,0.050424536475480855,0.073703646714879209
Warm Springs/South Fremont,2020-10-01,37.50233,-121.93942,6936,7674,0.1441768393269548,0.0997420464316423
Warm Springs/South Fremont,2020-11-01,37.50233,-121.93942,6642,7127,-0.042387543252595153,-0.071279645556424284
Warm Springs/South Fremont,2020-12-01,37.50233,-121.93942,6295,6934,-0.052243300210779886,-0.027080117861652868
Warm Springs/South Fremont,2021-01-01,37.50233,-121.93942,5672,6262,-0.09896743447180302,-0.096913758292471883
Warm Springs/South Fremont,2021-02-01,37.50233,-121.93942,6229,6917,0.098201692524682652,0.10459916959437879
Warm Springs/South Fremont,2021-03-01,37.50233,-121.93942,7570,8147,0.21528335206293145,0.177822755529854
Warm Springs/South Fremont,2021-04-01,37.50233,-121.93942,7796,8448,0.029854689564068691,0.0369461151344053
Warm Springs/South Fremont,2021-05-01,37.50233,-121.93942,8314,9015,0.066444330425859413,0.067116477272727279
Warm Springs/South Fremont,2021-06-01,37.50233,-121.93942,10604,11379,0.27543901852297331,0.26222961730449251
Warm Springs/South Fremont,2021-07-01,37.50233,-121.93942,11975,12963,0.12929083364768013,0.13920379646717637
Warm Springs/South Fremont,2021-08-01,37.50233,-121.93942,13516,14664,0.1286847599164927,0.13121962508678547
Warm Springs/South Fremont,2021-09-01,37.50233,-121.93942,15242,16394,0.12770050310742823,0.1179759956355701
Warm Springs/South Fremont,2021-10-01,37.50233,-121.93942,16549,17700,0.085749901587718141,0.07966329144809077
Warm Springs/South Fremont,2021-11-01,37.50233,-121.93942,16522,17868,-0.0016315185207565412,0.0094915254237288131
Warm Springs/South Fremont,2021-12-01,37.50233,-121.93942,15865,17390,-0.039765161602711534,-0.026751734945153347
West Dublin/Pleasanton,2020-01-01,37.699746,-121.928064,80038,76254,,
West Dublin/Pleasanton,2020-02-01,37.699746,-121.928064,75618,72108,-0.055223768709862814,-0.054370918246911634
West Dublin/Pleasanton,2020-03-01,37.699746,-121.928064,29447,28195,-0.61058213652833981,-0.60898929383702227
West Dublin/Pleasanton,2020-04-01,37.699746,-121.928064,2958,2784,-0.89954834108737736,-0.90125908849086722
West Dublin/Pleasanton,2020-05-01,37.699746,-121.928064,3542,3465,0.19743069641649763,0.24461206896551724
West Dublin/Pleasanton,2020-06-01,37.699746,-121.928064,5776,5472,0.6307171089779785,0.57922077922077919
West Dublin/Pleasanton,2020-07-01,37.699746,-121.928064,7108,6613,0.23060941828254847,0.20851608187134502
West Dublin/Pleasanton,2020-08-01,37.699746,-121.928064,6807,6711,-0.042346651660101292,0.014819295327385454
West Dublin/Pleasanton,2020-09-01,37.699746,-121.928064,7387,7092,0.085206405171147345,0.056772463120250333
West Dublin/Pleasanton,2020-10-01,37.699746,-121.928064,8409,8030,0.13835115743874374,0.13226170332769319
West Dublin/Pleasanton,2020-11-01,37.699746,-121.928064,7641,7134,-0.091330717088833391,-0.1115815691158157
West Dublin/Pleasanton,2020-12-01,37.699746,-121.928064,7079,6686,-0.07355058238450464,-0.062797869358003924
West Dublin/Pleasanton,2021-01-01,37.699746,-121.928064,6300,6012,-0.11004379149597401,-0.10080765779240203
West Dublin/Pleasanton,2021-02-01,37.699746,-121.928064,6986,6483,0.10888888888888888,0.0783433133732535
West Dublin/Pleasanton,2021-03-01,37.699746,-121.928064,8934,8425,0.27884340108789007,0.29955267623014037
West Dublin/Pleasanton,2021-04-01,37.699746,-121.928064,9938,9315,0.1123796731587195,0.10563798219584569
West Dublin/Pleasanton,2021-05-01,37.699746,-121.928064,11143,10665,0.12125176091768967,0.14492753623188406
West Dublin/Pleasanton,2021-06-01,37.699746,-121.928064,13243,12917,0.18845912231894463,0.21115799343647446
West Dublin/Pleasanton,2021-07-01,37.699746,-121.928064,14891,14548,0.12444310201615948,0.12626770922040723
West Dublin/Pleasanton,2021-08-01,37.699746,-121.928064,16520,15956,0.10939493653884896,0.0967830629639813
West Dublin/Pleasanton,2021-09-01,37.699746,-121.928064,17022,16450,0.030387409200968524,0.030960140386061669
West Dublin/Pleasanton,2021-10-01,37.699746,-121.928064,18133,17558,0.065268476089766186,0.067355623100303949
West Dublin/Pleasanton,2021-11-01,37.699746,-121.928064,17630,17068,-0.027739480505156344,-0.027907506549720924
West Dublin/Pleasanton,2021-12-01,37.699746,-121.928064,17442,16769,-0.010663641520136132,-0.017518162643543472
West Oakland,2020-01-01,37.804882,-122.295148,169793,188393,,
West Oakland,2020-02-01,37.804882,-122.295148,164883,183601,-0.0289175643283292,-0.0254361892427001
West Oakland,2020-03-01,37.804882,-122.295148,79111,87077,-0.52019917153375428,-0.525726984057821
West Oakland,2020-04-01,37.804882,-122.295148,15865,16626,-0.79945898800419668,-0.80906553969475292
West Oakland,2020-05-01,37.804882,-122.295148,18623,19396,0.17384179010400252,0.16660651990857692
West Oakland,2020-06-01,37.804882,-122.295148,26411,27122,0.41819255759007679,0.39832955248504848
West Oakland,2020-07-01,37.804882,-122.295148,28806,30127,0.090681912839347248,0.11079566403657547
West Oakland,2020-08-01,37.804882,-122.295148,28340,30133,-0.016177185308616261,0.00019915690244631061
West Oakland,2020-09-01,37.804882,-122.295148,29516,30720,0.041496118560338746,0.019480303985663559
West Oakland,2020-10-01,37.804882,-122.295148,33740,35694,0.14310882233364955,0.1619140625
West Oakland,2020-11-01,37.804882,-122.295148,31178,32975,-0.075933609958506218,-0.076175267551969517
West Oakland,2020-12-01,37.804882,-122.295148,29168,30597,-0.064468535505805377,-0.072115238817285821
West Oakland,2021-01-01,37.804882,-122.295148,26287,27285,-0.098772627537026883,-0.10824590646141778
West Oakland,2021-02-01,37.804882,-122.295148,27872,28760,0.060295963784380111,0.054059006780282207
West Oakland,2021-03-01,37.804882,-122.295148,33899,35327,0.21623851894374282,0.22833796940194714
West Oakland,2021-04-01,37.804882,-122.295148,35250,37313,0.039853682999498513,0.056217623913720385
West Oakland,2021-05-01,37.804882,-122.295148,38851,41355,0.10215602836879432,0.10832685659153646
West Oakland,2021-06-01,37.804882,-122.295148,44876,48673,0.15507966332912923,0.17695562809817433
West Oakland,2021-07-01,37.804882,-122.295148,47708,51602,0.063107228808271687,0.060177100240379679
West Oakland,2021-08-01,37.804882,-122.295148,51241,54594,0.074054665884128443,0.057982248750048447
West Oakland,2021-09-01,37.804882,-122.295148,56317,59821,0.0990612985695049,0.095743121954793564
West Oakland,2021-10-01,37.804882,-122.295148,60256,65760,0.069943356357760528,0.099279517226392069
West Oakland,2021-11-01,37.804882,-122.295148,57836,62974,-0.040161975570897505,-0.0423661800486618
West Oakland,2021-12-01,37.804882,-122.295148,55755,61401,-0.0359810498651359,-0.024978562581382792
