Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Civic Center/UN Plaza,"1,761","1,655","1,857","2,545","1,208",805,328,"1,722","1,081","4,255",379,"1,965","1,489","1,739",495,"3,156","1,165",831,"2,514",885,461,"3,994","1,748",815,282,"1,547","2,070",799,254,542,513,470,85,238,"3,337",357,"1,240",562,"1,513",607,876,647,"1,566",745,968,637,784,283,"1,372",133,"61,280"
Coliseum,912,908,600,822,272,382,173,"1,169",669,361,"1,947",196,68,230,203,310,535,"1,441",644,162,393,"1,506",355,911,14,775,764,107,122,"1,413",223,32,168,27,623,110,106,"2,665",554,97,88,456,946,169,67,354,114,211,209,255,"25,838"
Colma,199,778,99,862,172,26,3,71,33,392,"1,401",67,88,47,8,183,48,899,162,23,36,109,294,36,16,67,113,305,7,847,30,27,1,6,102,68,25,"2,083",88,10,281,44,72,760,86,43,22,3,156,7,"11,305"
Concord,530,657,417,680,831,147,83,123,162,272,"1,971",202,68,191,15,145,64,"1,481",209,93,48,214,315,127,780,88,582,110,52,"1,338",49,215,95,183,156,658,536,"2,367",153,359,176,68,129,523,114,53,"1,146",25,"1,116",49,"20,165"
Castro Valley,54,236,75,146,8,23,12,233,77,73,519,235,6,14,61,93,619,643,25,38,114,348,56,115,5,457,66,22,8,735,13,1,18,10,82,8,4,894,39,6,31,105,405,49,31,116,27,461,4,33,"7,453"
Daly City,440,"2,206",288,"1,896",273,93,34,195,194,446,"3,467",355,160,159,68,242,225,"2,349",401,72,108,428,362,171,19,232,240,562,63,"2,674",113,51,23,47,374,82,114,"6,538",233,47,704,76,235,"1,073",386,64,186,66,184,48,"29,066"
Dublin/Pleasanton,159,444,110,214,25,47,101,877,138,181,"1,260",571,55,65,596,212,201,"1,468",169,47,221,"1,161",81,365,12,510,196,43,97,"1,160",41,8,187,5,206,11,53,"1,683",65,29,21,211,674,329,38,259,27,176,54,66,"14,929"
Embarcadero,"2,020","1,388","2,028","2,202","1,528",770,271,"1,751","1,357","3,278",775,"1,697",879,"1,677",826,"2,360","1,805",333,"2,979","1,001",605,"2,826","1,346","1,274",497,"1,680","1,576",302,204,139,685,454,119,413,"4,138",571,"1,604",738,"1,639",730,536,"1,059","2,310",419,668,741,"1,063",592,"1,617",200,"61,670"
El Cerrito del Norte,"1,418","1,620",891,"1,630",92,857,138,332,"2,391",680,"3,111",636,219,203,48,372,149,"3,114",281,444,226,"1,076",454,269,62,433,"1,236",212,108,"2,743",444,36,128,51,274,57,125,"4,539",637,141,203,221,405,482,179,207,243,44,189,126,"34,176"
El Cerrito Plaza,842,388,447,359,27,411,37,116,"1,749",138,963,167,19,90,29,52,16,"1,062",427,81,79,371,100,70,46,202,484,59,54,861,330,19,26,13,72,15,42,"1,302",580,110,29,106,163,198,65,98,62,28,84,39,"13,127"
Fremont,342,256,175,142,55,52,389,597,156,125,523,423,42,53,135,114,257,542,226,87,143,740,49,910,8,383,235,6,424,490,51,7,63,20,66,12,134,668,115,10,48,573,527,84,17,915,38,53,56,255,"11,791"
Fruitvale,694,"1,830",658,"1,768",242,637,326,"2,083","1,027",457,"4,022","1,660",98,244,495,408,"1,206","2,588","1,005",386,706,349,363,"1,394",171,787,931,107,135,"2,420",422,31,102,227,897,85,150,"5,089",557,359,196,809,"1,963",216,70,660,282,605,162,542,"42,621"
Glen Park,327,"1,062",315,957,242,87,17,176,247,349,"1,767",292,267,260,36,330,84,"1,430",435,71,36,365,183,147,39,267,312,218,22,"2,014",79,52,13,38,249,71,116,"3,506",274,114,441,123,223,234,174,33,55,69,186,42,"18,446"
Hayward,713,495,523,406,99,127,288,783,311,191,951,827,39,107,135,184,441,"1,062",318,73,919,"1,324",188,203,45,582,381,63,377,800,110,39,39,15,279,57,76,"1,358",211,94,98,648,"1,027",116,56,817,83,189,73,492,"18,832"
Lafayette,101,158,102,132,88,17,6,16,74,30,413,32,15,907,2,27,10,360,50,41,11,129,29,22,40,33,158,22,4,597,20,50,35,68,24,141,335,449,54,122,16,4,57,89,2,13,305, -   ,230,15,"5,655"
Lake Merritt,129,938,111,572,114,221,190,"1,143",328,440,"1,722","1,045",39,77,487,249,640,"1,708",419,237,374,988,269,679,23,155,218,21,186,"1,500",204,36,83,10,190,36,92,"2,592",194,60,35,467,"1,457",96,26,365,87,277,88,226,"21,843"
MacArthur,580,"1,257",395,708,547,439,98,449,772,281,"2,051",692,181,515,50,239,194,"1,544","1,163",507,189,"1,035",347,327,156,185,206,94,104,"1,483",312,111,46,93,355,331,398,"2,465",932,180,67,246,619,282,94,232,504,64,644,75,"24,838"
Millbrae,181,452,91,398,88,46,1,66,135,568,699,98,233,116,23,611,37,286,216,77,6,104,173,49,32,46,99,141,2,493,25,11,9,13,102,14,41,711,92,38,113,23,45,920,88,13,48,10,68,8,"7,959"
Milpitas,90,58,123,64,24,45,114,165,98,25,258,101,16,50,28,71,89,198,79,53,431,128,29,341,5,164,103,3,109,205,36,15,45,3,23,25,16,219,39,16,21,176,135,53,10,297,21,30,34,306,"4,787"
Montgomery St,"2,084","1,739","1,821","2,987","1,251",789,222,"2,232",962,"5,997",672,"1,672","1,212","1,682",773,"3,108","1,146",221,"3,171",971,567,"3,026","2,241",993,650,"1,631","1,625",451,250,281,585,446,80,487,"3,857",374,"1,366",366,"1,948",712,896,"1,002","2,555",516,772,693,"1,126",339,"1,908",249,"66,704"
North Berkeley,261,336,323,346,21,226,19,113,294,96,589,235,27,34,12,105,46,603,474,354,64,399,73,130,10,176,309,31,27,466,67,18,41,8,59,5,72,603,451,15,13,34,178,152,17,33,79,1,80,64,"8,189"
North Concord/Martinez,124,97,133,116,132,8,7,42,46,52,524,18,23,203,2,58,9,315,35,18,1,39,35,28,43,40,113,15,18,385,20,38,38,23,24,131,127,536,11,37,6,13,28,151,63,5,149,2,216,5,"4,302"
Oakland International Airport,50,40,30,33,74,21,18,15,43,57,65,85,2,75,6,10,134,61,65,17,36,73,10,42,17,49,26,9,30,50,15,17,14,8,24,15,53,58,16,18,17,41,32,61,8,15,47,37,83,10,"1,832"
Orinda,155,187,143,75,31,17,6,76,46,27,232,14,15,192,4,45,3,356,49,12,22,199,24,12,70,7,120,19,3,437,9,12,27,17,7,35,138,289,53,112,4,10,39,96,5,8,221, -   ,59,1,"3,740"
West Oakland,498,"1,601",275,"1,164",151,197,53,445,302,404,"3,222",620,112,163,79,326,217,"3,928",236,56,57,880,314,227,14,162,366,116,24,"3,025",61,23,38,12,185,91,53,"4,861",171,98,189,143,317,297,139,74,86,43,132,40,"26,287"
Pittsburg Center,153,242,173,246,263,18,19,43,63,77,433,62,52,613,10,69,9,513,65,28,15,113,121,50,147,39,323,14,22,308,4,122,19,34,62,57,228,561,66,63,45,57,114,127,35,28,341,2,102,7,"6,377"
Pleasant Hill/Contra Costa Centre,544,510,469,270,238,121,46,58,159,74,"1,418",93,30,601,2,95,70,"1,398",104,40,126,111,179,72,285,121,483,37,15,"1,232",59,108,90,140,67,287,118,"1,893",34,317,104,23,92,355,38,9,489,24,471,33,"13,752"
Powell St,"2,846","3,528","1,893","5,203","1,229",950,301,"2,116","1,200","7,871",700,"2,287","1,785","1,901",839,"5,231","1,508",759,"3,562","1,134",613,"3,884","3,292","1,069",365,"2,120","2,088",646,176,283,522,450,85,274,"4,563",572,"1,579",591,"2,101",646,"1,232",778,"2,319",917,"1,238",560,"1,046",463,"1,933",232,"83,480"
Richmond,869,"1,195",486,"1,294",49,499,50,166,"1,477",360,"1,786",556,129,153,30,251,65,"1,335",598,477,101,558,361,166,37,202,695,83,43,"1,525",415,22,61,36,210,80,40,"2,573",147,89,168,128,263,192,100,87,142,14,75,94,"20,532"
Rockridge,312,361,259,178,132,38,13,78,55,69,705,132,13,318,5,47,56,695,173,136,27,393,98,69,131,69,234,36,14,663,34,60,20,177,108,89,455,758,103,62,19,42,127,189,28,55,317,3,229,5,"8,389"
San Bruno,199,707,118,822,112,102,7,114,48,789,948,74,255,190,49,723,20,484,194,30,54,158,473,76,17,43,67,119,28,715,17,28,20,5,190,56,71,"1,336",197,41,95,49,110,243,196,13,83,8,187,2,"10,682"
South Hayward,341,363,205,321,80,61,244,612,178,94,719,495,33,62,120,92,170,901,172,92,577,763,131,587,8,442,294,35,175,815,32,12,45,8,173,56,22,"1,008",153,56,48,92,706,91,54,354,53,190,76,308,"12,719"
San Leandro,"1,044",886,544,715,146,302,164,899,435,251,"1,712","1,127",59,94,383,279,732,"1,991",400,179,414,"1,989",232,"1,000",59,"1,467",591,43,113,"2,124",142,11,66,50,361,109,105,"2,864",280,159,69,659,144,186,89,535,121,372,97,311,"27,104"
San Francisco International Airport,218,382,153,285,512,41,9,113,99,563,682,110,511,452,30,842,202,236,356,102,38,135,159,99,69,77,225,599,31,301,55,111,48,76,191,120,196,959,131,78,236,46,138,230,214,57,241,44,484,15,"11,301"
South San Francisco,238,587,64,725,137,24,6,83,66,330,"1,039",70,121,110,20,358,36,677,169,51,16,76,148,66,1,54,92,170,7,603,26,41,6,11,112,35,56,"1,507",96,27,184,40,77,320,71,19,28,14,119,12,"8,945"
Union City,442,275,289,232,61,140,288,468,284,53,766,453,21,64,43,40,213,679,192,99,613,706,68,671,5,344,219,12,303,537,45,3,46,7,70,28,17,720,93,56,13,382,507,82,22,102,28,129,65,480,"11,475"
Walnut Creek,473,357,299,294,469,39,18,111,175,88,879,114,32,"1,157",20,203,31,929,214,59,33,239,65,79,261,112,473,53,15,"1,005",102,172,88,191,84,339,529,"1,264",146,360,90,56,125,349,38,38,142,6,788,14,"13,217"
West Dublin/Pleasanton,41,133,80,140,12,21,28,586,46,69,339,207, -   ,35,434,66,234,495,49,22,92,514,104,197,1,286,52,7,32,319,6,12,60, -   ,42,5,8,587,22,8,10,197,437,54,8,82,13,68,10,30,"6,300"
Pittsburg/Bay Point,435,809,467,699,278,48,34,93,219,215,"1,653",161,139,"1,125",5,285,58,"1,361",182,43,33,180,238,57,161,74,692,48,18,"1,424",74,227,90,70,127,122,487,"2,500",82,223,174,80,108,577,88,52,777,3,163,49,"17,307"
Warm Springs/South Fremont,125,109,139,53,13,103,265,287,75,54,154,286,8,54,26,41,85,197,97,27,256,419,49,348,13,207,72,8,300,206,78, -   ,12, -   ,39,8,36,183,91,3,2,273,281,38,11,391,7,40,39,64,"5,672"
Entries,"28,905","39,024","22,470","38,733","13,886","12,117","5,433","24,656","22,054","36,653","66,608","26,254","11,404","19,753","7,459","27,521","15,049","56,212","32,070","12,586","11,296","41,240","18,860","17,856","5,336","20,576","24,654","7,895","4,731","54,339","7,968","4,400","2,968","3,818","27,285","6,540","13,353","98,746","20,868","7,649","10,507","12,705","26,879","15,352","8,535","11,591","12,891","6,012","17,081","6,262","1,047,040"
