Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont, Exits 
Civic Center/UN Plaza,"4,735","4,595","4,974","7,391","2,507","2,790",843,"2,946","3,947","8,145","1,495","2,656","3,298","3,186","1,623","6,298","3,483","2,449","4,856","2,442","1,527","7,249","5,069","1,683","1,647","4,015","5,221","2,084",648,"1,686","2,725","1,067",542,"1,252","7,111",583,"2,846","2,226","2,734","3,402","2,514","1,468","3,776","4,675","2,496","1,457","2,850","1,268","2,532",554,"153,566"
Coliseum,"1,699","1,350","1,118","1,377",456,552,254,"1,722","1,139",579,"2,713",411,89,404,315,430,921,"3,336",878,250,518,"2,679",457,"1,336",75,"1,386","1,429",71,241,"2,383",255,56,457,68,923,167,272,"4,269",659,193,139,805,"1,166",374,124,548,122,446,247,624,"42,482"
Colma,408,"1,817",225,"1,794",241,54,14,112,212,"1,052","3,104",109,205,177,45,546,66,"2,522",220,62,60,152,558,98,63,83,197,485,23,"2,759",68,41,24,33,222,85,74,"5,390",178,89,578,90,77,"2,328",173,73,144,12,261,12,"27,415"
Concord,"1,386","1,303","1,086",952,"1,278",153,105,250,671,413,"3,448",446,183,522,46,445,82,"4,066",312,230,194,364,462,308,"1,074",255,882,120,113,"3,664",141,470,402,303,198,"1,130",878,"4,737",245,834,264,119,237,"1,623",167,113,"2,633",37,"1,714",73,"41,131"
Castro Valley,253,651,143,253,13,70,79,515,290,194,"1,660",387,40,40,133,205,"1,027","2,352",56,59,186,692,148,360,11,"1,045",184,15,57,"2,200",46,9,83,18,168,7,29,"2,545",61,60,57,273,780,211,33,156,63,790,20,106,"18,833"
Daly City,"1,105","4,257",580,"3,766",565,278,143,362,630,"1,042","6,797",465,533,434,220,530,582,"6,541",977,291,207,905,830,373,111,514,441,"1,126",163,"7,528",271,87,152,101,508,197,369,"14,531",572,228,"1,435",226,534,"3,007",819,228,444,165,466,192,"66,828"
Dublin/Pleasanton,667,"1,134",462,722,55,218,310,"1,162",785,365,"3,550",938,76,101,"1,031",598,451,"6,090",218,90,368,"1,639",351,605,24,"1,341",402,87,278,"4,457",98,3,780,20,303,35,58,"6,119",170,94,53,404,"1,130","1,420",78,475,56,311,38,214,"40,434"
Embarcadero,"7,169","6,152","7,580","8,627","4,098","3,548","1,663","4,930","6,292","7,941","2,536","3,978","2,639","4,972","2,624","6,793","7,213","1,923","7,451","3,799","2,749","7,021","5,301","3,081","3,995","5,574","6,852","1,678","1,235",511,"3,642","1,420","1,255","3,633","12,253","1,010","6,189","2,916","3,829","5,568","1,776","2,521","5,636","3,656","1,967","2,842","5,890","2,969","3,667",911,"213,475"
El Cerrito del Norte,"3,008","2,478","2,275","2,275",129,"1,140",305,538,"6,427",814,"5,710",924,354,337,81,944,249,"6,994",493,"1,072",384,"1,318",737,532,102,706,"2,197",320,210,"5,727",799,79,465,157,492,116,160,"9,516","1,513",267,389,264,581,"1,498",221,374,415,83,135,342,"66,646"
El Cerrito Plaza,"1,654",964,"1,392",859,83,703,184,226,"5,099",239,"2,689",268,44,189,56,298,115,"3,052",975,274,206,645,294,194,129,408,"1,170",120,116,"2,919",658,42,298,44,135,43,94,"3,794","1,295",311,145,151,394,811,79,178,209,49,109,126,"34,529"
Fremont,931,616,594,380,88,270,909,"1,013",890,172,"1,574",508,58,198,244,228,414,"2,375",378,173,395,"1,263",102,"1,734",38,732,573,26,"1,009","1,931",217,13,266,53,136,29,100,"2,383",243,112,51,931,907,333,21,918,70,140,156,924,"27,819"
Fruitvale,"1,404","2,820","1,358","2,705",388,986,562,"2,952","2,418",804,"6,946","2,713",141,364,670,874,"1,617","6,068","1,343",622,"1,202",610,658,"2,315",226,"1,384","1,851",112,479,"4,629",751,92,238,255,"1,343",163,212,"9,621","1,228",553,340,"1,419","2,894",595,120,"1,079",389,871,231,819,"74,434"
Glen Park,891,"3,035",647,"2,711",380,263,69,315,904,840,"4,813",349,508,409,124,739,291,"4,805",726,271,82,552,371,257,170,558,680,564,58,"5,830",305,64,201,116,744,143,340,"10,690",479,508,843,157,348,"1,427",441,112,309,124,399,58,"50,020"
Hayward,"1,490",752,887,574,203,262,551,"1,267",938,240,"1,735","1,305",94,217,272,352,709,"2,393",585,215,"1,670","2,320",299,295,51,985,645,58,648,"1,827",222,30,135,69,405,53,187,"2,761",320,113,172,"1,031","1,882",241,52,"1,704",155,339,132,"1,074","34,916"
Lafayette,551,564,585,347,153,71,45,42,394,112,"1,599",70,60,"1,365",10,119,33,"3,264",74,113,33,215,139,55,213,38,385,28,38,"2,692",65,94,229,200,32,203,565,"2,136",120,643,68,26,63,"1,192",21,18,784,2,304,8,"20,180"
Lake Merritt,215,"2,202",297,"1,420",249,382,403,"2,260","1,409",689,"4,237","1,622",77,228,"1,080",447,"1,498","4,843",687,414,799,"1,609",613,"1,083",62,284,478,71,352,"4,131",329,52,374,44,313,86,180,"5,937",367,137,90,936,"2,604",335,72,850,179,641,135,519,"48,321"
MacArthur,"1,491","3,143","1,176","2,173","1,076",822,333,700,"2,673",681,"5,238","1,257",214,882,151,499,372,"5,632","2,169","1,199",535,"1,994",648,638,321,503,551,244,230,"4,864",806,264,380,293,607,506,920,"6,493","1,849",619,151,372,"1,234","1,398",176,526,"1,013",122,890,157,"61,185"
Millbrae,428,"1,145",276,"1,051",131,140,5,78,691,882,"2,047",110,447,122,8,"1,028",64,"1,653",311,118,19,94,530,52,41,79,253,460,6,"1,862",116,16,22,52,177,28,95,"2,806",164,76,188,38,48,"3,142",285,39,87,19,60,4,"21,593"
Milpitas,332,286,289,182,63,187,265,394,833,88,710,195,32,111,72,177,274,"1,140",230,114,"1,100",457,53,616,40,331,248,6,290,789,125,18,218,18,69,32,65,"1,226",107,70,25,455,328,118,19,761,79,79,35,986,"14,737"
Montgomery St,"5,870","6,573","6,652","10,068","3,305","3,031","1,152","4,351","4,765","12,722","1,935","2,776","3,494","4,082","2,546","8,721","5,089",701,"6,374","3,455","2,209","5,667","7,034","2,395","3,039","4,780","5,955","2,028",911,"1,446","3,131","1,287",742,"2,453","9,054",829,"5,415",923,"3,877","4,510","2,268","1,860","5,293","4,066","2,528","2,164","4,296","1,895","3,825",942,"194,484"
North Berkeley,977,"1,187","1,206",797,72,471,119,178,"1,622",313,"2,673",282,71,139,71,257,94,"3,069",696,674,186,800,283,182,55,338,809,101,101,"2,597",276,33,379,66,143,21,203,"2,908",761,124,82,46,261,"1,075",64,123,181,27,116,113,"27,422"
North Concord/Martinez,311,325,221,369,238,42,23,26,176,88,"1,133",58,36,378,2,94,6,"1,122",56,41,9,76,84,20,81,44,232,20,19,"1,141",32,92,134,36,46,200,249,"1,453",64,174,42,26,94,586,79,16,365,6,203,22,"10,390"
Oakland International Airport,368,328,403,318,274,307,179,61,"1,531",119,694,327,25,312,66,140,656,"1,064",395,313,225,190,181,105,208,271,354,27,186,730,368,112,191,84,115,29,370,"1,229",164,197,45,67,118,314,30,188,348,239,272,104,"14,941"
Orinda,444,460,434,265,105,25,34,61,308,81,"1,204",51,18,275,22,102,10,"2,913",140,57,60,183,154,74,201,39,272,58,18,"2,182",83,44,122,144,67,110,238,"1,878",106,504,22,12,52,848,35,23,385,3,86,10,"15,022"
West Oakland,901,"3,427",535,"2,091",326,237,93,469,664,770,"6,573",828,208,182,135,488,267,"10,434",391,109,98,"1,313",660,436,42,260,685,175,74,"7,263",104,36,143,37,357,135,139,"10,480",377,339,231,216,616,"1,261",207,220,222,122,209,170,"55,755"
Pittsburg Center,282,380,246,332,421,29,22,50,166,123,688,170,93,892,9,181,26,772,113,39,26,137,160,60,144,66,482,12,26,613,26,221,52,115,125,56,337,"1,225",138,206,80,25,87,214,69,42,559,13,222,25,"10,597"
Pleasant Hill/Contra Costa Centre,"1,179","1,054",962,676,576,168,80,132,687,294,"3,066",269,74,833,17,375,74,"4,994",168,78,90,245,452,128,424,178,891,108,56,"4,744",171,262,462,270,144,405,329,"4,321",122,733,154,98,144,"1,740",116,68,"1,196",10,758,58,"34,633"
Powell St,"6,856","12,237","5,862","16,643","3,088","2,669","1,275","4,810","6,832","15,381","2,607","3,913","4,612","3,905","2,272","12,290","5,322","3,680","7,543","3,063","2,155","8,435","9,649","2,428","2,003","5,062","5,483","2,578","1,138","1,176","2,697","1,418","1,250","1,813","10,269","1,023","3,784","3,025","4,929","4,005","3,291","1,795","5,538","11,593","3,556","2,300","3,611","1,762","4,123",839,"237,588"
Richmond,"1,446","2,295","1,003","2,336",159,964,176,308,"3,946",668,"2,924",628,223,252,73,559,200,"3,497","1,375","1,193",207,"1,197",534,358,133,340,"1,651",137,105,"2,834",740,68,187,92,460,152,115,"5,886",384,280,276,172,443,640,179,162,233,28,150,206,"42,574"
Rockridge,985,"1,655","1,189","1,044",527,104,86,171,263,519,"3,504",191,81,820,45,237,98,"4,756",346,409,124,670,486,151,634,182,679,80,63,"4,009",187,150,200,520,339,184,800,"4,806",297,381,111,28,236,"1,468",88,115,"1,025",28,381,38,"35,490"
San Bruno,413,"1,754",224,"1,834",270,123,4,185,340,"1,560","2,597",172,597,246,55,"1,582",54,"1,741",342,137,50,297,989,145,80,152,196,279,26,"2,026",101,63,47,32,292,90,150,"4,033",325,130,310,75,138,"1,065",391,30,208,24,257,10,"26,241"
South Hayward,752,393,519,493,120,154,407,905,485,167,"1,544",696,71,127,243,213,238,"1,851",216,141,944,"1,253",183,973,10,812,401,62,418,"1,614",59,26,86,10,207,21,114,"2,052",193,38,65,200,"1,121",243,76,807,110,202,89,820,"22,944"
San Leandro,"1,929","1,516","1,223","1,217",287,428,437,"1,596","1,386",650,"4,109","1,435",71,202,633,553,"1,200","4,825",662,346,841,"3,011",431,"1,628",74,"2,686","1,289",69,328,"4,475",318,71,161,72,573,100,156,"6,762",479,204,117,"1,174",383,549,135,"1,008",253,704,177,750,"53,683"
San Francisco International Airport,"1,185","2,733","1,089","1,928","1,360",856,60,301,"2,923","1,556","4,065",322,"1,876","1,535",150,"2,412","1,136","2,892","1,271",788,209,514,"1,148",217,"1,091",419,"1,368","2,857",100,"2,828","1,156",529,273,738,"1,418",188,"1,664","9,602",675,"1,859",686,251,422,"1,045",894,201,"1,747",299,"1,426",84,"66,346"
South San Francisco,393,"1,279",241,"1,378",290,81,26,117,199,872,"2,492",104,273,185,49,870,73,"1,846",255,66,18,136,482,82,21,71,179,316,17,"2,108",56,73,14,47,176,82,126,"4,153",210,95,381,52,139,"1,095",198,42,164,24,196,25,"21,867"
Union City,916,606,607,324,84,208,641,793,911,157,"1,631",652,75,137,175,224,466,"2,462",390,202,972,"1,120",134,"1,681",17,876,550,17,668,"1,791",112,20,212,21,280,55,56,"2,588",207,93,20,619,"1,140",284,43,301,143,192,61,894,"26,828"
Walnut Creek,"1,406","1,085","1,267",662,"1,035",213,121,163,798,226,"2,959",103,132,"3,015",54,424,84,"5,035",415,231,50,452,332,155,728,229,"1,085",106,69,"3,813",183,533,428,392,245,591,"1,230","3,984",251,"1,155",203,116,258,"1,898",160,136,319,21,"1,323",51,"39,924"
West Dublin/Pleasanton,176,563,166,296,36,37,113,829,304,125,"1,438",452,11,42,850,183,407,"2,568",114,56,127,806,184,388,4,707,133,26,105,"1,726",37,12,313,5,116,15,50,"1,992",34,23,31,227,702,377,20,200,22,168,32,94,"17,442"
Pittsburg/Bay Point,864,"1,438",645,"1,116",384,62,66,127,408,549,"3,194",264,230,"1,741",33,499,28,"3,082",131,121,138,239,454,93,312,148,937,93,26,"2,954",79,238,287,143,227,234,836,"4,908",148,379,277,89,130,"1,396",209,79,"1,317",22,292,137,"31,803"
Warm Springs/South Fremont,403,232,437,91,90,165,962,686,490,83,555,679,14,78,107,161,209,902,313,138,739,687,72,871,13,507,150,6,800,778,113,18,111,11,154,40,62,929,190,59,6,754,633,116,38,727,37,81,128,240,"15,865"
Entries,"71,647","99,863","64,905","99,308","30,598","31,871","16,597","44,823","82,309","75,598","159,498","42,790","27,573","40,997","18,755","64,669","40,931","185,033","63,280","34,666","27,511","75,392","51,955","35,228","20,608","47,550","63,234","21,753","14,148","160,528","28,635","11,147","15,252","16,059","61,401","11,400","35,799","265,292","43,567","35,638","24,166","24,146","52,862","74,303","21,108","26,682","39,315","16,769","31,319","17,390","2,665,868"
