Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont, Exits 
Civic Center/UN Plaza,"3,881","3,163","4,234","5,167","2,295","2,242",652,"2,441","2,818","6,498","1,088","2,829","2,831","2,691","1,008","5,444","2,691","1,957","4,026","1,967","1,139","5,910","3,614","1,698","1,251","3,033","4,529","2,201",531,"1,440","2,063",869,556,961,"5,761",481,"2,272","1,048","2,835","2,509","1,903","1,117","3,126","3,714","1,964","1,174","2,124","1,002","2,349",440,"123,537"
Coliseum,"1,732","1,569","1,296","1,596",493,703,782,"1,881","1,172",529,"2,824",433,91,481,779,575,"2,436","3,297","1,119",426,875,"2,671",525,"1,509",333,"1,961","1,565",194,380,"2,641",602,156,536,259,"1,082",157,465,"4,167",820,466,239,767,"1,913",337,106,747,457,835,382,628,"51,989"
Colma,397,"1,550",155,"1,496",207,51,6,74,126,860,"2,647",94,174,181,30,333,74,"2,003",239,26,53,147,566,65,47,63,171,567,16,"2,305",77,29,29,14,137,87,76,"4,032",162,57,526,104,82,"1,817",154,47,116,9,199,21,"22,498"
Concord,"1,055","1,131",813,"1,049","1,223",146,117,222,435,287,"3,102",447,184,394,46,351,81,"3,644",245,130,119,417,388,207,966,243,831,189,76,"3,154",116,355,361,291,224,"1,095",701,"3,839",208,692,229,92,253,"1,294",136,98,"1,948",32,"1,675",84,"35,415"
Castro Valley,174,390,138,190,11,61,41,412,143,125,"1,075",766,30,28,143,146,885,"1,949",39,73,146,604,155,219,9,990,154,21,25,"1,828",47,28,93,14,144,6,33,"1,652",38,48,77,147,614,161,28,142,48,629,7,58,"14,984"
Daly City,876,"3,606",572,"2,698",435,146,80,281,394,662,"5,909",659,340,268,161,456,521,"6,184",658,141,152,604,652,294,82,450,469,"1,065",112,"6,152",231,71,172,110,473,145,244,"10,685",420,202,"1,247",166,426,"2,089",492,201,312,116,297,132,"53,310"
Dublin/Pleasanton,356,"1,081",345,609,39,166,213,"1,290",507,389,"2,731","2,239",79,107,862,511,517,"7,227",229,81,327,"1,577",259,556,7,"1,401",351,90,171,"4,025",74,36,856,9,276,19,62,"4,268",113,74,69,274,"1,032","1,167",79,408,61,248,53,180,"37,700"
Embarcadero,"6,167","5,138","6,822","7,825","3,865","3,152","1,260","4,440","5,554","6,938","2,044","3,904","2,144","4,467","2,384","6,351","8,554","2,083","6,745","3,425","2,554","6,283","4,439","2,583","4,026","4,799","6,205","2,253",970,449,"3,564","1,579","1,429","3,438","10,642",785,"6,929","1,998","3,547","5,299","1,539","2,258","5,154","3,705","1,765","2,523","6,046","2,555","3,629",992,"197,199"
El Cerrito del Norte,"2,436","2,162","1,569","2,158",109,993,237,377,"3,918",743,"4,788","1,132",269,255,32,625,188,"6,022",370,708,326,"1,233",526,469,82,566,"1,782",366,146,"4,672",596,71,476,102,366,90,148,"7,110",928,254,301,177,533,"1,092",223,262,256,43,195,160,"52,642"
El Cerrito Plaza,"1,602",935,"1,089",731,38,686,115,209,"3,400",183,"2,222",402,31,124,46,170,87,"2,957",700,198,172,612,227,163,114,415,"1,024",184,73,"2,479",566,27,314,51,129,25,109,"2,602",917,279,48,132,352,702,50,122,153,53,120,60,"28,199"
Fremont,615,543,464,353,98,266,626,"1,102",559,128,"1,215",882,60,132,151,171,340,"2,212",384,168,287,"1,097",133,"1,707",13,698,469,37,794,"1,623",108,12,242,34,137,27,92,"1,687",194,91,54,776,906,250,30,808,82,95,89,482,"23,523"
Fruitvale,"1,069","2,708",868,"2,354",413,"1,049",562,"2,739","2,000",701,"5,692","2,796",119,407,740,590,"1,636","5,205","1,240",600,"1,125",596,584,"1,858",227,"1,270","1,475",148,377,"4,361",785,50,220,289,"1,020",114,183,"7,728","1,168",474,231,"1,287","2,673",606,145,798,448,927,246,702,"65,603"
Glen Park,839,"2,324",654,"2,128",409,244,37,320,495,542,"3,378",398,563,355,147,608,249,"3,956",550,220,92,513,313,201,152,481,573,680,43,"4,716",229,86,202,102,566,80,318,"7,180",496,489,713,128,282,"1,130",361,93,185,130,403,46,"39,399"
Hayward,"1,142",747,776,530,131,263,510,"1,008",600,266,"1,744","1,511",65,189,203,302,644,"2,102",492,153,"1,543","1,837",217,259,41,959,653,77,450,"1,551",180,54,118,42,349,56,132,"2,206",276,130,172,872,"1,641",200,89,"1,427",131,328,98,737,"30,203"
Lafayette,536,459,540,353,172,115,29,19,284,74,"1,228",308,46,"1,260",13,85,18,"3,222",115,61,20,169,146,69,189,75,346,63,24,"2,438",43,59,221,232,35,202,491,"1,258",134,601,46,15,70,951,33,19,604, -   ,294,15,"17,799"
Lake Merritt,160,"2,077",165,"1,356",199,347,407,"1,715",731,628,"3,470","2,328",66,200,"1,007",488,"1,584","4,444",561,389,730,"1,548",610,"1,053",83,310,415,49,301,"3,753",386,72,438,32,274,42,114,"4,671",301,124,67,800,"2,525",293,72,818,179,631,124,537,"43,674"
MacArthur,"1,219","2,843",821,"1,816",916,740,307,646,"1,681",608,"4,610","1,433",214,759,140,392,324,"5,444","1,892",969,443,"1,602",579,509,323,378,480,283,221,"4,086",699,127,342,323,529,434,822,"5,201","1,450",433,172,295,943,"1,257",283,411,877,119,825,146,"52,366"
Millbrae,444,"1,370",310,"1,199",177,166,6,90,693,891,"1,992",195,501,188,17,"1,179",82,"1,958",393,182,31,97,569,38,57,73,340,473,9,"2,249",166,20,56,41,299,24,119,"2,505",257,96,227,50,84,"2,817",360,27,110,14,59,8,"23,308"
Milpitas,285,291,232,161,39,151,195,252,430,95,565,401,22,92,30,106,173,880,160,99,830,348,54,492,14,258,205,6,217,611,74,4,133,19,33,19,29,760,105,43,9,316,233,103,14,641,64,50,45,588,"10,976"
Montgomery St,"5,355","5,597","5,943","9,029","2,444","2,773",996,"4,088","3,788","11,689","1,531","3,029","3,012","3,755","2,004","7,021","4,457",462,"5,506","2,795","1,948","5,182","5,864","1,982","2,468","4,219","5,344","2,518",746,"1,301","2,655","1,153",862,"2,395","7,780",706,"4,768",552,"3,637","4,058","1,883","1,835","4,657","3,817","2,236","1,988","4,161","1,427","3,602",731,"171,749"
North Berkeley,917,"1,184",823,813,31,323,133,140,665,201,"2,150",609,36,108,55,203,80,"2,886",629,563,125,802,253,200,34,386,672,141,71,"2,216",219,24,339,46,180,14,127,"1,926",632,98,46,83,221,869,90,108,139,33,112,109,"22,864"
North Concord/Martinez,291,259,203,292,194,15,11,44,101,70,950,175,25,254,20,97,25,"1,186",46,22,12,43,89,19,47,44,130,27,6,988,31,60,153,24,26,186,182,"1,130",60,143,37,34,81,454,73,11,307,4,302,4,"8,987"
Oakland International Airport,317,323,266,273,278,217,116,63,435,138,493,435,31,293,74,145,540,"1,064",352,286,173,150,186,95,189,246,260,30,105,713,264,91,122,103,80,36,340,"1,030",117,155,26,85,76,327,32,121,326,178,212,59,"12,066"
Orinda,457,478,356,172,66,33,17,73,235,117,"1,020",218,13,340,14,100,9,"2,778",100,41,32,234,128,47,238,39,241,52,19,"2,236",39,17,155,119,32,106,252,"1,021",131,556,37,15,57,724,27,16,445,2,167,16,"13,837"
West Oakland,655,"3,127",363,"2,223",217,269,91,462,491,622,"5,543",895,140,213,135,413,273,"9,487",328,114,101,"1,155",503,304,31,206,522,299,46,"6,307",146,21,118,46,370,94,116,"7,769",266,232,213,217,418,"1,105",284,128,243,119,181,87,"47,708"
Pittsburg Center,192,344,224,268,262,27,28,46,89,76,524,126,62,779,1,115,17,490,62,32,21,113,91,44,149,37,357,28,24,428,13,151,56,87,47,52,294,"1,005",85,76,57,17,112,192,39,23,417,4,118,24,"7,925"
Pleasant Hill/Contra Costa Centre,"1,207",916,937,615,388,92,78,68,440,129,"2,664",421,67,757,37,212,63,"6,098",160,88,89,170,427,90,414,146,791,122,30,"4,222",106,195,466,261,113,361,287,"3,495",107,729,250,46,146,"1,481",121,52,879,13,700,59,"31,805"
Powell St,"5,290","8,191","4,460","11,073","2,551","1,991",666,"3,529","3,396","12,193","1,338","3,692","3,425","3,115","1,391","9,133","3,670","2,271","5,666","2,279","1,386","6,153","6,476","1,943","1,157","3,863","4,262","2,316",587,611,"1,738","1,054","1,324",953,"7,392","1,106","2,834","1,702","4,123","2,435","2,417","1,324","3,909","9,119","2,577","1,486","2,504","1,302","3,204",542,"171,119"
Richmond,"1,105","2,109",816,"2,214",123,829,116,265,"2,701",559,"2,963",852,232,187,48,420,110,"3,150",998,795,161,"1,094",575,291,104,347,"1,344",240,94,"2,671",727,52,173,114,384,117,129,"4,935",369,182,263,210,424,530,140,154,238,48,155,152,"37,009"
Rockridge,792,"1,600",876,874,382,82,46,180,135,228,"2,608",425,54,687,45,178,66,"4,411",346,325,98,601,474,179,640,150,429,127,35,"3,642",129,123,197,579,258,107,804,"2,922",150,285,97,56,241,"1,340",39,76,"1,026",13,347,44,"29,548"
San Bruno,319,"1,545",198,"1,531",175,142,12,164,207,"1,166","2,024",235,495,270,86,"1,328",68,"1,662",351,43,63,272,778,147,65,68,175,295,5,"1,587",58,59,46,45,268,72,191,"3,035",294,125,242,76,164,796,263,24,174,28,245,17,"21,698"
South Hayward,610,464,445,427,131,138,310,752,359,100,"1,292",742,109,95,162,172,236,"1,815",200,149,689,"1,138",139,775,26,658,300,44,355,"1,499",118,24,127,13,247,44,48,"1,566",206,72,69,179,937,171,41,383,74,216,91,747,"19,704"
San Leandro,"1,536","1,401","1,033","1,028",318,477,338,"1,464","1,048",466,"3,378","2,029",64,259,618,432,"1,084","4,144",590,299,778,"2,698",355,"1,630",75,"2,472","1,006",72,226,"3,965",233,31,171,78,501,137,182,"4,972",416,248,167,"1,080",301,480,118,754,193,588,168,459,"46,560"
San Francisco International Airport,914,"2,197",745,"1,443","1,132",506,36,277,741,"1,141","3,008",264,"1,419","1,238",124,"1,756",911,"2,446",962,559,153,514,877,179,894,233,"1,145","2,078",62,"2,580",761,393,296,700,"1,209",172,"1,397","7,006",439,"1,239",438,115,399,797,457,195,"1,515",236,"1,158",93,"49,549"
South San Francisco,354,"1,310",197,"1,270",255,58,13,141,166,644,"1,884",96,198,135,31,559,78,"1,729",272,48,24,132,358,91,30,93,279,400,21,"1,951",94,72,14,29,238,43,151,"2,907",172,42,238,35,107,666,195,34,191,24,221,31,"18,321"
Union City,811,628,568,279,49,239,435,707,616,120,"1,320",758,56,100,128,151,363,"2,266",276,156,860,846,125,"1,384",13,782,446,30,677,"1,677",64,8,190,23,183,45,59,"1,688",166,77,28,383,816,271,36,197,96,175,57,735,"22,163"
Walnut Creek,"1,142","1,168","1,041",592,819,131,84,136,512,291,"2,427",375,127,"2,221",48,304,44,"5,022",279,169,103,414,239,125,571,205,883,126,40,"3,804",169,430,493,460,258,465,933,"2,891",229,"1,079",162,70,184,"1,581",183,115,292,19,"1,290",19,"34,764"
West Dublin/Pleasanton,134,409,159,311,21,42,70,678,194,122,"1,136",796,9,22,600,106,388,"2,245",89,56,100,847,136,348,2,694,137,14,75,"1,338",23,23,283,8,97,5,15,"1,463",49,20,19,218,588,289,29,173,28,199,9,75,"14,891"
Pittsburg/Bay Point,950,"1,483",678,"1,098",319,94,33,125,346,370,"2,877",291,237,"1,672",7,292,33,"2,911",186,77,76,210,398,74,241,89,886,52,17,"2,599",74,292,297,191,201,140,743,"4,218",157,327,246,90,170,"1,152",225,51,"1,229",9,311,65,"28,909"
Warm Springs/South Fremont,259,251,230,145,53,139,719,444,281,64,470,655,18,74,70,109,157,903,176,77,426,603,45,519,17,553,181,8,515,628,121,4,62,13,77,12,64,568,135,39,13,566,406,130,33,611,21,72,78,161,"11,975"
Entries,"61,042","85,204","53,986","82,209","25,931","27,304","13,509","39,525","54,706","62,477","130,298","51,781","22,914","35,596","15,180","51,701","38,652","169,410","53,196","27,906","22,991","65,532","41,619","30,309","17,942","41,768","53,861","23,669","10,798","142,244","23,782","9,598","15,736","14,586","51,602","9,831","32,156","195,792","37,766","29,512","20,113","20,476","46,088","60,666","17,763","21,894","34,355","14,548","29,240","12,963","2,251,727"
