Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont, Exits 
Civic Center/UN Plaza,"4,412","3,790","4,730","6,117","2,406","2,427",831,"2,605","4,132","7,385","1,085","3,283","3,091","3,001","1,377","5,992","3,047","2,325","4,405","2,217","1,228","6,413","4,532","1,949","1,562","3,370","4,832","2,643",581,"1,437","2,527","1,006",535,"1,129","6,203",494,"2,514","1,358","2,937","2,750","2,153","1,255","3,515","4,119","2,261","1,351","2,699","1,175","2,533",491,"140,210"
Coliseum,"2,345","1,768","1,930","1,831",717,"1,019","1,646","2,552","1,690",793,"3,473",596,136,847,"1,122",936,"4,469","4,221","1,753",845,"1,541","3,879",688,"2,211",639,"2,672","2,231",270,730,"3,290",798,305,716,435,"1,382",215,960,"5,029","1,086",767,239,"1,198","3,025",460,171,"1,296",814,"1,514",525,918,"74,693"
Colma,439,"1,598",176,"1,716",235,72,14,84,212,975,"2,863",130,186,193,31,491,93,"2,077",270,21,58,151,588,85,72,66,148,636,24,"2,414",93,33,28,23,158,98,72,"4,388",174,66,530,83,87,"1,945",154,57,131,10,250,31,"24,529"
Concord,"1,139","1,179","1,006","1,028","1,388",180,96,247,679,377,"3,382",879,197,457,39,464,122,"3,702",261,185,115,421,432,281,"1,162",282,888,200,132,"3,213",139,445,407,272,233,"1,243",816,"4,295",195,792,228,103,263,"1,490",130,118,"2,305",39,"1,822",69,"39,537"
Castro Valley,215,467,179,229,19,79,101,489,267,135,"1,424","1,107",39,22,102,232,908,"1,972",52,86,156,669,146,253,13,"1,127",140,41,51,"1,942",50,24,84,21,136,10,43,"1,795",42,52,66,178,781,226,31,191,61,646,15,83,"17,197"
Daly City,"1,009","3,841",657,"3,264",599,214,174,448,760,880,"6,498",942,481,418,227,475,677,"5,980","1,052",280,240,"1,027",712,430,88,530,517,"1,534",132,"6,135",307,119,206,150,579,234,358,"11,311",544,263,"1,317",274,618,"2,507",790,295,407,191,457,210,"61,358"
Dublin/Pleasanton,460,"1,143",386,664,58,175,295,"1,193",884,415,"3,158","4,693",82,129,833,672,468,"6,180",231,67,337,"1,763",321,613,15,"1,335",391,87,202,"4,105",103,9,846,7,260,42,71,"4,161",121,76,57,277,"1,132","1,232",72,446,63,333,52,242,"40,957"
Embarcadero,"6,294","5,158","6,940","7,652","3,918","3,300","1,315","4,338","7,515","7,063","2,376","4,598","2,128","4,390","2,243","6,185","7,445","1,724","7,042","3,319","2,506","6,520","4,709","2,575","3,617","4,914","6,101","1,832",929,425,"3,391","1,411","1,282","3,022","10,829",807,"6,050","2,018","3,545","4,952","1,380","2,396","5,299","3,637","1,707","2,219","5,553","2,456","3,563",808,"195,396"
El Cerrito del Norte,"2,581","2,260","1,997","2,297",145,"1,149",241,426,"5,554",930,"5,253","1,643",283,247,62,983,200,"6,392",371,923,285,"1,338",705,580,98,734,"1,980",435,168,"5,243",590,88,476,134,376,77,136,"7,745","1,246",273,359,217,579,"1,218",280,270,313,65,174,175,"60,294"
El Cerrito Plaza,"1,552",927,"1,180",757,56,717,152,202,"4,623",198,"2,601",741,29,163,55,309,82,"2,908",914,192,161,662,280,234,111,456,"1,133",230,67,"2,496",644,41,313,36,108,25,69,"2,737","1,102",287,60,163,368,765,92,129,145,56,142,62,"31,532"
Fremont,679,599,528,388,100,249,920,"1,072",963,166,"1,392","1,486",66,136,183,254,331,"1,967",340,177,289,"1,172",147,"1,730",13,756,514,47,877,"1,684",143,12,299,32,143,49,108,"1,695",188,86,43,841,937,292,16,992,77,158,114,653,"26,103"
Fruitvale,"1,352","2,892","1,086","2,650",421,"1,172",592,"3,002","2,542",978,"6,323","3,916",131,370,687,971,"1,771","5,564","1,282",716,"1,120",537,682,"2,358",227,"1,478","2,037",166,404,"4,687",865,86,214,347,"1,286",149,164,"8,106","1,199",589,269,"1,422","2,956",681,154,"1,004",476,792,276,731,"73,880"
Glen Park,875,"2,682",766,"2,437",370,230,62,327,811,841,"4,160",593,597,392,129,699,258,"4,176",662,260,105,550,318,213,153,524,652,740,65,"4,985",293,104,185,157,611,91,288,"7,507",551,482,796,128,354,"1,194",459,97,219,112,357,45,"43,662"
Hayward,"1,374",783,850,602,186,270,744,"1,199",931,312,"2,000","2,146",76,275,215,420,693,"2,132",634,228,"1,799","2,244",256,234,33,"1,181",749,76,574,"1,657",187,46,147,58,437,67,146,"2,389",369,141,172,972,"1,963",199,54,"1,936",168,375,149,862,"35,710"
Lafayette,538,513,625,365,187,82,27,37,361,72,"1,459",618,68,"1,401",21,102,24,"3,209",119,61,15,214,127,50,185,89,347,82,16,"2,388",50,70,285,206,61,211,494,"1,437",134,576,65,13,75,941,23,23,645,3,328,16,"19,058"
Lake Merritt,186,"2,158",182,"1,390",264,473,439,"1,866","1,082",711,"3,984","3,223",58,246,"1,073",507,"1,528","4,639",762,443,787,"1,642",637,"1,205",80,231,507,65,338,"3,883",402,63,398,44,325,91,131,"5,374",377,140,47,895,"2,563",400,71,826,164,653,153,483,"48,189"
MacArthur,"1,427","3,096",882,"2,113","1,028",882,381,740,"2,452",756,"5,032","2,033",182,796,142,528,315,"5,247","2,051","1,118",471,"2,082",590,635,349,471,450,295,226,"4,413",787,136,443,320,638,493,874,"5,387","1,713",543,166,391,"1,021","1,275",245,472,"1,022",143,837,183,"58,272"
Millbrae,496,"1,553",272,"1,265",190,167,5,89,893,"1,140","2,409",228,601,191,18,"1,482",75,"1,660",532,216,38,145,722,55,75,91,367,576,7,"2,241",161,24,73,38,324,34,103,"2,633",223,115,208,47,74,"3,278",367,40,131,17,64,7,"25,760"
Milpitas,300,283,251,174,42,180,272,274,804,103,619,619,20,139,55,145,186,835,165,67,928,403,59,532,16,269,229,11,255,667,99,18,120,25,52,16,34,850,113,74,16,345,291,103,13,653,71,62,54,697,"12,608"
Montgomery St,"5,167","5,710","5,967","8,998","2,713","2,657","1,038","4,237","5,049","12,133","1,688","3,634","2,980","3,786","2,261","7,090","4,438",420,"5,881","2,680","1,889","5,398","5,688","2,092","2,382","4,524","5,489","2,450",723,"1,153","2,414","1,223",793,"2,193","7,639",802,"4,521",577,"3,776","3,703","2,034","1,891","5,002","3,786","2,228","1,979","4,037","1,486","3,628",792,"174,819"
North Berkeley,959,"1,124","1,129",883,43,441,142,131,"1,352",312,"2,639",768,78,133,79,264,107,"2,901",628,673,169,875,310,221,58,419,788,149,105,"2,165",212,31,385,46,157,29,125,"2,179",745,116,56,59,223,"1,041",59,110,128,32,119,109,"26,006"
North Concord/Martinez,297,314,200,296,224,36,12,54,147,114,"1,085",273,48,313,17,120,9,"1,130",62,35,13,72,112,31,70,48,179,18,14,"1,098",29,71,101,31,21,211,243,"1,263",62,167,56,14,76,534,86,11,299,5,321,3,"10,045"
Oakland International Airport,363,293,345,252,281,243,121,62,651,108,509,546,20,294,50,163,536,"1,022",359,261,173,136,179,99,162,238,325,47,117,714,287,88,128,76,75,25,402,"1,061",115,164,17,75,73,307,45,149,280,200,254,61,"12,551"
Orinda,464,462,392,231,91,49,21,84,261,108,"1,157",392,22,312,16,124,16,"2,583",102,40,37,313,150,48,186,51,277,63,23,"2,038",61,27,138,144,52,120,248,"1,222",112,438,21,22,70,668,32,21,417,2,160,24,"14,112"
West Oakland,795,"3,180",525,"2,399",285,263,115,447,809,780,"6,186","1,322",144,245,134,486,262,"9,585",362,100,141,"1,367",568,401,45,257,611,313,50,"6,365",94,19,125,38,373,80,140,"8,051",266,270,222,267,551,"1,149",296,155,256,85,161,101,"51,241"
Pittsburg Center,263,385,233,290,367,32,27,49,161,86,568,182,70,"1,035",5,188,29,614,66,38,27,137,128,60,169,67,463,22,10,575,19,212,68,102,69,73,361,"1,067",88,132,62,15,99,160,17,30,434,7,196,15,"9,572"
Pleasant Hill/Contra Costa Centre,"1,065",827,936,654,501,138,74,80,764,222,"2,937",843,59,917,26,371,92,"4,970",141,66,93,162,418,127,446,155,897,110,40,"4,172",92,257,525,271,134,390,237,"3,714",112,793,217,45,167,"1,442",108,51,"1,011",5,719,33,"32,626"
Powell St,"5,503","8,937","4,690","11,960","2,651","2,216",818,"3,678","5,677","12,975","1,626","4,596","3,723","3,446","1,400","9,553","3,707","2,307","6,188","2,401","1,378","6,733","6,918","2,030","1,256","4,289","4,448","2,393",735,702,"1,840","1,231","1,135","1,078","7,672","1,149","3,093","1,767","4,317","2,656","2,674","1,515","4,136","9,446","2,830","1,582","2,613","1,280","3,548",622,"185,118"
Richmond,"1,226","2,289",890,"2,345",97,986,174,352,"3,750",684,"3,106",984,227,219,65,567,126,"3,290","1,444","1,068",155,"1,149",607,382,128,396,"1,646",225,77,"2,788",790,81,203,68,340,138,101,"5,367",238,258,291,179,438,526,154,173,305,72,137,110,"41,411"
Rockridge,903,"1,569","1,135",982,439,109,55,175,197,600,"3,032",646,58,785,38,259,54,"4,344",361,360,90,642,455,164,598,155,584,138,69,"3,357",130,151,230,523,298,171,896,"3,151",218,276,106,62,206,"1,524",53,94,"1,029",14,462,48,"31,995"
San Bruno,325,"1,600",238,"1,649",203,132,9,175,299,"1,313","2,165",215,485,285,67,"1,442",51,"1,511",347,64,66,240,820,164,69,59,192,305,14,"1,703",59,63,37,24,241,66,181,"3,200",283,149,218,80,178,876,367,39,173,34,238,12,"22,725"
South Hayward,722,492,537,495,89,142,441,822,508,134,"1,381","1,175",79,117,190,262,255,"1,862",211,160,774,"1,309",161,905,20,788,407,41,380,"1,601",54,15,132,16,271,19,42,"1,779",212,58,68,158,"1,082",187,52,497,74,226,113,814,"22,329"
San Leandro,"1,883","1,449","1,084","1,296",333,485,425,"1,678","1,266",655,"3,848","3,134",102,278,652,616,"1,125","4,598",619,311,883,"3,076",382,"1,758",92,"2,672","1,167",66,277,"4,341",220,40,158,63,611,120,168,"5,278",523,234,154,"1,245",344,458,122,790,235,702,190,499,"52,705"
San Francisco International Airport,938,"2,303",778,"1,620","1,164",560,33,287,"1,119","1,108","3,272",305,"1,538","1,296",131,"1,995",814,"2,719","1,025",522,160,498,912,156,858,300,"1,099","2,638",73,"2,677",816,448,296,588,"1,186",163,"1,364","8,118",458,"1,131",444,158,339,827,507,179,"1,377",214,"1,160",75,"52,746"
South San Francisco,395,"1,312",208,"1,320",242,62,24,105,246,742,"2,213",169,183,135,40,862,80,"1,706",295,89,12,147,445,56,20,99,212,382,13,"1,982",66,87,41,52,254,29,133,"3,202",166,72,324,47,138,848,140,26,201,24,191,18,"19,855"
Union City,804,619,625,299,125,238,699,783,982,178,"1,570","1,208",71,127,159,219,468,"2,060",320,175,926,988,123,"1,885",24,861,460,29,618,"1,616",74,6,213,11,198,52,55,"1,744",172,96,26,476,943,276,34,262,102,210,60,850,"25,119"
Walnut Creek,"1,284","1,103","1,213",644,852,151,90,147,797,256,"2,961",739,121,"2,660",52,375,55,"4,852",305,159,85,441,228,176,618,216,970,142,49,"3,777",171,468,479,441,247,506,"1,157","3,068",281,"1,158",174,83,253,"1,652",209,117,272,13,"1,326",19,"37,612"
West Dublin/Pleasanton,161,402,181,331,33,35,110,695,289,138,"1,435","1,398",12,39,619,218,394,"2,118",98,59,161,802,160,410,1,691,156,10,67,"1,453",25,19,320,3,98,10,46,"1,475",65,18,26,249,628,336,24,219,28,176,16,63,"16,520"
Pittsburg/Bay Point,917,"1,408",699,"1,141",372,98,47,136,440,492,"3,052",434,268,"1,894",15,459,39,"2,877",191,125,83,298,391,118,304,133,851,79,36,"2,672",75,283,281,181,202,213,782,"4,662",168,373,279,93,195,"1,261",227,61,"1,288",17,213,79,"31,002"
Warm Springs/South Fremont,276,213,261,149,73,137,916,546,477,90,516,853,26,60,77,188,180,742,186,77,505,634,78,718,17,528,172,5,614,631,141,3,98,19,102,5,29,689,108,46,14,653,451,120,45,673,16,65,125,169,"13,516"
Entries,"66,242","90,850","59,927","89,920","28,781","30,485","17,361","42,623","78,910","70,253","148,182","73,203","24,773","39,511","16,693","59,360","40,974","171,199","60,063","31,464","25,579","73,454","45,433","35,356","18,907","46,130","59,433","25,990","12,505","147,699","25,688","10,705","16,500","14,575","54,594","10,921","32,970","212,933","41,374","31,228","21,314","23,073","51,821","66,141","19,212","25,015","36,262","15,956","30,882","14,664","2,487,088"
