Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont, Exits 
Civic Center/UN Plaza,"5,178","4,456","5,557","7,007","2,550","2,811",943,"2,719","4,973","8,250","1,826","3,736","3,416","2,942","1,321","6,508","3,183","2,588","4,893","2,470","1,396","6,807","5,194","1,959","1,312","3,938","5,536","2,698",614,"1,851","2,777","1,070",636,"1,113","6,636",570,"2,518","1,849","2,827","3,115","2,364","1,323","3,626","5,166","2,302","1,304","2,756","1,179","2,764",580,"155,107"
Coliseum,"2,243","1,988","1,861","1,967",647,"1,003","1,012","2,281","2,290",788,"3,820",841,170,608,768,"1,064","2,368","4,209","1,360",640,"1,055","3,451",567,"1,993",359,"2,412","2,329",213,658,"3,209",737,179,741,308,"1,433",209,604,"5,004",978,557,298,"1,103","2,291",470,193,"1,031",417,826,379,801,"66,733"
Colma,471,"1,815",250,"1,902",243,72,20,76,294,"1,089","3,404",141,241,197,39,627,76,"2,384",254,56,65,151,653,80,66,57,142,727,27,"2,463",107,37,16,26,227,104,92,"4,707",164,75,615,90,78,"2,118",197,69,159,10,246,22,"27,241"
Concord,"1,371","1,258","1,061","1,070","1,660",204,127,322,884,411,"3,427",587,219,675,46,658,137,"4,108",331,210,156,502,517,343,"1,235",299,"1,109",215,159,"3,621",136,428,411,295,275,"1,288",970,"4,588",309,955,267,114,329,"1,558",166,130,"2,531",71,"1,929",47,"43,719"
Castro Valley,250,537,239,255,15,78,117,561,390,146,"1,441",758,37,34,155,326,"1,032","2,171",37,86,202,693,146,272,24,"1,131",118,36,39,"2,181",59,27,98,36,155,9,38,"1,839",70,68,65,200,658,221,60,180,76,698,8,112,"18,184"
Daly City,"1,159","4,293",872,"4,030",787,317,308,589,"1,174",990,"6,837","1,144",609,598,315,657,787,"6,492","1,301",469,315,"1,267",894,516,145,683,603,"2,049",195,"6,881",373,158,171,161,697,269,449,"12,162",751,330,"1,531",317,790,"2,930","1,060",403,458,258,583,235,"71,362"
Dublin/Pleasanton,516,"1,136",446,645,87,182,318,"1,179","1,211",397,"3,256","2,246",84,156,991,831,567,"7,002",219,96,379,"1,750",345,674,22,"1,549",379,114,235,"4,611",119,11,971,11,267,19,46,"4,383",123,81,62,335,"1,206","1,155",68,512,69,356,74,238,"41,729"
Embarcadero,"7,214","5,614","7,732","8,216","4,330","3,756","1,558","4,845","7,709","7,593","2,649","5,303","2,467","4,974","2,466","6,474","8,341","2,293","7,641","3,642","2,703","6,949","4,940","2,971","4,187","5,734","6,883","1,964","1,146",411,"3,775","1,505","1,430","3,360","11,919",902,"6,542","2,385","3,932","5,632","1,644","2,515","5,855","4,221","1,800","2,497","5,913","2,754","3,708",860,"215,854"
El Cerrito del Norte,"2,955","2,629","2,405","2,460",167,"1,134",308,494,"7,739","1,094","5,679","1,363",319,275,59,"1,259",206,"7,023",470,"1,237",351,"1,436",776,668,90,773,"2,293",501,186,"5,729",845,112,576,195,486,199,125,"8,246","1,669",274,375,221,659,"1,395",262,311,332,85,192,286,"68,923"
El Cerrito Plaza,"1,707",984,"1,277",783,59,795,180,195,"6,669",260,"2,748",579,33,211,56,441,95,"3,259","1,126",244,232,777,389,295,121,496,"1,122",230,91,"2,687",769,38,285,49,137,41,109,"2,816","1,317",334,67,154,391,697,97,132,169,51,150,82,"36,026"
Fremont,769,594,556,379,99,264,"1,244","1,207","1,453",219,"1,636","1,034",82,155,231,342,375,"2,314",395,215,422,"1,386",167,"1,979",18,807,572,24,"1,064","1,715",206,26,334,42,108,43,91,"1,837",222,115,32,"1,069","1,038",325,35,"1,048",79,145,95,743,"29,350"
Fruitvale,"1,393","3,047","1,293","2,730",437,"1,077",622,"3,174","3,034","1,060","6,866","3,535",166,458,695,"1,217","1,758","6,063","1,373",770,"1,336",643,761,"2,777",257,"1,645","2,266",171,433,"4,991",975,73,258,374,"1,447",189,196,"8,464","1,350",643,269,"1,452","3,295",584,166,"1,062",499,820,306,707,"79,177"
Glen Park,"1,010","3,036",834,"2,813",400,238,100,349,"1,280","1,105","4,698",472,622,418,126,895,273,"4,585",711,336,131,677,372,252,155,627,748,933,42,"5,588",320,98,165,145,675,138,340,"8,430",644,622,870,169,433,"1,414",444,120,351,114,451,59,"49,828"
Hayward,"1,503",756,994,662,303,341,917,"1,300","1,233",374,"1,925","2,024",76,319,257,494,771,"2,438",765,288,"2,053","2,639",280,333,44,"1,343",795,96,737,"1,976",277,51,170,59,510,73,169,"2,524",421,140,145,"1,209","2,192",196,80,"2,426",184,330,196,"1,055","40,443"
Lafayette,531,574,714,401,244,61,37,52,484,81,"1,342",300,48,"1,571",14,146,37,"3,578",90,98,15,229,162,43,201,57,424,57,27,"2,576",87,71,272,240,48,240,563,"1,460",148,746,72,13,66,"1,059",27,18,696,4,366,13,"20,403"
Lake Merritt,213,"2,365",244,"1,595",342,553,509,"2,068","2,523",786,"4,607","2,732",69,270,"1,151",629,"1,693","5,028",779,494,881,"1,799",725,"1,410",65,373,608,67,397,"4,234",425,88,472,90,339,101,193,"5,625",386,207,89,919,"2,632",346,107,901,172,681,164,476,"53,622"
MacArthur,"1,520","3,559","1,201","2,414","1,117",986,400,809,"3,334",886,"5,752","2,331",187,946,116,628,382,"5,947","2,220","1,209",549,"2,308",706,708,363,552,620,371,262,"4,870",798,189,450,301,673,547,894,"5,719","1,707",587,169,462,"1,276","1,374",182,539,"1,034",128,782,235,"65,299"
Millbrae,596,"1,611",328,"1,478",171,213,9,115,"1,232","1,462","2,588",211,601,205,18,"2,013",84,"1,783",541,209,32,172,800,78,46,78,399,734,13,"2,560",168,21,61,26,347,37,125,"2,960",192,149,340,48,82,"4,410",394,32,130,15,101,14,"30,032"
Milpitas,356,254,337,156,44,247,280,334,"1,339",98,647,623,34,157,38,182,238,"1,061",197,116,"1,144",385,53,693,21,316,248,16,291,742,105,7,183,19,51,24,54,"1,111",113,94,28,418,329,136,12,771,67,67,35,743,"15,014"
Montgomery St,"5,872","6,327","6,724","9,851","2,990","2,877","1,119","4,473","5,964","12,982","2,142","3,608","3,192","4,149","2,505","8,087","4,823",490,"6,482","2,830","2,094","6,006","6,588","2,393","2,633","4,865","5,990","2,849",829,"1,764","2,795","1,257",906,"2,329","8,533",825,"4,725",629,"3,710","4,395","2,283","1,947","5,258","4,403","2,391","1,970","4,262","1,619","3,598",809,"192,142"
North Berkeley,"1,002","1,252","1,288",948,75,557,166,157,"2,012",351,"2,897",741,69,157,92,355,106,"3,087",844,805,201,993,317,300,145,414,767,155,91,"2,516",258,33,352,97,185,25,175,"2,240",836,178,73,81,253,926,68,119,164,26,126,116,"29,191"
North Concord/Martinez,286,282,217,322,280,41,19,62,216,97,"1,130",158,47,371,19,160,7,"1,199",77,28,25,47,120,30,75,59,193,27,6,"1,100",34,89,154,41,49,206,264,"1,243",74,200,52,22,90,563,85,11,303,9,298,17,"10,504"
Oakland International Airport,453,279,374,264,328,299,129,81,"1,035",116,664,579,26,352,75,148,708,"1,183",379,253,235,174,162,96,188,300,369,49,174,770,329,133,207,130,113,28,480,"1,221",142,170,31,93,111,311,33,198,375,230,256,99,"14,932"
Orinda,513,424,402,218,122,25,44,89,415,102,"1,197",260,43,359,35,166,12,"2,928",117,47,31,288,141,57,207,80,316,43,20,"2,268",138,28,158,147,70,143,277,"1,232",111,591,26,11,62,750,21,22,432,3,146,8,"15,345"
West Oakland,919,"3,494",517,"2,451",324,268,119,524,924,930,"6,543","1,437",193,250,128,587,321,"10,545",411,130,111,"1,525",572,460,64,333,684,319,48,"7,270",145,41,165,36,418,100,157,"8,727",296,344,268,272,566,"1,237",265,181,245,107,221,125,"56,317"
Pittsburg Center,340,405,296,338,431,46,26,73,242,144,697,175,78,"1,232",11,279,18,722,150,63,45,153,176,72,198,88,526,30,20,669,28,264,60,124,100,88,436,"1,180",145,174,86,20,135,194,30,50,540,7,263,48,"11,715"
Pleasant Hill/Contra Costa Centre,"1,251",875,"1,037",641,635,158,73,159,"1,104",274,"2,889",519,83,978,18,471,67,"5,412",160,85,109,219,420,161,466,209,903,126,44,"4,470",135,284,623,331,149,441,303,"3,727",110,994,240,40,185,"1,646",104,67,"1,139",5,820,70,"35,429"
Powell St,"6,092","9,410","5,335","12,750","2,879","2,446",871,"3,915","5,747","13,428","1,957","4,530","3,903","3,619","1,479","10,233","3,770","2,748","6,354","2,380","1,488","7,152","7,453","2,120","1,304","4,538","4,881","2,783",907,807,"1,905","1,211","1,349","1,076","8,328","1,070","3,121","2,247","4,502","2,927","2,839","1,669","4,638","11,896","2,896","1,723","2,578","1,343","3,715",667,"198,979"
Richmond,"1,348","2,568","1,117","2,679",174,"1,135",170,332,"4,832",780,"3,236",891,257,318,85,753,119,"3,569","1,678","1,200",173,"1,271",612,476,140,383,"1,617",204,101,"3,052",806,56,233,97,318,135,97,"5,468",425,292,245,215,452,613,152,185,337,56,143,177,"45,772"
Rockridge,926,"1,983","1,381","1,115",554,91,76,199,241,735,"3,571",474,64,928,60,388,82,"4,872",369,371,124,690,587,187,767,222,687,157,89,"3,927",207,198,221,737,341,192,"1,091","3,474",248,333,122,54,298,"1,502",81,132,"1,181",18,449,47,"36,843"
San Bruno,316,"1,779",261,"1,671",236,140,14,159,375,"1,539","2,441",307,616,291,69,"1,714",68,"1,623",337,88,49,253,947,162,83,124,196,413,25,"1,994",70,69,44,27,316,80,218,"3,428",259,157,336,70,176,"1,037",430,26,162,28,232,9,"25,464"
South Hayward,837,528,548,593,124,173,531,893,873,195,"1,396",912,79,111,196,340,332,"2,014",216,152,900,"1,408",144,"1,179",14,783,461,56,465,"1,743",78,29,112,18,293,15,51,"1,871",239,56,59,178,"1,402",184,76,615,96,251,83,753,"24,655"
San Leandro,"2,130","1,531","1,225","1,360",357,488,536,"1,873","1,701",708,"4,041","2,407",86,308,658,783,"1,219","5,098",686,354,945,"3,158",446,"1,942",72,"2,905","1,297",81,294,"4,654",296,46,190,69,618,130,210,"5,686",469,251,158,"1,286",441,519,136,852,237,748,196,700,"56,581"
San Francisco International Airport,"1,113","2,520",955,"1,836","1,298",544,42,301,"1,297","1,373","3,974",336,"1,710","1,394",180,"2,310",969,"2,972","1,170",558,191,531,"1,002",194,912,315,"1,179","3,149",108,"2,975",810,491,257,703,"1,162",195,"1,522","9,161",485,"1,352",622,166,348,908,640,204,"1,562",272,"1,192",68,"59,528"
South San Francisco,424,"1,467",256,"1,468",266,74,48,141,301,913,"2,312",137,237,138,63,"1,096",101,"1,868",304,102,18,131,429,71,35,110,195,448,7,"2,068",66,82,30,49,225,31,156,"3,180",156,94,364,62,135,936,208,30,200,29,202,27,"21,490"
Union City,937,700,626,339,154,256,"1,039",890,"1,616",204,"1,586","1,078",91,138,121,368,537,"2,247",288,155,"1,070","1,015",130,"2,322",27,883,515,24,761,"1,701",123,13,247,22,193,70,62,"1,852",245,152,40,628,"1,008",257,36,263,118,257,70,923,"28,397"
Walnut Creek,"1,421","1,103","1,319",642,"1,060",147,116,168,"1,052",272,"3,069",370,149,"2,863",79,486,67,"5,160",281,164,70,490,305,152,666,195,"1,012",140,50,"3,951",243,454,496,457,269,559,"1,189","3,006",299,"1,309",159,109,225,"1,750",188,127,282,10,"1,361",21,"39,532"
West Dublin/Pleasanton,184,480,260,347,13,47,152,695,378,166,"1,390",790,11,66,745,284,387,"2,513",85,48,147,770,168,346,4,688,134,22,81,"1,531",35,19,325,3,113,8,57,"1,512",56,40,30,249,650,396,32,230,34,196,25,80,"17,022"
Pittsburg/Bay Point,896,"1,489",803,"1,257",390,87,68,114,620,574,"3,222",372,266,"2,053",4,629,77,"3,051",209,115,83,316,457,165,353,156,931,122,38,"2,753",75,249,319,205,234,301,886,"4,694",172,411,264,92,176,"1,288",229,92,"1,287",13,280,117,"33,054"
Warm Springs/South Fremont,311,213,307,132,93,88,"1,089",553,770,132,582,822,7,51,98,229,205,814,276,79,590,637,53,844,10,521,246,10,706,755,131,10,79,8,134,30,63,657,163,62,4,684,619,106,39,797,24,70,136,203,"15,242"
Entries,"73,984","100,846","69,671","100,023","32,440","34,265","20,065","45,913","103,382","78,244","163,472","66,339","27,275","43,575","18,004","69,711","42,355","189,873","66,799","36,050","28,862","78,743","51,071","40,168","20,285","50,932","66,506","30,059","14,737","162,769","29,727","11,139","18,283","15,955","59,821","12,041","35,680","227,891","45,612","36,263","23,938","25,424","56,011","74,978","20,848","28,009","38,541","16,450","32,511","16,394","2,751,934"
