Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
El Cerrito del Norte,602,659,453,722,54,365,79,168,"1,242",297,"1,258",433,83,101,17,138,63,"1,516",152,192,86,405,155,192,34,162,604,79,58,"1,280",217,24,89,47,146,39,57,"1,964",489,49,72,85,166,201,33,92,130,34,97,36,"15,716"
El Cerrito Plaza,"1,017",591,699,547,47,586,63,162,"2,439",177,"1,479",383,36,139,30,105,38,"1,431",595,116,110,427,169,102,63,263,740,137,51,"1,460",445,29,105,14,86,14,69,"1,733",975,125,47,105,211,283,59,121,58,41,80,53,"18,855"
Fremont,540,394,257,257,69,96,542,869,344,105,702,771,61,124,161,142,235,781,314,95,206,"1,004",72,"1,210",6,572,312,20,620,929,43,28,135,30,122,15,102,949,184,40,45,699,584,109,30,692,37,78,95,425,"16,252"
Fruitvale,960,"2,500",855,"2,467",338,917,404,"2,648","1,463",692,"5,056","2,895",141,342,644,518,"1,507","3,566","1,105",462,959,400,471,"1,892",196,"1,128","1,350",112,250,"3,297",551,37,175,366,"1,082",111,174,"6,541",912,421,193,"1,040","2,585",291,97,776,342,739,258,533,"56,759"
Glen Park,563,"1,604",441,"1,543",320,125,40,221,335,422,"2,428",465,401,308,73,495,174,"2,027",528,153,44,494,209,215,88,417,397,308,39,"3,034",152,46,75,53,378,95,194,"5,041",462,237,600,125,295,477,239,64,140,80,287,26,"26,977"
Hayward,960,617,605,473,138,198,425,991,467,223,"1,364","1,425",44,148,154,262,563,"1,394",448,102,"1,197","1,802",248,234,57,830,466,62,425,"1,164",140,28,78,42,355,62,86,"1,833",241,138,132,841,"1,482",123,83,"1,090",97,269,102,601,"25,309"
Lafayette,257,301,231,242,164,26,11,23,94,40,742,172,26,"1,255",6,55,2,933,93,49,9,183,90,74,81,42,262,30,10,"1,029",34,50,134,107,42,168,401,717,62,283,28,5,61,305,24,16,479,1,211,7,"9,667"
Lake Merritt,157,"1,436",111,"1,059",174,245,287,"1,584",497,569,"2,677","2,144",58,148,622,316,"1,095","2,626",453,225,534,"1,361",450,972,49,210,268,30,221,"2,525",224,32,194,29,233,47,101,"3,484",320,70,81,653,"2,042",124,57,643,135,482,92,278,"32,424"
MacArthur,917,"1,917",555,"1,147",758,564,204,477,"1,202",494,"2,707","1,350",269,644,82,288,294,"2,334","1,505",759,314,"1,492",381,460,218,273,331,160,134,"2,186",502,83,188,187,411,437,609,"3,438","1,335",229,124,240,739,414,129,352,818,88,704,111,"35,554"
Millbrae,255,784,142,555,147,77,2,64,254,688,"1,110",161,337,177,20,759,57,574,258,127,18,87,307,25,37,41,154,236,5,982,40,13,20,15,168,8,57,"1,255",203,38,120,40,57,"1,335",224,22,53,4,83,4,"12,199"
Milpitas,142,125,146,110,26,71,130,177,208,38,368,345,12,62,32,73,130,366,115,50,593,282,43,417,7,176,135,2,194,341,42,5,63,19,36,25,31,409,69,16,20,265,190,41,7,445,26,42,28,467,"7,162"
Montgomery St,"3,246","3,094","3,105","4,860","1,770","1,437",436,"3,123","1,896","8,383","1,041","2,565","2,028","2,691","1,217","4,652","2,039",311,"4,049","1,661","1,035","4,014","3,607","1,570","1,155","2,745","2,719","1,134",369,480,975,689,286,806,"5,456",551,"2,219",498,"3,077","1,523","1,357","1,339","3,362","1,428","1,175","1,112","1,940",768,"2,722",387,"104,102"
North Berkeley,530,644,475,491,19,309,51,124,421,138,"1,115",413,57,63,35,107,41,980,542,457,85,609,114,163,40,217,478,60,41,825,102,27,119,39,116,7,75,"1,062",630,53,32,59,188,247,32,70,130,10,108,77,"12,827"
North Concord/Martinez,166,244,190,243,209,15,7,54,63,53,721,107,19,241,4,20,7,587,53,28,30,40,38,14,48,27,142,15,17,610,26,46,75,17,23,181,139,702,27,66,18,34,26,283,100,10,149,4,287,9,"6,234"
Oakland International Airport,121,142,122,107,176,83,57,24,207,86,194,250,7,221,27,61,315,319,210,96,109,125,52,54,81,125,130,10,41,217,93,74,33,32,31,30,162,344,81,61,26,35,64,114,12,54,154,111,143,32,"5,455"
Orinda,306,274,217,144,47,21,20,71,52,68,465,136,19,271,5,52,7,804,60,13,31,313,67,27,92,28,215,20,22,762,39,14,72,55,33,71,153,543,75,284,24,13,40,240,18,2,330,3,93,9,"6,740"
West Oakland,545,"2,358",294,"1,585",197,247,52,492,374,552,"4,072",928,161,227,76,323,223,"5,697",311,46,81,"1,188",396,300,26,184,452,156,40,"4,440",67,18,54,32,252,120,96,"6,286",267,193,158,185,410,485,172,64,136,64,116,52,"35,250"
Pittsburg Center,200,363,231,282,303,21,19,46,85,118,545,127,44,875,4,90,13,468,75,33,15,128,134,52,157,35,464,17,26,438,18,164,36,78,68,66,326,913,107,117,65,46,105,133,20,33,487,9,158,5,"8,362"
Pleasant Hill/Contra Costa Centre,771,716,589,439,350,104,47,49,238,106,"1,863",324,54,867,24,141,81,"2,276",132,80,105,144,287,72,292,151,620,72,32,"2,001",63,146,209,152,105,391,201,"2,244",97,513,194,32,136,603,93,27,694,9,631,35,"19,602"
Powell St,"3,777","5,265","2,897","7,478","1,814","1,640",388,"2,721","2,126","9,881",934,"2,915","2,577","2,361",978,"6,769","2,240","1,552","4,332","1,536",789,"5,355","4,758","1,546",664,"2,796","2,805","1,095",292,437,892,641,335,504,"6,091",823,"1,865",877,"2,978","1,250","1,776","1,030","3,164","2,691","1,886",978,"1,549",702,"2,499",299,"117,548"
Richmond,"1,036","2,030",826,"2,150",100,688,143,225,"2,102",619,"2,358",778,174,243,23,336,95,"2,198",854,810,172,919,581,226,49,321,"1,122",211,58,"2,357",579,36,137,60,315,116,88,"3,730",372,188,257,229,324,306,132,106,217,31,132,102,"31,261"
Rockridge,516,805,400,489,324,29,28,130,70,187,"1,321",275,26,424,37,115,48,"1,613",227,159,40,557,217,140,328,92,269,48,14,"1,373",72,78,75,341,199,108,634,"1,425",184,168,42,67,232,398,53,81,693,8,297,13,"15,469"
San Bruno,280,"1,171",170,"1,245",114,105,6,152,135,979,"1,561",201,387,212,69,"1,078",39,794,278,54,45,192,633,141,40,63,120,163,32,987,46,48,25,25,170,71,161,"2,201",271,58,155,55,134,385,258,25,114,24,243,6,"15,921"
South Hayward,480,458,308,401,117,105,306,648,297,99,"1,011",782,56,114,160,94,229,"1,106",183,94,637,957,132,825,13,504,296,40,295,"1,020",59,36,48,11,196,47,39,"1,353",199,63,50,125,815,112,53,395,58,207,101,535,"16,269"
San Leandro,"1,297","1,142",778,989,171,469,267,"1,111",670,337,"2,297","2,059",77,166,404,343,950,"2,802",463,210,499,"2,585",332,"1,462",63,"1,970",805,58,192,"2,842",152,17,108,44,429,100,159,"3,822",334,201,116,833,219,287,88,623,152,511,112,386,"36,503"
San Francisco International Airport,391,880,289,615,766,147,21,169,286,742,"1,193",166,981,756,57,"1,113",420,838,483,205,64,268,353,117,289,113,462,"1,134",44,904,209,300,89,228,423,124,572,"2,173",247,351,252,81,231,387,424,88,668,104,773,34,"22,024"
South San Francisco,333,934,141,"1,083",179,48,6,113,113,517,"1,418",104,165,105,35,485,62,941,211,59,31,77,273,68,18,91,114,230,6,948,36,93,11,15,103,28,120,"2,148",140,66,254,33,79,510,95,30,77,6,140,24,"12,916"
Union City,554,431,422,260,72,144,336,627,425,97,"1,048",869,63,85,112,97,268,"1,001",239,139,783,830,72,"1,020",14,612,346,21,429,943,60,9,88,9,113,54,32,"1,046",116,83,20,398,663,105,45,136,60,120,63,601,"16,180"
Walnut Creek,773,765,587,465,675,116,36,93,294,180,"1,462",299,96,"1,986",20,266,35,"1,895",238,66,34,360,142,96,407,141,798,69,21,"1,831",111,230,238,269,151,445,792,"1,902",245,730,112,72,141,689,75,62,156,12,"1,132",18,"21,828"
West Dublin/Pleasanton,74,279,114,240,8,28,30,701,61,122,520,622,5,32,484,68,381,934,86,50,78,719,104,330, -   ,516,74,9,66,709,7,16,142,1,64,4,4,957,49,7,22,240,558,106,8,143,18,106,10,32,"9,938"
Pittsburg/Bay Point,707,"1,200",647,995,324,73,38,81,307,326,"2,255",274,212,"1,577",8,317,42,"2,022",195,59,98,210,291,105,169,82,688,96,25,"1,904",71,287,183,143,189,157,640,"3,282",112,257,217,99,117,807,114,55,"1,051",7,201,24,"23,340"
Warm Springs/South Fremont,135,133,191,70,30,103,407,304,185,76,201,507,12,72,47,108,117,311,148,44,329,409,29,392,9,338,82,1,430,302,86,12,34,8,46,3,36,329,106,17,6,458,361,51,20,544,16,34,36,71,"7,796"
Entries,"41,103","58,497","33,922","56,514","19,958","17,833","8,366","32,480","32,434","49,569","89,472","46,080","17,126","27,980","10,240","37,155","23,597","84,135","41,276","18,117","15,681","55,172","27,688","24,903","9,235","30,126","35,191","12,323","6,955","82,046","12,424","6,604","6,817","6,919","37,313","8,436","19,604","134,931","31,469","14,780","14,720","16,500","36,151","26,194","12,385","15,751","20,787","9,315","23,226","8,448","1,507,948"
