Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Civic Center/UN Plaza,"2,961","2,435","3,078","3,603","1,653","1,482",418,"1,956","2,019","5,523",816,"2,342","2,045","2,199",762,"4,292","1,662","1,407","3,306","1,425",748,"4,984","2,713","1,210",846,"2,507","3,389","1,437",343,866,"1,357",636,330,534,"4,579",401,"1,802",857,"2,337","1,524","1,421",904,"2,287","2,257","1,463",813,"1,612",620,"1,831",218,"92,210"
Coliseum,"1,522","1,264","1,254","1,418",485,821,648,"1,783","1,042",551,"2,471",576,95,444,755,550,"2,278","2,499","1,150",445,837,"2,638",557,"1,448",244,"1,829","1,345",137,304,"2,121",568,151,400,209,904,137,418,"3,492",813,386,201,744,"1,980",235,106,642,432,774,361,520,"46,984"
Colma,300,"1,218",152,"1,405",225,94,5,71,83,842,"2,026",86,132,86,14,298,78,"1,184",210,36,44,120,505,37,29,65,166,429,21,"1,571",89,24,7,27,145,82,49,"3,069",121,31,405,49,90,"1,348",151,35,99,13,253,23,"17,642"
Concord,839,"1,067",664,976,"1,064",122,87,181,285,332,"2,515",405,83,279,35,223,66,"2,244",222,122,89,307,357,178,"1,053",199,806,172,77,"2,197",113,296,309,283,176,956,752,"3,213",223,553,170,82,215,"1,023",143,70,"1,744",24,"1,506",64,"29,161"
Castro Valley,120,368,84,171,11,61,25,656,133,98,793,755,8,21,87,118,872,"1,094",50,45,113,563,103,153,8,664,119,27,30,"1,270",34,13,69,9,115,4,14,"1,236",32,47,96,119,564,117,48,132,21,603,7,30,"11,930"
Daly City,630,"3,111",458,"2,616",362,110,71,246,311,633,"4,752",540,304,194,98,391,389,"3,571",499,117,154,631,553,316,87,318,393,845,91,"4,069",132,41,101,83,453,111,223,"8,682",310,120,"1,082",126,303,"1,611",454,125,276,90,265,78,"41,526"
Dublin/Pleasanton,305,711,272,541,39,132,115,"1,049",320,299,"1,765","2,164",64,76,788,375,355,"3,600",237,53,268,"1,384",267,497,11,991,295,68,105,"2,153",50,6,537,8,192,15,54,"2,780",90,31,43,307,810,719,54,235,34,270,47,126,"25,707"
Embarcadero,"3,691","3,156","4,117","4,376","2,574","1,822",554,"2,719","3,021","5,001","1,525","3,046","1,244","2,824","1,358","3,542","4,242","1,113","4,416","1,955","1,166","4,267","2,635","1,777","1,681","3,289","3,608",915,530,330,"1,822",855,720,"1,528","7,538",658,"3,338","1,314","2,828","2,519",867,"1,381","3,694","2,030",955,"1,206","2,922","1,364","2,482",421,"116,936"
El Cerrito del Norte,"1,976","2,040","1,417","2,195",117,914,217,386,"3,401",807,"4,059","1,115",233,278,47,508,202,"4,481",334,644,281,"1,073",594,446,106,538,"1,721",310,135,"3,557",642,37,365,101,311,88,174,"5,855","1,076",183,254,200,494,722,179,254,268,89,134,168,"45,726"
El Cerrito Plaza,"1,008",743,788,579,49,630,89,160,"2,650",191,"1,553",420,41,137,33,127,45,"1,631",626,145,105,511,195,101,90,307,830,136,46,"1,615",460,30,195,35,76,27,77,"1,888",910,147,43,112,233,329,60,120,103,45,105,55,"20,631"
Fremont,513,446,269,255,86,100,562,828,365,120,792,856,51,104,163,168,285,941,301,92,185,938,77,"1,222",28,531,350,22,655,946,66,13,134,32,105,28,93,930,210,43,36,647,594,115,33,797,52,89,84,370,"16,722"
Fruitvale,979,"2,620",747,"2,541",328,987,380,"2,596","1,565",746,"5,068","2,912",95,357,669,613,"1,397","3,720","1,050",513,937,550,574,"1,849",189,"1,149","1,309",129,290,"3,401",567,32,200,331,"1,131",97,170,"6,899",909,426,214,"1,125","2,550",364,125,770,376,770,245,548,"58,109"
Glen Park,598,"1,873",518,"1,800",287,161,38,258,362,489,"2,517",460,453,316,71,535,196,"2,405",611,173,46,566,311,215,121,435,497,435,41,"3,338",185,56,114,98,488,82,228,"5,420",492,317,588,139,306,753,257,53,208,89,276,30,"30,305"
Hayward,956,622,592,416,147,247,417,954,528,246,"1,306","1,430",42,160,169,294,596,"1,529",486,100,"1,186","1,809",258,245,37,787,516,66,400,"1,128",149,33,91,35,347,42,127,"1,905",233,128,142,845,"1,414",137,73,"1,043",111,307,98,583,"25,512"
Lafayette,313,349,305,280,127,37,16,31,118,61,896,224,26,"1,265",9,84,8,"1,392",86,83,23,187,115,60,105,55,235,27,9,"1,351",29,55,171,146,48,178,397,860,63,370,43,15,66,487,19,13,474, -   ,217,15,"11,543"
Lake Merritt,165,"1,813",125,"1,279",156,316,313,"1,676",573,596,"2,851","2,486",57,213,711,361,"1,183","3,070",547,271,541,"1,423",526,934,54,267,330,31,233,"2,870",250,52,298,21,232,43,77,"3,927",298,89,63,689,"1,955",190,56,644,147,514,91,339,"35,946"
MacArthur,974,"2,252",573,"1,407",814,545,258,504,"1,251",581,"3,306","1,303",268,632,100,314,273,"3,147","1,545",894,339,"1,518",477,475,204,258,339,189,157,"2,629",581,88,228,220,399,376,676,"3,717","1,425",341,134,234,756,685,132,325,786,101,700,95,"39,525"
Millbrae,304,938,176,834,145,114, -   ,80,399,727,"1,344",175,417,172,27,860,58,804,335,138,18,92,356,43,35,42,202,260,6,"1,156",88,22,32,16,213,13,107,"1,444",242,54,140,51,67,"1,991",238,16,70,8,78,4,"15,151"
Milpitas,162,154,177,127,38,83,158,198,322,44,400,313,23,60,37,73,103,479,146,46,678,282,68,361,11,198,160,8,212,326,52,10,68,6,38,24,22,404,61,19,18,286,179,68,9,450,44,40,28,463,"7,736"
Montgomery St,"3,722","3,593","3,630","5,591","1,865","1,673",527,"3,324","2,198","8,679",953,"2,546","2,021","2,801","1,352","4,717","2,400",352,"4,019","1,869","1,056","4,210","4,018","1,534","1,394","3,241","3,400","1,130",405,709,"1,433",697,478,"1,067","5,858",498,"2,731",494,"3,143","2,078","1,447","1,290","3,560","2,133","1,297","1,070","2,422",853,"2,799",400,"114,677"
North Berkeley,591,853,640,621,34,302,70,132,453,172,"1,423",534,66,55,52,137,47,"1,371",558,491,86,583,194,175,39,199,541,93,57,"1,267",175,29,189,43,126,13,84,"1,277",643,60,37,69,225,398,28,82,147,8,107,73,"15,649"
North Concord/Martinez,223,334,174,256,204,14,5,55,60,55,702,126,34,254,9,40,17,645,40,31,17,35,58,24,58,52,150,23,18,625,24,55,101,21,12,183,153,781,39,93,17,15,51,331,82,8,158,5,289,15,"6,771"
Oakland International Airport,171,244,186,145,205,148,70,45,334,110,330,255,16,192,43,65,358,602,240,159,105,130,102,74,123,154,165,19,55,389,178,80,47,58,50,42,258,557,95,72,17,46,68,176,28,64,208,139,227,39,"7,683"
Orinda,342,363,253,159,54,17,19,71,60,113,543,177,19,325,3,81,7,"1,284",77,27,23,300,104,24,135,14,220,22,9,"1,018",46,18,96,79,27,100,171,713,110,367,30,4,46,385,21,1,373,3,110,5,"8,568"
West Oakland,518,"2,891",306,"2,026",168,272,65,512,375,553,"4,472",890,140,205,107,407,207,"6,700",229,54,91,"1,156",430,284,25,218,405,164,35,"4,798",93,10,89,39,293,112,93,"6,794",259,178,176,189,399,747,196,61,154,67,139,60,"38,851"
Pittsburg Center,198,379,230,333,330,28,15,58,95,112,556,127,71,913,2,103,17,557,64,54,31,139,117,44,173,45,409,16,26,404,18,169,53,103,66,106,349,925,124,114,59,29,98,164,21,30,464,4,130,16,"8,688"
Pleasant Hill/Contra Costa Centre,881,793,648,492,381,118,53,55,260,149,"1,980",393,44,855,30,189,57,"2,834",150,82,78,164,311,78,328,142,665,99,21,"2,411",79,154,390,184,97,362,198,"2,597",81,641,206,40,160,901,89,25,750,23,585,35,"22,338"
Powell St,"4,078","6,010","3,341","8,334","1,938","1,650",506,"2,705","2,580","10,073",995,"3,021","2,527","2,314","1,011","7,036","2,401","1,482","4,537","1,647",821,"5,601","5,142","1,660",739,"2,953","3,075","1,255",335,446,"1,084",729,613,609,"6,403",775,"2,096","1,314","3,210","1,503","1,833","1,034","3,040","4,483","1,948",880,"1,724",812,"2,529",303,"127,135"
Richmond,"1,021","1,990",843,"2,270",101,775,99,240,"2,345",609,"2,494",782,155,198,33,341,97,"2,469",961,798,167,903,586,249,52,367,"1,164",213,82,"2,424",588,44,143,88,311,128,74,"4,047",280,166,243,200,402,386,126,96,191,44,116,123,"32,624"
Rockridge,590,"1,185",500,668,326,49,41,134,87,257,"1,732",402,46,477,37,97,29,"2,131",251,202,44,533,281,146,370,98,330,75,27,"1,880",96,101,112,409,173,105,718,"1,850",149,197,52,40,242,637,63,87,823,5,336,16,"19,236"
San Bruno,312,"1,276",163,"1,310",102,138,5,115,155,992,"1,579",202,377,201,83,"1,168",45,864,258,57,46,196,615,131,50,59,125,197,16,"1,119",35,37,35,36,178,52,156,"2,280",252,50,173,67,135,494,237,19,110,21,205,4,"16,532"
South Hayward,533,460,355,420,114,131,297,666,344,110,"1,081",760,58,90,169,123,291,"1,143",179,118,609,"1,066",123,836,11,616,285,45,297,"1,025",66,25,108,9,227,34,47,"1,341",190,58,49,173,825,136,40,352,69,212,121,547,"16,984"
San Leandro,"1,238","1,165",811,"1,043",199,497,278,"1,168",712,347,"2,446","2,093",80,186,453,376,880,"2,993",474,232,530,"2,453",321,"1,458",79,"1,924",839,70,137,"3,089",188,31,130,62,386,88,144,"3,868",364,239,132,807,208,330,103,585,155,540,121,321,"37,373"
San Francisco International Airport,475,"1,364",421,858,825,225,21,170,564,886,"1,684",180,"1,057",925,81,"1,245",483,"1,180",606,272,60,300,490,127,480,158,607,"1,332",58,"1,293",343,320,130,339,727,118,820,"3,574",301,611,337,94,259,472,465,102,939,133,814,27,"29,352"
South San Francisco,324,927,163,"1,123",185,54,13,99,142,546,"1,422",90,180,140,40,481,60,"1,030",214,64,30,95,307,72,18,66,112,255,5,"1,026",32,84,22,20,125,29,120,"2,160",137,80,222,28,112,590,98,26,83,5,168,30,"13,454"
Union City,565,445,370,258,63,147,372,550,381,102,928,723,44,75,121,78,255,"1,054",237,131,821,835,69,977,13,570,308,13,427,936,85,10,119,1,102,52,32,"1,064",113,84,15,316,589,132,34,171,70,165,49,627,"15,698"
Walnut Creek,812,804,698,535,692,114,55,108,337,213,"1,765",359,93,"2,179",14,312,27,"2,549",244,121,66,346,212,106,463,153,745,88,32,"2,263",138,269,316,315,170,457,844,"2,053",197,862,120,65,158,"1,031",85,65,196,6,"1,163",11,"25,026"
West Dublin/Pleasanton,82,286,118,275,8,32,32,663,76,129,661,773,7,36,533,99,379,"1,180",82,54,92,742,125,328,2,534,97,11,72,763,14,20,220, -   ,61,1,18,"1,132",37,9,24,221,548,203,11,162,9,149,6,27,"11,143"
Pittsburg/Bay Point,734,"1,328",582,955,329,75,47,70,315,312,"2,198",289,200,"1,647",10,301,30,"1,962",143,84,99,186,254,88,206,82,723,77,17,"1,997",73,271,241,122,161,143,642,"3,359",108,276,212,112,128,904,163,55,"1,113",8,221,37,"23,689"
Warm Springs/South Fremont,165,127,195,106,27,108,454,358,210,70,260,545,15,58,28,112,113,398,160,46,294,441,32,394,23,351,91,4,475,323,85,21,39,6,63,6,39,321,101,14,4,472,325,58,27,541,14,28,50,117,"8,314"
Entries,"45,378","67,561","39,329","65,325","20,758","21,136","9,369","32,852","39,219","52,304","98,689","47,558","17,535","29,450","11,456","39,643","26,221","100,912","43,023","20,834","16,576","57,274","31,782","25,315","11,336","33,191","40,542","14,623","7,675","93,653","16,128","6,986","10,150","8,723","41,355","8,425","22,474","149,883","32,997","18,896","15,655","16,783","37,207","37,370","13,107","15,329","24,021","10,665","23,688","9,015","1,679,376"
