Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont, Exits 
Civic Center/UN Plaza,"5,132","4,661","5,714","7,302","2,743","3,077",967,"2,924","5,101","8,653","1,338","2,811","3,407","3,187","1,753","6,995","3,732","2,421","5,125","2,646","1,705","7,155","5,446","1,765","1,958","4,175","5,825","3,243",707,"1,785","3,028","1,140",577,"1,550","7,452",527,"2,984","2,070","2,749","4,001","2,566","1,498","3,811","4,810","2,561","1,456","3,151","1,409","2,691",627,"164,111"
Coliseum,"1,680","1,441","1,268","1,626",491,568,368,"1,739","1,378",605,"2,864",389,110,430,348,549,919,"3,400",910,288,571,"2,788",452,"1,482",111,"1,505","1,477",121,273,"2,566",286,59,556,96,"1,077",192,254,"4,000",823,201,152,844,"1,381",343,103,581,157,372,290,643,"45,127"
Colma,424,"1,972",244,"1,877",243,73,10,81,245,"1,108","3,382",129,205,178,40,558,80,"2,557",256,62,67,187,644,102,64,85,185,769,23,"2,993",57,54,32,31,251,112,93,"5,330",199,81,567,93,66,"2,345",152,73,152,15,249,10,"28,805"
Concord,"1,317","1,332","1,063",927,"1,457",152,109,279,796,400,"3,683",416,173,495,31,570,59,"4,363",336,202,172,418,436,314,"1,173",282,895,202,132,"3,756",128,488,442,368,205,"1,235",901,"4,424",214,917,198,102,254,"1,618",167,145,"2,562",27,"1,726",47,"42,108"
Castro Valley,252,552,218,288,29,64,120,541,349,145,"1,874",364,41,25,143,250,"1,124","2,365",49,70,165,686,170,303,14,"1,174",167,22,68,"2,291",43,11,101,18,162,14,28,"2,217",53,54,53,263,787,201,51,155,38,805,11,96,"19,084"
Daly City,"1,187","4,426",765,"4,148",735,299,233,533,985,"1,041","7,529",595,580,497,259,550,688,"6,856","1,185",386,291,"1,131",844,410,131,541,535,"1,822",208,"7,452",365,125,188,145,597,202,415,"13,161",693,285,"1,487",281,680,"3,099",946,292,506,206,537,182,"71,234"
Dublin/Pleasanton,581,"1,171",393,661,55,186,390,"1,215","1,047",414,"3,891",974,78,84,"1,042",705,441,"6,654",252,106,363,"1,658",364,669,6,"1,313",436,119,310,"4,489",108,12,941,21,315,28,84,"5,280",137,89,47,378,"1,150","1,439",78,451,63,377,68,235,"41,368"
Embarcadero,"7,412","6,410","8,520","9,190","4,301","4,032","1,702","5,262","8,048","8,149","2,698","4,011","2,679","5,096","2,643","6,952","7,453","1,728","7,566","3,845","2,958","7,245","5,447","3,099","4,294","6,033","7,461","2,379","1,404",474,"4,031","1,458","1,327","3,873","13,050",968,"6,787","2,351","3,985","6,300","1,768","2,588","5,824","3,775","1,992","2,969","6,312","3,133","3,966",954,"225,902"
El Cerrito del Norte,"2,945","2,558","2,406","2,427",164,"1,181",329,517,"7,182",885,"6,100","1,035",341,341,66,"1,156",263,"7,091",447,"1,167",299,"1,460",786,592,118,797,"2,320",467,232,"5,999",958,89,581,140,494,128,177,"8,887","1,642",327,375,249,645,"1,458",272,344,460,97,179,300,"69,473"
El Cerrito Plaza,"1,681","1,022","1,436",821,99,820,213,203,"5,803",254,"2,979",296,44,185,56,389,115,"3,232","1,070",243,172,692,314,260,140,471,"1,200",194,96,"2,984",689,32,385,47,119,42,127,"3,359","1,261",344,88,113,389,871,107,189,224,50,134,105,"36,159"
Fremont,892,608,562,406,94,276,"1,142","1,159","1,303",195,"1,831",598,66,171,221,293,386,"2,544",370,171,392,"1,284",150,"1,816",14,742,558,29,"1,158","1,904",204,21,303,51,122,38,114,"2,111",180,125,43,963,917,375,26,958,47,131,183,958,"29,205"
Fruitvale,"1,477","2,975","1,462","2,919",463,954,665,"3,046","2,694",926,"7,123","2,923",155,429,714,"1,068","1,530","6,228","1,390",707,"1,212",604,672,"2,474",270,"1,589","2,008",173,489,"5,016",869,119,290,269,"1,380",210,196,"9,252","1,213",539,351,"1,457","3,149",673,155,996,435,825,247,781,"77,761"
Glen Park,892,"3,108",909,"3,027",449,264,100,317,"1,053",954,"5,107",386,564,443,137,785,341,"4,971",736,283,99,561,384,218,162,568,718,811,62,"5,962",362,73,199,149,781,125,349,"9,603",594,583,814,138,374,"1,539",483,146,334,136,426,53,"51,632"
Hayward,"1,526",793,964,632,269,257,754,"1,252","1,101",279,"1,838","1,507",79,277,270,448,736,"2,564",691,271,"1,888","2,612",240,306,45,"1,155",746,83,724,"2,045",216,42,171,71,463,56,166,"2,711",415,155,182,"1,115","2,039",216,64,"1,971",202,310,165,"1,142","38,224"
Lafayette,580,712,658,416,194,98,59,38,482,110,"2,039",96,65,"1,438",19,128,21,"3,704",94,128,23,251,170,39,199,50,376,61,32,"2,787",67,90,306,240,45,215,552,"1,816",162,761,66,27,78,"1,257",19,20,773,4,316,21,"21,902"
Lake Merritt,188,"2,315",208,"1,610",289,466,441,"2,233","2,044",763,"4,619","1,657",82,307,"1,174",491,"1,586","5,272",699,453,792,"1,806",620,"1,271",50,272,544,78,400,"4,424",364,65,447,52,384,107,184,"5,976",399,135,84,991,"2,666",361,86,972,209,598,157,472,"51,863"
MacArthur,"1,618","3,512","1,351","2,322","1,228",962,431,747,"2,937",823,"5,864","1,207",225,898,120,541,375,"6,366","2,223","1,243",532,"2,091",727,708,357,527,486,367,223,"5,124",860,283,464,342,567,555,913,"6,201","1,710",630,147,452,"1,251","1,551",179,538,"1,037",97,871,176,"64,959"
Millbrae,568,"1,545",358,"1,415",169,274,4,97,"1,897","1,449","3,034",149,706,170,19,"1,791",94,"2,299",474,197,33,167,775,71,54,112,390,705,4,"2,733",186,14,52,49,297,42,130,"3,410",213,150,324,40,84,"4,950",426,44,138,24,63,4,"32,393"
Milpitas,398,293,356,191,62,256,281,387,"1,307",75,740,227,22,135,64,228,319,"1,289",258,98,"1,240",484,68,726,25,372,273,9,327,881,140,25,193,33,68,24,67,"1,273",113,94,31,450,330,146,10,798,82,71,43,"1,010","16,392"
Montgomery St,"6,219","6,504","7,202","11,024","3,410","3,075","1,230","4,315","5,951","12,939","1,994","2,932","3,714","4,239","2,570","8,557","5,069",482,"6,692","3,386","2,212","5,824","7,138","2,585","2,990","5,008","6,459","3,041",977,"1,290","3,226","1,328",879,"2,568","9,047",810,"5,440",749,"3,885","4,886","2,333","2,056","5,503","4,013","2,391","2,261","4,592","1,827","3,775",875,"201,472"
North Berkeley,932,"1,158","1,200",779,50,490,157,109,"1,627",296,"2,824",288,46,136,49,312,110,"3,028",757,646,155,815,293,186,75,347,776,155,103,"2,405",205,29,404,67,187,18,178,"2,290",829,143,54,71,254,902,86,110,177,22,115,111,"26,556"
North Concord/Martinez,293,310,243,356,272,46,20,35,202,97,"1,166",63,43,380,4,126,12,"1,214",48,28,18,88,97,28,64,60,250,27,18,"1,137",42,85,173,64,49,219,292,"1,396",87,173,44,19,87,638,116,13,375,8,266,10,"10,901"
Oakland International Airport,362,377,363,284,276,313,157,83,"1,996",105,745,344,26,374,77,163,665,"1,231",392,338,185,151,169,120,253,313,389,45,185,774,411,152,226,112,136,44,470,"1,244",163,185,35,69,98,261,30,179,372,235,271,94,"16,042"
Orinda,554,563,458,203,116,38,37,57,328,106,"1,564",76,44,324,27,164,9,"3,403",128,43,47,210,171,62,211,46,330,76,39,"2,434",95,65,175,133,62,141,272,"1,662",127,583,36,8,72,861,29,11,389,5,120,14,"16,728"
West Oakland,909,"3,686",510,"2,422",299,249,119,442,812,803,"7,105",997,216,195,125,543,316,"11,344",416,110,115,"1,505",734,454,38,334,601,262,64,"7,355",146,39,158,36,361,138,145,"9,444",417,331,263,216,585,"1,305",235,201,261,114,208,153,"57,836"
Pittsburg Center,330,473,299,355,442,43,30,62,207,157,707,188,95,"1,128",7,233,24,717,128,47,36,178,164,72,176,108,556,32,24,677,33,270,68,121,162,91,381,"1,188",142,216,83,17,106,227,71,59,513,11,213,37,"11,704"
Pleasant Hill/Contra Costa Centre,"1,269","1,067","1,122",726,667,206,91,99,861,299,"3,333",238,81,897,18,419,100,"5,608",183,108,93,228,463,143,446,183,914,162,73,"5,151",179,292,583,268,151,439,276,"4,004",121,916,180,95,167,"1,777",120,59,"1,245",42,904,54,"37,120"
Powell St,"6,580","10,701","5,891","14,504","3,115","2,590","1,125","4,562","7,240","14,521","2,015","3,625","4,316","3,660","1,922","11,275","4,769","2,735","6,852","2,766","1,899","7,961","8,552","2,394","1,698","4,833","5,165","3,118","1,096",856,"2,167","1,317","1,118","1,635","9,188",949,"3,560","2,083","4,636","3,873","2,983","1,806","5,115","10,418","3,235","1,914","3,132","1,596","3,889",801,"217,751"
Richmond,"1,410","2,541","1,032","2,502",205,"1,031",185,305,"4,437",767,"3,126",768,230,215,40,706,172,"3,598","1,545","1,129",187,"1,245",604,456,146,346,"1,585",228,120,"2,878",793,85,228,109,460,141,108,"5,499",326,313,270,184,468,636,200,157,271,34,168,171,"44,360"
Rockridge,"1,088","2,087","1,364","1,246",630,83,81,188,276,658,"4,401",232,58,880,51,289,94,"5,580",410,392,121,623,609,175,741,167,719,254,80,"4,419",184,178,268,664,312,192,"1,025","4,479",301,356,102,46,262,"2,105",102,120,"1,183",14,425,44,"40,358"
San Bruno,404,"1,814",308,"1,708",266,136,6,150,326,"1,563","2,661",196,637,207,55,"1,662",71,"1,752",339,105,45,342,910,170,70,146,181,408,29,"2,146",73,62,36,39,313,102,173,"3,614",301,150,261,68,157,"1,029",354,34,201,20,291,4,"26,095"
South Hayward,798,429,559,508,125,177,580,910,739,172,"1,681",695,70,124,194,283,267,"1,985",214,123,956,"1,349",161,"1,101",9,851,454,71,482,"1,698",83,32,113,10,199,13,82,"2,050",212,43,54,185,"1,176",206,47,776,94,261,82,872,"24,355"
San Leandro,"1,894","1,593","1,181","1,408",317,404,510,"1,677","1,670",631,"4,344","1,432",96,235,608,675,"1,210","5,016",635,384,893,"3,210",458,"1,831",87,"2,787","1,239",113,346,"4,717",278,56,189,75,614,85,176,"6,291",492,269,158,"1,225",378,545,142,928,239,676,193,690,"55,300"
San Francisco International Airport,"1,193","2,926","1,182","2,054","1,382",730,64,287,"2,516","1,523","4,301",291,"1,828","1,437",154,"2,460",986,"2,958","1,180",702,204,589,"1,082",170,"1,069",361,"1,418","3,834",100,"3,006",941,503,224,831,"1,393",209,"1,683","9,190",573,"1,862",590,209,362,924,731,192,"1,836",286,"1,236",92,"65,854"
South San Francisco,336,"1,412",288,"1,478",313,86,30,115,298,823,"2,596",102,290,178,57,999,95,"1,972",313,97,15,162,484,85,21,69,215,436,9,"2,071",88,104,48,35,184,59,161,"3,731",229,117,354,44,128,998,162,34,175,22,213,27,"22,358"
Union City,910,706,681,395,126,246,922,837,"1,408",185,"1,682",615,88,152,165,273,466,"2,707",330,236,"1,011","1,052",158,"1,923",25,946,596,42,762,"1,853",114,19,218,15,294,65,49,"2,153",213,132,29,640,"1,069",284,48,280,163,192,59,"1,068","28,602"
Walnut Creek,"1,338","1,153","1,333",633,"1,121",212,112,159,966,269,"3,515",130,167,"2,977",36,461,92,"5,642",406,214,49,423,367,186,701,255,"1,060",154,94,"4,185",242,541,545,397,272,575,"1,274","3,499",260,"1,318",189,97,239,"2,086",160,169,296,23,"1,339",60,"41,991"
West Dublin/Pleasanton,212,491,220,325,37,40,156,836,335,137,"1,639",401,21,30,828,236,433,"2,807",98,58,137,755,179,391,6,644,120,31,89,"1,632",28,14,328,2,103,6,84,"1,789",29,16,28,224,725,379,17,192,28,192,20,102,"17,630"
Pittsburg/Bay Point,897,"1,592",609,"1,189",400,85,68,142,532,551,"3,375",299,226,"1,867",17,549,44,"3,341",170,110,135,256,419,154,327,140,949,114,48,"2,975",72,268,321,161,206,266,929,"4,730",202,400,319,87,158,"1,338",221,78,"1,323",23,296,124,"33,102"
Warm Springs/South Fremont,323,259,412,139,115,184,"1,128",720,739,117,631,660,12,63,91,170,216,923,282,99,765,742,64,935,22,434,178,4,922,733,155,7,116,10,134,18,56,883,167,52,2,780,559,135,44,815,48,85,136,238,"16,522"
Entries,"74,009","104,293","71,118","103,518","32,995","34,134","19,866","45,780","100,106","78,591","173,135","45,143","28,459","42,238","18,671","68,981","41,423","198,038","65,712","36,232","28,904","78,368","53,205","37,860","21,777","49,943","66,904","32,179","15,934","168,761","30,212","11,576","19,012","17,295","62,974","11,829","37,460","247,389","45,040","39,332","23,970","25,300","54,466","78,271","21,266","27,894","40,766","17,068","32,344","17,868","2,797,609"
