Station Name,12th St/Oakland City Center,16th St/Mission,19th St/Oakland,24th St/Mission,Antioch,Ashby,Berryessa/North San Jose,Bay Fair,Downtown Berkeley,Balboa Park,Civic Center/UN Plaza,Coliseum,Colma,Concord,Castro Valley,Daly City,Dublin/Pleasanton,Embarcadero,El Cerrito del Norte,El Cerrito Plaza,Fremont,Fruitvale,Glen Park,Hayward,Lafayette,Lake Merritt,MacArthur,Millbrae,Milpitas,Montgomery St,North Berkeley,North Concord/Martinez,Oakland International Airport,Orinda,West Oakland,Pittsburg Center,Pleasant Hill/Contra Costa Centre,Powell St,Richmond,Rockridge,San Bruno,South Hayward,San Leandro,San Francisco International Airport,South San Francisco,Union City,Walnut Creek,West Dublin/Pleasanton,Pittsburg/Bay Point,Warm Springs/South Fremont,Exits
Civic Center/UN Plaza,"3,467","2,870","3,795","4,525","2,102","1,887",563,"2,448","2,332","6,404","1,069","2,638","2,486","2,656","1,018","4,876","2,333","1,584","4,095","1,925",986,"5,791","3,343","1,492","1,063","2,900","4,136","1,815",378,"1,136","1,698",898,428,768,"5,549",512,"2,111",911,"2,733","2,015","1,763","1,052","2,810","2,770","1,818","1,139","1,889",820,"2,288",381,"112,466"
Coliseum,"1,535","1,310","1,232","1,342",464,643,522,"1,659","1,010",450,"2,616",461,78,433,592,460,"1,567","2,907","1,052",401,733,"2,505",443,"1,330",177,"1,638","1,386",131,252,"2,311",456,125,452,167,930,171,381,"3,538",777,403,220,729,"1,796",306,111,602,308,636,291,455,"44,494"
Colma,339,"1,365",211,"1,430",223,70,9,76,98,899,"2,378",96,189,138,23,329,48,"1,653",245,38,52,129,497,50,42,52,183,539,10,"2,024",68,29,10,10,164,92,62,"3,702",114,43,499,92,62,"1,643",167,36,116,9,239,12,"20,604"
Concord,985,"1,226",742,"1,053","1,162",145,116,237,353,307,"3,017",423,130,329,51,334,77,"2,993",218,175,109,359,408,199,950,241,747,173,78,"2,890",112,290,320,287,219,986,715,"3,537",219,665,203,74,235,"1,053",154,79,"1,922",27,"1,626",71,"33,021"
Castro Valley,187,364,117,158,9,68,39,452,125,117,"1,010",614,28,27,96,151,829,"1,527",62,62,110,615,123,228,8,825,127,12,31,"1,565",42,30,70,20,115,5,26,"1,502",41,52,82,122,654,178,50,129,27,616,13,35,"13,495"
Daly City,811,"3,479",516,"2,695",423,112,69,258,328,655,"5,292",502,385,277,125,408,512,"4,605",582,155,151,662,596,284,110,385,434,968,72,"5,059",201,47,153,109,399,104,257,"9,461",375,212,"1,123",167,346,"1,893",576,149,292,127,284,102,"47,287"
Dublin/Pleasanton,327,885,314,621,35,147,175,"1,169",428,341,"2,363","1,621",54,94,806,481,480,"5,160",230,96,316,"1,580",257,479,11,"1,328",315,74,156,"3,247",52,16,685,11,255,34,53,"3,554",104,35,42,282,897,869,60,298,49,288,78,129,"31,381"
Embarcadero,"4,993","3,782","5,812","5,821","3,287","2,637",811,"3,805","4,284","5,746","1,701","3,473","1,712","3,764","1,874","4,881","6,329","1,529","5,838","2,974","1,891","5,406","3,652","2,210","3,017","4,378","5,009","1,487",727,347,"2,962","1,324",983,"2,737","9,746",810,"5,374","1,574","3,380","4,247","1,162","1,915","4,878","2,656","1,451","1,923","4,654","2,122","2,948",638,"160,661"
El Cerrito del Norte,"2,374","2,318","1,559","2,392",107,972,209,438,"3,577",849,"4,928","1,033",232,276,48,600,208,"5,594",383,753,359,"1,282",650,472,85,598,"1,821",408,133,"4,662",624,51,464,103,361,80,131,"6,644","1,073",257,302,198,576,946,212,295,269,92,162,192,"52,352"
El Cerrito Plaza,"1,310","1,027","1,087",675,37,659,79,171,"3,048",186,"2,182",381,29,157,43,157,84,"2,472",792,170,114,512,243,135,89,389,891,156,57,"2,145",553,29,239,46,102,20,76,"2,359",876,202,56,130,263,515,58,125,121,56,129,67,"25,499"
Fremont,566,549,381,309,95,170,694,"1,076",501,131,983,717,50,110,146,164,330,"1,590",395,123,280,"1,082",113,"1,459",19,623,389,30,646,"1,397",89,9,211,35,138,31,92,"1,318",208,71,42,751,866,152,43,763,67,109,87,425,"20,625"
Fruitvale,"1,051","2,743",876,"2,467",367,"1,043",444,"2,656","1,782",701,"5,696","2,611",115,381,754,686,"1,602","4,523","1,167",560,"1,056",512,525,"1,965",210,"1,226","1,651",131,293,"4,090",669,40,214,345,"1,162",126,173,"7,356","1,005",454,251,"1,154","2,616",464,132,789,380,832,223,594,"62,863"
Glen Park,741,"2,323",654,"1,993",328,159,50,302,417,522,"3,095",407,475,367,81,648,252,"3,269",649,209,75,563,274,217,102,546,545,552,47,"4,234",239,67,180,127,550,114,268,"6,567",585,399,587,127,297,907,323,78,180,107,358,40,"36,196"
Hayward,"1,105",761,671,458,160,294,487,"1,002",557,240,"1,638","1,406",48,209,189,312,647,"1,859",479,130,"1,425","1,927",235,294,29,987,683,74,370,"1,345",181,47,107,31,431,30,129,"2,231",249,146,151,916,"1,440",171,70,"1,262",110,332,104,752,"28,911"
Lafayette,441,427,339,354,110,89,20,38,138,43,"1,111",177,35,"1,239",16,110,13,"2,361",96,60,13,194,136,52,142,64,330,44,23,"2,064",36,45,206,139,32,202,442,"1,179",86,473,62,14,38,749,16,14,586,1,267,15,"14,881"
Lake Merritt,198,"2,028",152,"1,332",232,355,373,"1,870",699,673,"3,250","2,068",56,243,920,384,"1,492","4,011",615,354,679,"1,539",679,"1,138",78,250,367,59,236,"3,345",286,75,360,40,328,52,100,"4,396",303,121,61,785,"2,435",225,79,710,170,544,116,498,"41,359"
MacArthur,"1,069","2,740",750,"1,660",909,640,322,545,"1,355",593,"4,144","1,278",248,654,91,420,296,"4,156","1,770",901,377,"1,723",609,545,279,342,393,218,176,"3,588",652,124,287,256,459,470,745,"4,418","1,489",360,191,286,868,857,186,389,867,100,828,159,"46,782"
Millbrae,353,"1,246",249,"1,086",138,156,1,84,557,798,"1,738",149,513,189,17,"1,124",62,"1,235",402,165,29,153,528,35,37,63,256,382,6,"1,667",117,18,37,23,251,15,101,"2,034",255,77,183,42,73,"2,355",319,24,86,5,101,5,"19,539"
Milpitas,200,214,183,145,37,128,180,193,319,68,398,253,18,93,52,72,115,624,154,57,743,292,66,366,12,210,173,8,223,476,60,12,84,9,31,28,43,616,54,27,4,295,203,56,14,440,52,44,36,546,"8,726"
Montgomery St,"4,630","4,557","5,192","7,484","2,323","2,299",767,"3,904","2,946","10,516","1,331","2,803","2,755","3,514","1,775","6,060","3,694",421,"5,093","2,356","1,599","4,964","5,262","1,767","2,135","3,880","4,682","1,833",538,"1,022","2,098",967,675,"1,841","7,195",606,"3,940",556,"3,458","3,516","1,630","1,629","4,335","2,866","1,668","1,568","3,529","1,247","3,497",586,"149,509"
North Berkeley,767,"1,044",813,753,51,313,109,149,646,157,"1,775",449,40,105,38,182,71,"2,266",567,505,102,714,205,180,38,246,588,111,77,"1,758",224,28,294,41,137,15,127,"1,663",586,74,34,71,204,620,79,97,168,19,118,94,"19,512"
North Concord/Martinez,269,292,188,266,148,23,12,64,94,61,946,104,16,235,18,81,22,923,32,24,6,45,79,30,51,47,162,25,9,879,24,97,106,27,16,213,163,977,53,120,27,14,75,414,96,19,201,6,295,2,"8,096"
Oakland International Airport,222,290,258,207,228,186,125,70,349,102,385,293,15,253,44,137,464,769,326,226,155,105,145,93,145,205,212,28,75,601,232,86,71,88,62,36,289,769,91,106,24,48,50,351,45,87,285,176,220,55,"9,884"
Orinda,421,415,306,201,79,29,18,78,116,117,788,127,16,335,9,96,9,"2,199",81,37,35,304,140,39,141,36,229,31,12,"1,714",56,18,139,119,29,103,242,883,118,461,37,29,61,493,19,7,407,1,128,16,"11,524"
West Oakland,613,"3,120",342,"2,247",202,297,84,487,438,566,"5,348",844,157,207,107,375,269,"8,517",323,68,108,"1,228",535,374,25,246,442,259,39,"5,794",118,15,126,21,351,104,97,"7,247",222,208,205,251,454,885,231,89,237,101,172,81,"44,876"
Pittsburg Center,272,401,288,311,337,34,31,58,98,96,624,145,92,910,4,114,19,587,65,53,25,153,151,43,193,55,458,26,30,503,26,207,59,117,72,67,348,"1,090",113,122,56,30,124,179,38,24,534,6,142,16,"9,546"
Pleasant Hill/Contra Costa Centre,"1,035",946,711,555,434,139,62,56,351,147,"2,452",340,75,784,31,227,61,"4,499",127,73,89,160,338,108,353,182,795,106,30,"3,457",96,185,441,240,106,351,248,"3,064",93,734,256,52,205,"1,191",143,44,828,18,632,47,"27,697"
Powell St,"4,735","7,281","3,925","9,937","2,327","1,882",626,"3,051","2,795","11,210","1,095","3,006","3,115","2,771","1,173","7,849","3,029","1,814","5,283","2,080","1,184","5,997","5,928","1,825","1,010","3,522","3,866","1,901",386,548,"1,428",879,927,777,"7,022",949,"2,475","1,484","3,841","2,042","2,090","1,174","3,604","6,298","2,255","1,195","2,139","1,053","3,102",404,"150,289"
Richmond,"1,092","2,086",915,"2,357",99,877,113,266,"2,474",600,"2,877",836,174,167,43,338,107,"3,092",999,746,170,986,643,268,76,377,"1,558",231,54,"2,646",655,54,143,102,319,134,84,"4,583",318,170,318,221,384,445,123,107,196,45,173,155,"35,996"
Rockridge,618,"1,502",671,803,363,57,55,150,97,186,"2,168",346,36,612,30,186,35,"3,532",372,259,74,550,383,200,514,139,402,85,29,"2,921",103,115,133,460,203,102,780,"2,427",135,274,108,63,242,975,61,106,935,16,363,31,"25,007"
San Bruno,281,"1,430",167,"1,429",146,143,9,164,163,"1,130","1,847",218,446,226,96,"1,202",56,"1,234",268,62,51,192,710,155,79,77,209,234,8,"1,351",48,31,54,25,230,75,210,"2,582",357,96,193,70,109,671,238,27,146,30,234,12,"19,221"
South Hayward,583,472,423,439,132,126,372,703,351,101,"1,221",739,75,87,148,142,257,"1,550",188,119,681,"1,126",104,819,23,661,342,28,310,"1,292",79,17,92,30,284,39,57,"1,503",211,66,46,184,925,153,45,375,87,211,94,653,"18,765"
San Leandro,"1,382","1,373",984,"1,061",224,524,276,"1,286",832,425,"3,009","1,895",76,221,572,417,918,"3,834",585,256,648,"2,727",343,"1,485",61,"2,274",903,76,186,"3,707",195,39,126,82,431,143,201,"4,438",395,230,120,"1,016",215,434,113,708,178,574,146,455,"42,799"
San Francisco International Airport,713,"1,748",608,"1,122","1,081",386,18,248,623,988,"2,235",239,"1,288","1,113",99,"1,638",654,"1,774",778,502,95,446,664,172,759,208,952,"1,808",51,"1,865",632,401,226,569,942,137,"1,189","5,144",385,896,415,99,339,671,399,131,"1,280",187,"1,081",45,"40,043"
South San Francisco,410,"1,151",223,"1,239",246,70,11,141,116,624,"1,801",119,184,152,49,589,70,"1,394",262,51,32,109,373,66,27,98,182,330,10,"1,454",81,91,20,21,185,30,185,"2,502",134,49,243,37,112,622,140,34,135,19,216,32,"16,471"
Union City,735,622,438,274,83,219,387,662,508,111,"1,254",662,48,105,134,137,325,"1,647",264,145,803,878,88,"1,075",17,674,389,22,438,"1,289",87,9,144,6,130,60,47,"1,286",148,95,25,398,770,173,47,199,70,147,67,760,"19,101"
Walnut Creek,972,"1,020",803,585,777,168,73,138,452,253,"2,186",244,129,"2,344",22,302,43,"3,762",267,155,70,384,209,103,528,184,827,118,47,"3,285",180,344,392,373,252,487,876,"2,537",225,978,150,78,172,"1,369",137,72,206,24,"1,259",17,"30,578"
West Dublin/Pleasanton,126,396,119,270,16,46,38,702,169,168,932,645,12,36,615,128,321,"1,846",108,54,121,783,135,355,3,609,96,13,61,"1,104",13,17,228, -   ,83,6,15,"1,306",41,24,28,221,577,233,17,158,30,154,4,61,"13,243"
Pittsburg/Bay Point,853,"1,466",644,"1,115",330,68,38,124,335,400,"2,874",260,236,"1,734",14,258,51,"2,332",152,91,88,167,395,111,248,102,851,67,19,"2,472",87,251,276,162,211,165,740,"4,047",145,300,229,96,142,989,199,56,"1,176",7,238,47,"27,458"
Warm Springs/South Fremont,221,199,221,127,40,114,684,408,252,89,412,504,18,59,41,98,132,523,166,79,377,528,37,570,17,475,168,2,496,506,95,12,61,17,69,2,51,478,148,40,16,571,408,70,28,667,16,60,69,163,"10,604"
Entries,"54,180","78,867","48,443","75,012","24,240","24,974","11,346","37,029","45,921","58,510","119,464","45,046","20,934","33,826","13,470","46,461","32,258","136,281","49,764","25,481","20,341","63,419","38,243","28,342","14,947","39,175","49,346","19,585","8,547","122,682","20,316","8,662","12,573","12,086","48,673","9,659","28,096","174,757","36,097","25,320","17,964","19,218","42,761","47,622","15,957","18,896","29,923","12,917","27,594","11,379","2,006,604"
